subset_id,elevation_mask_integer,azimuth_mask_integer,I_e_global,I_a_global,sequential_channel_ids,B_e,B_a,B_out,MAC_el,MAC_az,MAC_total,output_channel_count,output_bytes_complex_double,weight_memory_bytes,estimated_data_movement_bytes,incremental_cost_over_conventional,eta_design,eta_validation,eta_holdout,eta_parent_relative,worst_design_scenario_id,worst_validation_scenario_id,worst_holdout_scenario_id,minimum_whitening_rank,minimum_manifold_rank,minimum_fim_rank,data_processing_violation_count,runtime,offline_subset_design_runtime,status,covariance_decomposition_count,whitener_eigendecomposition_count,fim_evaluation_count,generalized_eigenvalue_evaluation_count,measured_online_dbf_runtime
RECT_E07_A11,7,11,1;2;3,1;2;4,1;2;3;6;7;8;16;17;18,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.282397559961215,0.569447389441307,0.325222363376417,0.342854989658954,D0414,V0234,H0230,9,2,4,0,0.2535862,0.2535862,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E07_A12,7,12,1;2;3,3;4,11;12;13;16;17;18,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000777210968078204,0.154990342971919,0.00163531684378816,0.000920496523481107,D0400,V0014,H0041,6,2,4,0,0.2466816,0.2466816,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E07_A13,7,13,1;2;3,1;3;4,1;2;3;11;12;13;16;17;18,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.319404226244105,0.569033474950018,0.358370636090696,0.387799441769701,D0414,V0234,H0230,9,2,4,0,0.2592979,0.2592979,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E07_A14,7,14,1;2;3,2;3;4,6;7;8;11;12;13;16;17;18,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.371161758870736,0.593769831190177,0.3897232439724,0.450433176158907,D0414,V0234,H0041,9,2,4,0,0.255924,0.255924,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E07_A15,7,15,1;2;3,1;2;3;4,1;2;3;6;7;8;11;12;13;16;17;18,3,4,12,6240,780,7020,12,192,399360,33472,4875,0.418937086176043,0.663858425640559,0.421783587528708,0.490364802773743,D0152,V0054,H0041,12,2,4,0,0.308664,0.308664,FIM_SCENARIO_VALID,2,2,1184,2368,5.9126953125e-06
RECT_E07_A16,7,16,1;2;3,5,21;22;23,3,1,3,6240,195,6435,3,48,99840,33328,4290,3.22026859763216e-11,1.25208410803928e-09,6.55082131998661e-10,3.81882609188838e-11,D0142,V0192,H0197,3,2,4,0,0.2731124,0.2731124,FIM_SCENARIO_VALID,2,2,1184,2368,5.4916015625e-06
RECT_E07_A17,7,17,1;2;3,1;5,1;2;3;21;22;23,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000167820983735143,0.100893072479017,0.00053424237786532,0.000194587802061033,D0016,V0014,H0041,6,2,4,0,0.2879527,0.2879527,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E07_A18,7,18,1;2;3,2;5,6;7;8;21;22;23,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.00040764825054439,0.100796928517381,0.00108933062746421,0.000482547118336903,D0400,V0014,H0041,6,2,4,0,0.2719724,0.2719724,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E07_A19,7,19,1;2;3,1;2;5,1;2;3;6;7;8;21;22;23,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.318041007915987,0.542006323437898,0.355064462314049,0.386137988268014,D0414,V0234,H0230,9,2,4,0,0.2543031,0.2543031,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E07_A20,7,20,1;2;3,3;5,11;12;13;21;22;23,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000662875915521716,0.0944159381673003,0.00182048934852118,0.000783119013716468,D0408,V0014,H0041,6,2,4,0,0.2837817,0.2837817,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E07_A21,7,21,1;2;3,1;3;5,1;2;3;11;12;13;21;22;23,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.349015577220283,0.548308521866516,0.366603228131844,0.423599185257671,D0414,V0234,H0041,9,2,4,0,0.2569114,0.2569114,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E07_A22,7,22,1;2;3,2;3;5,6;7;8;11;12;13;21;22;23,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.319456557015402,0.56960585690185,0.340330812798641,0.388047935323919,D0158,V0054,H0041,9,2,4,0,0.2882963,0.2882963,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E07_A23,7,23,1;2;3,1;2;3;5,1;2;3;6;7;8;11;12;13;21;22;23,3,4,12,6240,780,7020,12,192,399360,33472,4875,0.406928759289139,0.656971924490537,0.419882062648342,0.472908484391332,D0030,V0198,H0165,12,2,4,0,0.2787139,0.2787139,FIM_SCENARIO_VALID,2,2,1184,2368,5.9126953125e-06
RECT_E07_A24,7,24,1;2;3,4;5,16;17;18;21;22;23,3,2,6,6240,390,6630,6,96,199680,33376,4485,0.000970284606468496,0.08462051338436,0.00256647625241109,0.00114257491947599,D0416,V0018,H0041,6,2,4,0,0.2613066,0.2613066,FIM_SCENARIO_VALID,2,2,1184,2368,5.7822265625e-06
RECT_E07_A25,7,25,1;2;3,1;4;5,1;2;3;16;17;18;21;22;23,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.318091187144597,0.542569683463267,0.337880285080653,0.386382305195487,D0158,V0054,H0041,9,2,4,0,0.2495471,0.2495471,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E07_A26,7,26,1;2;3,2;4;5,6;7;8;16;17;18;21;22;23,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.282455441250834,0.569893859351989,0.304829021398075,0.343089925672883,D0158,V0054,H0041,9,2,4,0,0.2436631,0.2436631,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E07_A27,7,27,1;2;3,1;2;4;5,1;2;3;6;7;8;16;17;18;21;22;23,3,4,12,6240,780,7020,12,192,399360,33472,4875,0.401138986030551,0.653955704063256,0.417403958475277,0.465013154934148,D0008,V0198,H0144,12,2,4,0,0.2445843,0.2445843,FIM_SCENARIO_VALID,2,2,1184,2368,5.9126953125e-06
RECT_E07_A28,7,28,1;2;3,3;4;5,11;12;13;16;17;18;21;22;23,3,3,9,6240,585,6825,9,144,299520,33424,4680,0.244915435080819,0.579348031903764,0.268150194193471,0.297459076567708,D0158,V0054,H0041,9,2,4,0,0.290366,0.290366,FIM_SCENARIO_VALID,2,2,1184,2368,5.985546875e-06
RECT_E07_A29,7,29,1;2;3,1;3;4;5,1;2;3;11;12;13;16;17;18;21;22;23,3,4,12,6240,780,7020,12,192,399360,33472,4875,0.407156850385797,0.656742141137746,0.409222220176161,0.473088544338701,D0030,V0198,H0144,12,2,4,0,0.2574219,0.2574219,FIM_SCENARIO_VALID,2,2,1184,2368,5.9126953125e-06
RECT_E07_A30,7,30,1;2;3,2;3;4;5,6;7;8;11;12;13;16;17;18;21;22;23,3,4,12,6240,780,7020,12,192,399360,33472,4875,0.419244704729289,0.663798246642327,0.421868005125083,0.490602711118082,D0408,V0270,H0144,12,2,4,0,0.257274,0.257274,FIM_SCENARIO_VALID,2,2,1184,2368,5.9126953125e-06
RECT_E07_A31,7,31,1;2;3,1;2;3;4;5,1;2;3;6;7;8;11;12;13;16;17;18;21;22;23,3,5,15,6240,975,7215,15,240,499200,33520,5070,0.688866748355037,0.824725292588072,0.695692697655573,0.753096964262269,D0318,V0176,H0121,15,2,4,0,0.2602425,0.2602425,FIM_SCENARIO_VALID,2,2,1184,2368,6.0689453125e-06
RECT_E08_A01,8,1,4,1,4,1,1,1,2080,65,2145,1,16,33280,33296,0,0,0,0,0,D0001,V0001,H0001,1,1,0,0,0.1383759,0.1383759,SUBSET_WHITENING_RANK_INSUFFICIENT,2,2,1184,2368,2.1703125e-06
RECT_E08_A02,8,2,4,2,9,1,1,1,2080,65,2145,1,16,33280,33296,0,0,0,0,0,D0001,V0001,H0001,1,1,0,0,0.1411809,0.1411809,SUBSET_WHITENING_RANK_INSUFFICIENT,2,2,1184,2368,2.1703125e-06
RECT_E08_A03,8,3,4,1;2,4;9,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,2,0,0.2519996,0.2519996,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E08_A04,8,4,4,3,14,1,1,1,2080,65,2145,1,16,33280,33296,0,0,0,0,0,D0001,V0001,H0001,1,1,0,0,0.1383422,0.1383422,SUBSET_WHITENING_RANK_INSUFFICIENT,2,2,1184,2368,2.1703125e-06
RECT_E08_A05,8,5,4,1;3,4;14,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2404171,0.2404171,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E08_A06,8,6,4,2;3,9;14,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2784501,0.2784501,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E08_A07,8,7,4,1;2;3,4;9;14,1,3,3,2080,195,2275,3,48,99840,33328,130,1.88347915532246e-10,1.57479238306009e-05,6.79591976425223e-10,1.88347870222111e-10,D0191,V0270,H0085,3,2,4,0,0.2619461,0.2619461,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E08_A08,8,8,4,4,19,1,1,1,2080,65,2145,1,16,33280,33296,0,0,0,0,0,D0001,V0001,H0001,1,1,0,0,0.1439238,0.1439238,SUBSET_WHITENING_RANK_INSUFFICIENT,2,2,1184,2368,2.1703125e-06
RECT_E08_A09,8,9,4,1;4,4;19,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2296866,0.2296866,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E08_A10,8,10,4,2;4,9;19,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2397195,0.2397195,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E08_A11,8,11,4,1;2;4,4;9;19,1,3,3,2080,195,2275,3,48,99840,33328,130,1.75438523976082e-10,1.84250226456226e-05,5.32275605309877e-10,1.7543839885637e-10,D0191,V0270,H0085,3,2,4,0,0.2434285,0.2434285,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E08_A12,8,12,4,3;4,14;19,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2418751,0.2418751,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E08_A13,8,13,4,1;3;4,4;14;19,1,3,3,2080,195,2275,3,48,99840,33328,130,1.8054581563913e-10,2.10812986933623e-05,2.86854733136644e-11,1.80545840275039e-10,D0191,V0270,H0129,3,2,4,0,0.2467742,0.2467742,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E08_A14,8,14,4,2;3;4,9;14;19,1,3,3,2080,195,2275,3,48,99840,33328,130,2.03568643973682e-10,2.468647222393e-05,6.16358465941115e-10,2.03568869994658e-10,D0191,V0018,H0085,3,2,4,0,0.2676627,0.2676627,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E08_A15,8,15,4,1;2;3;4,4;9;14;19,1,4,4,2080,260,2340,4,64,133120,33344,195,3.3659027413681e-08,2.75826947650812e-05,5.25939229689637e-08,3.66522097947608e-08,D0190,V0084,H0085,4,2,4,0,0.2558868,0.2558868,FIM_SCENARIO_VALID,2,2,1184,2368,2.059765625e-06
RECT_E08_A16,8,16,4,5,24,1,1,1,2080,65,2145,1,16,33280,33296,0,0,0,0,0,D0001,V0001,H0001,1,1,0,0,0.1559015,0.1559015,SUBSET_WHITENING_RANK_INSUFFICIENT,2,2,1184,2368,2.1703125e-06
RECT_E08_A17,8,17,4,1;5,4;24,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2633364,0.2633364,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E08_A18,8,18,4,2;5,9;24,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2392444,0.2392444,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E08_A19,8,19,4,1;2;5,4;9;24,1,3,3,2080,195,2275,3,48,99840,33328,130,1.92938155590281e-10,2.09604522689118e-05,4.28046094049287e-10,1.92938185576982e-10,D0191,V0270,H0085,3,2,4,0,0.2690607,0.2690607,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E08_A20,8,20,4,3;5,14;24,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2646826,0.2646826,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E08_A21,8,21,4,1;3;5,4;14;24,1,3,3,2080,195,2275,3,48,99840,33328,130,2.02589090832029e-10,2.30459972623128e-05,0,2.02588969239768e-10,D0191,V0018,H0053,3,2,3,0,0.233918,0.233918,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.9546875e-06
RECT_E08_A22,8,22,4,2;3;5,9;14;24,1,3,3,2080,195,2275,3,48,99840,33328,130,2.14197367262059e-10,2.0958243457423e-05,6.47125400724305e-10,2.14197392591836e-10,D0191,V0018,H0085,3,2,4,0,0.236581,0.236581,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E08_A23,8,23,4,1;2;3;5,4;9;14;24,1,4,4,2080,260,2340,4,64,133120,33344,195,1.37129634320483e-07,2.5484491000988e-05,5.93258781658474e-08,1.48958193770554e-07,D0064,V0114,H0085,4,2,4,0,0.2448726,0.2448726,FIM_SCENARIO_VALID,2,2,1184,2368,2.059765625e-06
RECT_E08_A24,8,24,4,4;5,19;24,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2583329,0.2583329,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E08_A25,8,25,4,1;4;5,4;19;24,1,3,3,2080,195,2275,3,48,99840,33328,130,1.9570490652902e-10,2.08346517643525e-05,5.35137155468847e-10,1.95705114886982e-10,D0191,V0018,H0085,3,2,4,0,0.2356098,0.2356098,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E08_A26,8,26,4,2;4;5,9;19;24,1,3,3,2080,195,2275,3,48,99840,33328,130,1.75241372215149e-10,1.83236782054766e-05,7.72487419084802e-10,1.75241111777207e-10,D0191,V0018,H0085,3,2,4,0,0.2349416,0.2349416,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E08_A27,8,27,4,1;2;4;5,4;9;19;24,1,4,4,2080,260,2340,4,64,133120,33344,195,4.67775965276762e-08,2.48695063352516e-05,2.29659418678021e-07,5.08076584271943e-08,D0064,V0114,H0085,4,2,4,0,0.2424799,0.2424799,FIM_SCENARIO_VALID,2,2,1184,2368,2.059765625e-06
RECT_E08_A28,8,28,4,3;4;5,14;19;24,1,3,3,2080,195,2275,3,48,99840,33328,130,1.0382030087987e-10,1.56657726997759e-05,2.0195914415712e-11,1.03820292707358e-10,D0191,V0018,H0028,3,2,4,0,0.2473398,0.2473398,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E08_A29,8,29,4,1;3;4;5,4;14;19;24,1,4,4,2080,260,2340,4,64,133120,33344,195,1.22217246706859e-07,2.54413547240317e-05,5.12592539612985e-07,1.32761269877401e-07,D0064,V0114,H0085,4,2,4,0,0.2467572,0.2467572,FIM_SCENARIO_VALID,2,2,1184,2368,2.059765625e-06
RECT_E08_A30,8,30,4,2;3;4;5,9;14;19;24,1,4,4,2080,260,2340,4,64,133120,33344,195,1.71555421344961e-07,2.7794282798136e-05,8.99660845197599e-07,1.8670224544693e-07,D0448,V0114,H0085,4,2,4,0,0.2396635,0.2396635,FIM_SCENARIO_VALID,2,2,1184,2368,2.059765625e-06
RECT_E08_A31,8,31,4,1;2;3;4;5,4;9;14;19;24,1,5,5,2080,325,2405,5,80,166400,33360,260,3.46886975281747e-06,7.06455577016292e-05,4.727202689656e-06,3.77730656068191e-06,D0190,V0114,H0085,5,2,4,0,0.2506965,0.2506965,FIM_SCENARIO_VALID,2,2,1184,2368,2.116015625e-06
RECT_E09_A01,9,1,1;4,1,1;4,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2609527,0.2609527,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E09_A02,9,2,1;4,2,6;9,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,4,0,0.2480338,0.2480338,FIM_SCENARIO_VALID,2,2,1184,2368,3.78984375e-06
RECT_E09_A03,9,3,1;4,1;2,1;4;6;9,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000453576415323685,0.0757659189770142,0.000787955388518626,0.000534734501139766,D0280,V0270,H0041,4,2,4,0,0.2437263,0.2437263,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E09_A04,9,4,1;4,3,11;14,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2330931,0.2330931,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E09_A05,9,5,1;4,1;3,1;4;11;14,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000307731621029785,0.0857172226787271,0.000830520185213164,0.00036346482265151,D0272,V0270,H0041,4,2,4,0,0.2380144,0.2380144,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E09_A06,9,6,1;4,2;3,6;9;11;14,2,2,4,4160,260,4420,4,64,133120,33344,2275,8.76751498711189e-05,0.143493870977832,7.02367435280596e-05,8.76752217967817e-05,D0189,V0266,H0085,4,2,4,0,0.240993,0.240993,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E09_A07,9,7,1;4,1;2;3,1;4;6;9;11;14,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00416434492874992,0.458631667581913,0.00627577378362256,0.00454279455327457,D0574,V0176,H0085,6,2,4,0,0.2383118,0.2383118,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E09_A08,9,8,1;4,4,16;19,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2389995,0.2389995,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E09_A09,9,9,1;4,1;4,1;4;16;19,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000126944269706183,0.0931454089137012,9.00096298658549e-05,0.000126944373469029,D0189,V0270,H0085,4,2,4,0,0.250902,0.250902,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E09_A10,9,10,1;4,2;4,6;9;16;19,2,2,4,4160,260,4420,4,64,133120,33344,2275,1.60526877738444e-05,0.180224534590895,0.000556177541362018,1.60526884962286e-05,D0061,V0014,H0041,4,2,4,0,0.2363398,0.2363398,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E09_A11,9,11,1;4,1;2;4,1;4;6;9;16;19,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00470123585540681,0.431783930839611,0.00645563733698581,0.00512506651349862,D0446,V0176,H0085,6,2,4,0,0.2499053,0.2499053,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E09_A12,9,12,1;4,3;4,11;14;16;19,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000136533895213338,0.142307328498338,0.000523056501600298,0.000138783331945088,D0574,V0014,H0041,4,2,4,0,0.2402191,0.2402191,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E09_A13,9,13,1;4,1;3;4,1;4;11;14;16;19,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00527498027992454,0.425534145403736,0.00653481650637249,0.0057502872061405,D0446,V0176,H0085,6,2,4,0,0.2549623,0.2549623,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E09_A14,9,14,1;4,2;3;4,6;9;11;14;16;19,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00599083244586103,0.442753905805275,0.00654370613611768,0.00654039875621019,D0318,V0176,H0085,6,2,4,0,0.247544,0.247544,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E09_A15,9,15,1;4,1;2;3;4,1;4;6;9;11;14;16;19,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00634484556671348,0.508551638265491,0.00655725522581042,0.00692480891570144,D0318,V0176,H0085,8,2,4,0,0.2443015,0.2443015,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E09_A16,9,16,1;4,5,21;24,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2476474,0.2476474,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E09_A17,9,17,1;4,1;5,1;4;21;24,2,2,4,4160,260,4420,4,64,133120,33344,2275,1.60559363121146e-05,0.0935036250252172,0.000261224417466702,1.7197597327961e-05,D0062,V0014,H0041,4,2,4,0,0.2579923,0.2579923,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E09_A18,9,18,1;4,2;5,6;9;21;24,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000168646576991043,0.0921433014335865,0.00028656473367316,0.000181095908147379,D0574,V0014,H0041,4,2,4,0,0.2437925,0.2437925,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E09_A19,9,19,1;4,1;2;5,1;4;6;9;21;24,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00522030638763661,0.396809977039645,0.00626168708055614,0.00569066013951006,D0446,V0176,H0085,6,2,4,0,0.2746456,0.2746456,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E09_A20,9,20,1;4,3;5,11;14;21;24,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000309480740877522,0.0852388890582826,0.000422444000971242,0.000365540831328414,D0536,V0014,H0041,4,2,4,0,0.3005425,0.3005425,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E09_A21,9,21,1;4,1;3;5,1;4;11;14;21;24,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00562953841970701,0.404237133974565,0.00616419567846072,0.00614429550864904,D0318,V0176,H0085,6,2,4,0,0.3085595,0.3085595,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E09_A22,9,22,1;4,2;3;5,6;9;11;14;21;24,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00523930099843683,0.426658234825785,0.00595399377139587,0.00572038978094962,D0318,V0212,H0085,6,2,4,0,0.2664518,0.2664518,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E09_A23,9,23,1;4,1;2;3;5,1;4;6;9;11;14;21;24,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00629887210778162,0.510437356165773,0.00632910384869856,0.0068581848790187,D0062,V0176,H0085,8,2,4,0,0.3013822,0.3013822,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E09_A24,9,24,1;4,4;5,16;19;21;24,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000460386320103066,0.0754768471399384,0.000613398244882359,0.00054289630821706,D0536,V0018,H0041,4,2,4,0,0.2613031,0.2613031,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E09_A25,9,25,1;4,1;4;5,1;4;16;19;21;24,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00518844701475224,0.397588789546013,0.00584804639655034,0.00566366716535359,D0318,V0212,H0085,6,2,4,0,0.2517702,0.2517702,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E09_A26,9,26,1;4,2;4;5,6;9;16;19;21;24,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.0046627219437766,0.433099389383168,0.00544528223863359,0.00509210756842364,D0318,V0212,H0085,6,2,4,0,0.2720619,0.2720619,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E09_A27,9,27,1;4,1;2;4;5,1;4;6;9;16;19;21;24,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00613725725265626,0.511751870028575,0.0065468248486252,0.0066822178408094,D0062,V0176,H0085,8,2,4,0,0.2721134,0.2721134,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E09_A28,9,28,1;4,3;4;5,11;14;16;19;21;24,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00412714732557996,0.46040945823372,0.00487827718459175,0.00450434591054007,D0318,V0212,H0085,6,2,4,0,0.2684047,0.2684047,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E09_A29,9,29,1;4,1;3;4;5,1;4;11;14;16;19;21;24,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00630840238094957,0.51131172567664,0.00707078843902935,0.0068685493049973,D0062,V0176,H0085,8,2,4,0,0.2595316,0.2595316,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E09_A30,9,30,1;4,2;3;4;5,6;9;11;14;16;19;21;24,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00640582166488359,0.510779971028778,0.00800201419742629,0.00700388299845581,D0574,V0176,H0085,8,2,4,0,0.2599824,0.2599824,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E09_A31,9,31,1;4,1;2;3;4;5,1;4;6;9;11;14;16;19;21;24,2,5,10,4160,650,4810,10,160,332800,33440,2665,0.0142947283722197,0.521134537838405,0.015064588448432,0.0156276391052783,D0318,V0176,H0085,10,2,4,0,0.2865783,0.2865783,FIM_SCENARIO_VALID,2,2,1184,2368,3.946484375e-06
RECT_E10_A01,10,1,2;4,1,2;4,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.254621,0.254621,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E10_A02,10,2,2;4,2,7;9,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2561197,0.2561197,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E10_A03,10,3,2;4,1;2,2;4;7;9,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.00054204591291336,0.0789913262743076,0.00083958244138213,0.000639000506329809,D0280,V0270,H0041,4,2,4,0,0.2421724,0.2421724,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E10_A04,10,4,2;4,3,12;14,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2425345,0.2425345,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
