subset_id,elevation_mask_integer,azimuth_mask_integer,I_e_global,I_a_global,sequential_channel_ids,B_e,B_a,B_out,MAC_el,MAC_az,MAC_total
RECT_E23_A17,23,17,1;2;3;5,1;5,1;2;3;5;21;22;23;25,4,2,8,8320,520,8840
RECT_E23_A18,23,18,1;2;3;5,2;5,6;7;8;10;21;22;23;25,4,2,8,8320,520,8840
RECT_E23_A19,23,19,1;2;3;5,1;2;5,1;2;3;5;6;7;8;10;21;22;23;25,4,3,12,8320,780,9100
RECT_E23_A20,23,20,1;2;3;5,3;5,11;12;13;15;21;22;23;25,4,2,8,8320,520,8840
RECT_E23_A21,23,21,1;2;3;5,1;3;5,1;2;3;5;11;12;13;15;21;22;23;25,4,3,12,8320,780,9100
RECT_E23_A22,23,22,1;2;3;5,2;3;5,6;7;8;10;11;12;13;15;21;22;23;25,4,3,12,8320,780,9100
RECT_E23_A23,23,23,1;2;3;5,1;2;3;5,1;2;3;5;6;7;8;10;11;12;13;15;21;22;23;25,4,4,16,8320,1040,9360
RECT_E23_A24,23,24,1;2;3;5,4;5,16;17;18;20;21;22;23;25,4,2,8,8320,520,8840
RECT_E23_A25,23,25,1;2;3;5,1;4;5,1;2;3;5;16;17;18;20;21;22;23;25,4,3,12,8320,780,9100
RECT_E23_A26,23,26,1;2;3;5,2;4;5,6;7;8;10;16;17;18;20;21;22;23;25,4,3,12,8320,780,9100
RECT_E23_A27,23,27,1;2;3;5,1;2;4;5,1;2;3;5;6;7;8;10;16;17;18;20;21;22;23;25,4,4,16,8320,1040,9360
RECT_E23_A28,23,28,1;2;3;5,3;4;5,11;12;13;15;16;17;18;20;21;22;23;25,4,3,12,8320,780,9100
RECT_E23_A29,23,29,1;2;3;5,1;3;4;5,1;2;3;5;11;12;13;15;16;17;18;20;21;22;23;25,4,4,16,8320,1040,9360
RECT_E23_A30,23,30,1;2;3;5,2;3;4;5,6;7;8;10;11;12;13;15;16;17;18;20;21;22;23;25,4,4,16,8320,1040,9360
RECT_E23_A31,23,31,1;2;3;5,1;2;3;4;5,1;2;3;5;6;7;8;10;11;12;13;15;16;17;18;20;21;22;23;25,4,5,20,8320,1300,9620
RECT_E24_A01,24,1,4;5,1,4;5,2,1,2,4160,130,4290
RECT_E24_A02,24,2,4;5,2,9;10,2,1,2,4160,130,4290
RECT_E24_A03,24,3,4;5,1;2,4;5;9;10,2,2,4,4160,260,4420
RECT_E24_A04,24,4,4;5,3,14;15,2,1,2,4160,130,4290
RECT_E24_A05,24,5,4;5,1;3,4;5;14;15,2,2,4,4160,260,4420
RECT_E24_A06,24,6,4;5,2;3,9;10;14;15,2,2,4,4160,260,4420
RECT_E24_A07,24,7,4;5,1;2;3,4;5;9;10;14;15,2,3,6,4160,390,4550
RECT_E24_A08,24,8,4;5,4,19;20,2,1,2,4160,130,4290
RECT_E24_A09,24,9,4;5,1;4,4;5;19;20,2,2,4,4160,260,4420
RECT_E24_A10,24,10,4;5,2;4,9;10;19;20,2,2,4,4160,260,4420
RECT_E24_A11,24,11,4;5,1;2;4,4;5;9;10;19;20,2,3,6,4160,390,4550
RECT_E24_A12,24,12,4;5,3;4,14;15;19;20,2,2,4,4160,260,4420
RECT_E24_A13,24,13,4;5,1;3;4,4;5;14;15;19;20,2,3,6,4160,390,4550
RECT_E24_A14,24,14,4;5,2;3;4,9;10;14;15;19;20,2,3,6,4160,390,4550
RECT_E24_A15,24,15,4;5,1;2;3;4,4;5;9;10;14;15;19;20,2,4,8,4160,520,4680
RECT_E24_A16,24,16,4;5,5,24;25,2,1,2,4160,130,4290
RECT_E24_A17,24,17,4;5,1;5,4;5;24;25,2,2,4,4160,260,4420
RECT_E24_A18,24,18,4;5,2;5,9;10;24;25,2,2,4,4160,260,4420
RECT_E24_A19,24,19,4;5,1;2;5,4;5;9;10;24;25,2,3,6,4160,390,4550
RECT_E24_A20,24,20,4;5,3;5,14;15;24;25,2,2,4,4160,260,4420
RECT_E24_A21,24,21,4;5,1;3;5,4;5;14;15;24;25,2,3,6,4160,390,4550
RECT_E24_A22,24,22,4;5,2;3;5,9;10;14;15;24;25,2,3,6,4160,390,4550
RECT_E24_A23,24,23,4;5,1;2;3;5,4;5;9;10;14;15;24;25,2,4,8,4160,520,4680
RECT_E24_A24,24,24,4;5,4;5,19;20;24;25,2,2,4,4160,260,4420
RECT_E24_A25,24,25,4;5,1;4;5,4;5;19;20;24;25,2,3,6,4160,390,4550
RECT_E24_A26,24,26,4;5,2;4;5,9;10;19;20;24;25,2,3,6,4160,390,4550
RECT_E24_A27,24,27,4;5,1;2;4;5,4;5;9;10;19;20;24;25,2,4,8,4160,520,4680
RECT_E24_A28,24,28,4;5,3;4;5,14;15;19;20;24;25,2,3,6,4160,390,4550
RECT_E24_A29,24,29,4;5,1;3;4;5,4;5;14;15;19;20;24;25,2,4,8,4160,520,4680
RECT_E24_A30,24,30,4;5,2;3;4;5,9;10;14;15;19;20;24;25,2,4,8,4160,520,4680
RECT_E24_A31,24,31,4;5,1;2;3;4;5,4;5;9;10;14;15;19;20;24;25,2,5,10,4160,650,4810
RECT_E25_A01,25,1,1;4;5,1,1;4;5,3,1,3,6240,195,6435
RECT_E25_A02,25,2,1;4;5,2,6;9;10,3,1,3,6240,195,6435
RECT_E25_A03,25,3,1;4;5,1;2,1;4;5;6;9;10,3,2,6,6240,390,6630
RECT_E25_A04,25,4,1;4;5,3,11;14;15,3,1,3,6240,195,6435
RECT_E25_A05,25,5,1;4;5,1;3,1;4;5;11;14;15,3,2,6,6240,390,6630
RECT_E25_A06,25,6,1;4;5,2;3,6;9;10;11;14;15,3,2,6,6240,390,6630
RECT_E25_A07,25,7,1;4;5,1;2;3,1;4;5;6;9;10;11;14;15,3,3,9,6240,585,6825
RECT_E25_A08,25,8,1;4;5,4,16;19;20,3,1,3,6240,195,6435
RECT_E25_A09,25,9,1;4;5,1;4,1;4;5;16;19;20,3,2,6,6240,390,6630
RECT_E25_A10,25,10,1;4;5,2;4,6;9;10;16;19;20,3,2,6,6240,390,6630
RECT_E25_A11,25,11,1;4;5,1;2;4,1;4;5;6;9;10;16;19;20,3,3,9,6240,585,6825
RECT_E25_A12,25,12,1;4;5,3;4,11;14;15;16;19;20,3,2,6,6240,390,6630
RECT_E25_A13,25,13,1;4;5,1;3;4,1;4;5;11;14;15;16;19;20,3,3,9,6240,585,6825
RECT_E25_A14,25,14,1;4;5,2;3;4,6;9;10;11;14;15;16;19;20,3,3,9,6240,585,6825
RECT_E25_A15,25,15,1;4;5,1;2;3;4,1;4;5;6;9;10;11;14;15;16;19;20,3,4,12,6240,780,7020
RECT_E25_A16,25,16,1;4;5,5,21;24;25,3,1,3,6240,195,6435
RECT_E25_A17,25,17,1;4;5,1;5,1;4;5;21;24;25,3,2,6,6240,390,6630
RECT_E25_A18,25,18,1;4;5,2;5,6;9;10;21;24;25,3,2,6,6240,390,6630
RECT_E25_A19,25,19,1;4;5,1;2;5,1;4;5;6;9;10;21;24;25,3,3,9,6240,585,6825
RECT_E25_A20,25,20,1;4;5,3;5,11;14;15;21;24;25,3,2,6,6240,390,6630
RECT_E25_A21,25,21,1;4;5,1;3;5,1;4;5;11;14;15;21;24;25,3,3,9,6240,585,6825
RECT_E25_A22,25,22,1;4;5,2;3;5,6;9;10;11;14;15;21;24;25,3,3,9,6240,585,6825
RECT_E25_A23,25,23,1;4;5,1;2;3;5,1;4;5;6;9;10;11;14;15;21;24;25,3,4,12,6240,780,7020
RECT_E25_A24,25,24,1;4;5,4;5,16;19;20;21;24;25,3,2,6,6240,390,6630
RECT_E25_A25,25,25,1;4;5,1;4;5,1;4;5;16;19;20;21;24;25,3,3,9,6240,585,6825
RECT_E25_A26,25,26,1;4;5,2;4;5,6;9;10;16;19;20;21;24;25,3,3,9,6240,585,6825
RECT_E25_A27,25,27,1;4;5,1;2;4;5,1;4;5;6;9;10;16;19;20;21;24;25,3,4,12,6240,780,7020
RECT_E25_A28,25,28,1;4;5,3;4;5,11;14;15;16;19;20;21;24;25,3,3,9,6240,585,6825
RECT_E25_A29,25,29,1;4;5,1;3;4;5,1;4;5;11;14;15;16;19;20;21;24;25,3,4,12,6240,780,7020
RECT_E25_A30,25,30,1;4;5,2;3;4;5,6;9;10;11;14;15;16;19;20;21;24;25,3,4,12,6240,780,7020
RECT_E25_A31,25,31,1;4;5,1;2;3;4;5,1;4;5;6;9;10;11;14;15;16;19;20;21;24;25,3,5,15,6240,975,7215
RECT_E26_A01,26,1,2;4;5,1,2;4;5,3,1,3,6240,195,6435
RECT_E26_A02,26,2,2;4;5,2,7;9;10,3,1,3,6240,195,6435
RECT_E26_A03,26,3,2;4;5,1;2,2;4;5;7;9;10,3,2,6,6240,390,6630
RECT_E26_A04,26,4,2;4;5,3,12;14;15,3,1,3,6240,195,6435
RECT_E26_A05,26,5,2;4;5,1;3,2;4;5;12;14;15,3,2,6,6240,390,6630
RECT_E26_A06,26,6,2;4;5,2;3,7;9;10;12;14;15,3,2,6,6240,390,6630
RECT_E26_A07,26,7,2;4;5,1;2;3,2;4;5;7;9;10;12;14;15,3,3,9,6240,585,6825
RECT_E26_A08,26,8,2;4;5,4,17;19;20,3,1,3,6240,195,6435
RECT_E26_A09,26,9,2;4;5,1;4,2;4;5;17;19;20,3,2,6,6240,390,6630
RECT_E26_A10,26,10,2;4;5,2;4,7;9;10;17;19;20,3,2,6,6240,390,6630
RECT_E26_A11,26,11,2;4;5,1;2;4,2;4;5;7;9;10;17;19;20,3,3,9,6240,585,6825
RECT_E26_A12,26,12,2;4;5,3;4,12;14;15;17;19;20,3,2,6,6240,390,6630
RECT_E26_A13,26,13,2;4;5,1;3;4,2;4;5;12;14;15;17;19;20,3,3,9,6240,585,6825
RECT_E26_A14,26,14,2;4;5,2;3;4,7;9;10;12;14;15;17;19;20,3,3,9,6240,585,6825
RECT_E26_A15,26,15,2;4;5,1;2;3;4,2;4;5;7;9;10;12;14;15;17;19;20,3,4,12,6240,780,7020
RECT_E26_A16,26,16,2;4;5,5,22;24;25,3,1,3,6240,195,6435
RECT_E26_A17,26,17,2;4;5,1;5,2;4;5;22;24;25,3,2,6,6240,390,6630
RECT_E26_A18,26,18,2;4;5,2;5,7;9;10;22;24;25,3,2,6,6240,390,6630
RECT_E26_A19,26,19,2;4;5,1;2;5,2;4;5;7;9;10;22;24;25,3,3,9,6240,585,6825
RECT_E26_A20,26,20,2;4;5,3;5,12;14;15;22;24;25,3,2,6,6240,390,6630
RECT_E26_A21,26,21,2;4;5,1;3;5,2;4;5;12;14;15;22;24;25,3,3,9,6240,585,6825
RECT_E26_A22,26,22,2;4;5,2;3;5,7;9;10;12;14;15;22;24;25,3,3,9,6240,585,6825
RECT_E26_A23,26,23,2;4;5,1;2;3;5,2;4;5;7;9;10;12;14;15;22;24;25,3,4,12,6240,780,7020
RECT_E26_A24,26,24,2;4;5,4;5,17;19;20;22;24;25,3,2,6,6240,390,6630
RECT_E26_A25,26,25,2;4;5,1;4;5,2;4;5;17;19;20;22;24;25,3,3,9,6240,585,6825
RECT_E26_A26,26,26,2;4;5,2;4;5,7;9;10;17;19;20;22;24;25,3,3,9,6240,585,6825
RECT_E26_A27,26,27,2;4;5,1;2;4;5,2;4;5;7;9;10;17;19;20;22;24;25,3,4,12,6240,780,7020
RECT_E26_A28,26,28,2;4;5,3;4;5,12;14;15;17;19;20;22;24;25,3,3,9,6240,585,6825
RECT_E26_A29,26,29,2;4;5,1;3;4;5,2;4;5;12;14;15;17;19;20;22;24;25,3,4,12,6240,780,7020
RECT_E26_A30,26,30,2;4;5,2;3;4;5,7;9;10;12;14;15;17;19;20;22;24;25,3,4,12,6240,780,7020
RECT_E26_A31,26,31,2;4;5,1;2;3;4;5,2;4;5;7;9;10;12;14;15;17;19;20;22;24;25,3,5,15,6240,975,7215
RECT_E27_A01,27,1,1;2;4;5,1,1;2;4;5,4,1,4,8320,260,8580
RECT_E27_A02,27,2,1;2;4;5,2,6;7;9;10,4,1,4,8320,260,8580
RECT_E27_A03,27,3,1;2;4;5,1;2,1;2;4;5;6;7;9;10,4,2,8,8320,520,8840
RECT_E27_A04,27,4,1;2;4;5,3,11;12;14;15,4,1,4,8320,260,8580
RECT_E27_A05,27,5,1;2;4;5,1;3,1;2;4;5;11;12;14;15,4,2,8,8320,520,8840
RECT_E27_A06,27,6,1;2;4;5,2;3,6;7;9;10;11;12;14;15,4,2,8,8320,520,8840
RECT_E27_A07,27,7,1;2;4;5,1;2;3,1;2;4;5;6;7;9;10;11;12;14;15,4,3,12,8320,780,9100
RECT_E27_A08,27,8,1;2;4;5,4,16;17;19;20,4,1,4,8320,260,8580
RECT_E27_A09,27,9,1;2;4;5,1;4,1;2;4;5;16;17;19;20,4,2,8,8320,520,8840
RECT_E27_A10,27,10,1;2;4;5,2;4,6;7;9;10;16;17;19;20,4,2,8,8320,520,8840
RECT_E27_A11,27,11,1;2;4;5,1;2;4,1;2;4;5;6;7;9;10;16;17;19;20,4,3,12,8320,780,9100
RECT_E27_A12,27,12,1;2;4;5,3;4,11;12;14;15;16;17;19;20,4,2,8,8320,520,8840
RECT_E27_A13,27,13,1;2;4;5,1;3;4,1;2;4;5;11;12;14;15;16;17;19;20,4,3,12,8320,780,9100
RECT_E27_A14,27,14,1;2;4;5,2;3;4,6;7;9;10;11;12;14;15;16;17;19;20,4,3,12,8320,780,9100
RECT_E27_A15,27,15,1;2;4;5,1;2;3;4,1;2;4;5;6;7;9;10;11;12;14;15;16;17;19;20,4,4,16,8320,1040,9360
RECT_E27_A16,27,16,1;2;4;5,5,21;22;24;25,4,1,4,8320,260,8580
RECT_E27_A17,27,17,1;2;4;5,1;5,1;2;4;5;21;22;24;25,4,2,8,8320,520,8840
RECT_E27_A18,27,18,1;2;4;5,2;5,6;7;9;10;21;22;24;25,4,2,8,8320,520,8840
RECT_E27_A19,27,19,1;2;4;5,1;2;5,1;2;4;5;6;7;9;10;21;22;24;25,4,3,12,8320,780,9100
RECT_E27_A20,27,20,1;2;4;5,3;5,11;12;14;15;21;22;24;25,4,2,8,8320,520,8840
RECT_E27_A21,27,21,1;2;4;5,1;3;5,1;2;4;5;11;12;14;15;21;22;24;25,4,3,12,8320,780,9100
RECT_E27_A22,27,22,1;2;4;5,2;3;5,6;7;9;10;11;12;14;15;21;22;24;25,4,3,12,8320,780,9100
RECT_E27_A23,27,23,1;2;4;5,1;2;3;5,1;2;4;5;6;7;9;10;11;12;14;15;21;22;24;25,4,4,16,8320,1040,9360
RECT_E27_A24,27,24,1;2;4;5,4;5,16;17;19;20;21;22;24;25,4,2,8,8320,520,8840
RECT_E27_A25,27,25,1;2;4;5,1;4;5,1;2;4;5;16;17;19;20;21;22;24;25,4,3,12,8320,780,9100
RECT_E27_A26,27,26,1;2;4;5,2;4;5,6;7;9;10;16;17;19;20;21;22;24;25,4,3,12,8320,780,9100
RECT_E27_A27,27,27,1;2;4;5,1;2;4;5,1;2;4;5;6;7;9;10;16;17;19;20;21;22;24;25,4,4,16,8320,1040,9360
RECT_E27_A28,27,28,1;2;4;5,3;4;5,11;12;14;15;16;17;19;20;21;22;24;25,4,3,12,8320,780,9100
RECT_E27_A29,27,29,1;2;4;5,1;3;4;5,1;2;4;5;11;12;14;15;16;17;19;20;21;22;24;25,4,4,16,8320,1040,9360
RECT_E27_A30,27,30,1;2;4;5,2;3;4;5,6;7;9;10;11;12;14;15;16;17;19;20;21;22;24;25,4,4,16,8320,1040,9360
RECT_E27_A31,27,31,1;2;4;5,1;2;3;4;5,1;2;4;5;6;7;9;10;11;12;14;15;16;17;19;20;21;22;24;25,4,5,20,8320,1300,9620
RECT_E28_A01,28,1,3;4;5,1,3;4;5,3,1,3,6240,195,6435
RECT_E28_A02,28,2,3;4;5,2,8;9;10,3,1,3,6240,195,6435
RECT_E28_A03,28,3,3;4;5,1;2,3;4;5;8;9;10,3,2,6,6240,390,6630
RECT_E28_A04,28,4,3;4;5,3,13;14;15,3,1,3,6240,195,6435
RECT_E28_A05,28,5,3;4;5,1;3,3;4;5;13;14;15,3,2,6,6240,390,6630
RECT_E28_A06,28,6,3;4;5,2;3,8;9;10;13;14;15,3,2,6,6240,390,6630
RECT_E28_A07,28,7,3;4;5,1;2;3,3;4;5;8;9;10;13;14;15,3,3,9,6240,585,6825
RECT_E28_A08,28,8,3;4;5,4,18;19;20,3,1,3,6240,195,6435
RECT_E28_A09,28,9,3;4;5,1;4,3;4;5;18;19;20,3,2,6,6240,390,6630
RECT_E28_A10,28,10,3;4;5,2;4,8;9;10;18;19;20,3,2,6,6240,390,6630
RECT_E28_A11,28,11,3;4;5,1;2;4,3;4;5;8;9;10;18;19;20,3,3,9,6240,585,6825
RECT_E28_A12,28,12,3;4;5,3;4,13;14;15;18;19;20,3,2,6,6240,390,6630
RECT_E28_A13,28,13,3;4;5,1;3;4,3;4;5;13;14;15;18;19;20,3,3,9,6240,585,6825
RECT_E28_A14,28,14,3;4;5,2;3;4,8;9;10;13;14;15;18;19;20,3,3,9,6240,585,6825
RECT_E28_A15,28,15,3;4;5,1;2;3;4,3;4;5;8;9;10;13;14;15;18;19;20,3,4,12,6240,780,7020
RECT_E28_A16,28,16,3;4;5,5,23;24;25,3,1,3,6240,195,6435
RECT_E28_A17,28,17,3;4;5,1;5,3;4;5;23;24;25,3,2,6,6240,390,6630
RECT_E28_A18,28,18,3;4;5,2;5,8;9;10;23;24;25,3,2,6,6240,390,6630
RECT_E28_A19,28,19,3;4;5,1;2;5,3;4;5;8;9;10;23;24;25,3,3,9,6240,585,6825
RECT_E28_A20,28,20,3;4;5,3;5,13;14;15;23;24;25,3,2,6,6240,390,6630
RECT_E28_A21,28,21,3;4;5,1;3;5,3;4;5;13;14;15;23;24;25,3,3,9,6240,585,6825
RECT_E28_A22,28,22,3;4;5,2;3;5,8;9;10;13;14;15;23;24;25,3,3,9,6240,585,6825
RECT_E28_A23,28,23,3;4;5,1;2;3;5,3;4;5;8;9;10;13;14;15;23;24;25,3,4,12,6240,780,7020
RECT_E28_A24,28,24,3;4;5,4;5,18;19;20;23;24;25,3,2,6,6240,390,6630
RECT_E28_A25,28,25,3;4;5,1;4;5,3;4;5;18;19;20;23;24;25,3,3,9,6240,585,6825
RECT_E28_A26,28,26,3;4;5,2;4;5,8;9;10;18;19;20;23;24;25,3,3,9,6240,585,6825
RECT_E28_A27,28,27,3;4;5,1;2;4;5,3;4;5;8;9;10;18;19;20;23;24;25,3,4,12,6240,780,7020
RECT_E28_A28,28,28,3;4;5,3;4;5,13;14;15;18;19;20;23;24;25,3,3,9,6240,585,6825
RECT_E28_A29,28,29,3;4;5,1;3;4;5,3;4;5;13;14;15;18;19;20;23;24;25,3,4,12,6240,780,7020
RECT_E28_A30,28,30,3;4;5,2;3;4;5,8;9;10;13;14;15;18;19;20;23;24;25,3,4,12,6240,780,7020
RECT_E28_A31,28,31,3;4;5,1;2;3;4;5,3;4;5;8;9;10;13;14;15;18;19;20;23;24;25,3,5,15,6240,975,7215
RECT_E29_A01,29,1,1;3;4;5,1,1;3;4;5,4,1,4,8320,260,8580
RECT_E29_A02,29,2,1;3;4;5,2,6;8;9;10,4,1,4,8320,260,8580
RECT_E29_A03,29,3,1;3;4;5,1;2,1;3;4;5;6;8;9;10,4,2,8,8320,520,8840
RECT_E29_A04,29,4,1;3;4;5,3,11;13;14;15,4,1,4,8320,260,8580
RECT_E29_A05,29,5,1;3;4;5,1;3,1;3;4;5;11;13;14;15,4,2,8,8320,520,8840
RECT_E29_A06,29,6,1;3;4;5,2;3,6;8;9;10;11;13;14;15,4,2,8,8320,520,8840
RECT_E29_A07,29,7,1;3;4;5,1;2;3,1;3;4;5;6;8;9;10;11;13;14;15,4,3,12,8320,780,9100
RECT_E29_A08,29,8,1;3;4;5,4,16;18;19;20,4,1,4,8320,260,8580
RECT_E29_A09,29,9,1;3;4;5,1;4,1;3;4;5;16;18;19;20,4,2,8,8320,520,8840
RECT_E29_A10,29,10,1;3;4;5,2;4,6;8;9;10;16;18;19;20,4,2,8,8320,520,8840
RECT_E29_A11,29,11,1;3;4;5,1;2;4,1;3;4;5;6;8;9;10;16;18;19;20,4,3,12,8320,780,9100
RECT_E29_A12,29,12,1;3;4;5,3;4,11;13;14;15;16;18;19;20,4,2,8,8320,520,8840
RECT_E29_A13,29,13,1;3;4;5,1;3;4,1;3;4;5;11;13;14;15;16;18;19;20,4,3,12,8320,780,9100
RECT_E29_A14,29,14,1;3;4;5,2;3;4,6;8;9;10;11;13;14;15;16;18;19;20,4,3,12,8320,780,9100
RECT_E29_A15,29,15,1;3;4;5,1;2;3;4,1;3;4;5;6;8;9;10;11;13;14;15;16;18;19;20,4,4,16,8320,1040,9360
RECT_E29_A16,29,16,1;3;4;5,5,21;23;24;25,4,1,4,8320,260,8580
RECT_E29_A17,29,17,1;3;4;5,1;5,1;3;4;5;21;23;24;25,4,2,8,8320,520,8840
RECT_E29_A18,29,18,1;3;4;5,2;5,6;8;9;10;21;23;24;25,4,2,8,8320,520,8840
RECT_E29_A19,29,19,1;3;4;5,1;2;5,1;3;4;5;6;8;9;10;21;23;24;25,4,3,12,8320,780,9100
RECT_E29_A20,29,20,1;3;4;5,3;5,11;13;14;15;21;23;24;25,4,2,8,8320,520,8840
RECT_E29_A21,29,21,1;3;4;5,1;3;5,1;3;4;5;11;13;14;15;21;23;24;25,4,3,12,8320,780,9100
RECT_E29_A22,29,22,1;3;4;5,2;3;5,6;8;9;10;11;13;14;15;21;23;24;25,4,3,12,8320,780,9100
RECT_E29_A23,29,23,1;3;4;5,1;2;3;5,1;3;4;5;6;8;9;10;11;13;14;15;21;23;24;25,4,4,16,8320,1040,9360
RECT_E29_A24,29,24,1;3;4;5,4;5,16;18;19;20;21;23;24;25,4,2,8,8320,520,8840
RECT_E29_A25,29,25,1;3;4;5,1;4;5,1;3;4;5;16;18;19;20;21;23;24;25,4,3,12,8320,780,9100
RECT_E29_A26,29,26,1;3;4;5,2;4;5,6;8;9;10;16;18;19;20;21;23;24;25,4,3,12,8320,780,9100
RECT_E29_A27,29,27,1;3;4;5,1;2;4;5,1;3;4;5;6;8;9;10;16;18;19;20;21;23;24;25,4,4,16,8320,1040,9360
RECT_E29_A28,29,28,1;3;4;5,3;4;5,11;13;14;15;16;18;19;20;21;23;24;25,4,3,12,8320,780,9100
RECT_E29_A29,29,29,1;3;4;5,1;3;4;5,1;3;4;5;11;13;14;15;16;18;19;20;21;23;24;25,4,4,16,8320,1040,9360
RECT_E29_A30,29,30,1;3;4;5,2;3;4;5,6;8;9;10;11;13;14;15;16;18;19;20;21;23;24;25,4,4,16,8320,1040,9360
RECT_E29_A31,29,31,1;3;4;5,1;2;3;4;5,1;3;4;5;6;8;9;10;11;13;14;15;16;18;19;20;21;23;24;25,4,5,20,8320,1300,9620
RECT_E30_A01,30,1,2;3;4;5,1,2;3;4;5,4,1,4,8320,260,8580
RECT_E30_A02,30,2,2;3;4;5,2,7;8;9;10,4,1,4,8320,260,8580
RECT_E30_A03,30,3,2;3;4;5,1;2,2;3;4;5;7;8;9;10,4,2,8,8320,520,8840
RECT_E30_A04,30,4,2;3;4;5,3,12;13;14;15,4,1,4,8320,260,8580
RECT_E30_A05,30,5,2;3;4;5,1;3,2;3;4;5;12;13;14;15,4,2,8,8320,520,8840
RECT_E30_A06,30,6,2;3;4;5,2;3,7;8;9;10;12;13;14;15,4,2,8,8320,520,8840
RECT_E30_A07,30,7,2;3;4;5,1;2;3,2;3;4;5;7;8;9;10;12;13;14;15,4,3,12,8320,780,9100
RECT_E30_A08,30,8,2;3;4;5,4,17;18;19;20,4,1,4,8320,260,8580
RECT_E30_A09,30,9,2;3;4;5,1;4,2;3;4;5;17;18;19;20,4,2,8,8320,520,8840
RECT_E30_A10,30,10,2;3;4;5,2;4,7;8;9;10;17;18;19;20,4,2,8,8320,520,8840
RECT_E30_A11,30,11,2;3;4;5,1;2;4,2;3;4;5;7;8;9;10;17;18;19;20,4,3,12,8320,780,9100
RECT_E30_A12,30,12,2;3;4;5,3;4,12;13;14;15;17;18;19;20,4,2,8,8320,520,8840
RECT_E30_A13,30,13,2;3;4;5,1;3;4,2;3;4;5;12;13;14;15;17;18;19;20,4,3,12,8320,780,9100
RECT_E30_A14,30,14,2;3;4;5,2;3;4,7;8;9;10;12;13;14;15;17;18;19;20,4,3,12,8320,780,9100
RECT_E30_A15,30,15,2;3;4;5,1;2;3;4,2;3;4;5;7;8;9;10;12;13;14;15;17;18;19;20,4,4,16,8320,1040,9360
RECT_E30_A16,30,16,2;3;4;5,5,22;23;24;25,4,1,4,8320,260,8580
RECT_E30_A17,30,17,2;3;4;5,1;5,2;3;4;5;22;23;24;25,4,2,8,8320,520,8840
RECT_E30_A18,30,18,2;3;4;5,2;5,7;8;9;10;22;23;24;25,4,2,8,8320,520,8840
RECT_E30_A19,30,19,2;3;4;5,1;2;5,2;3;4;5;7;8;9;10;22;23;24;25,4,3,12,8320,780,9100
RECT_E30_A20,30,20,2;3;4;5,3;5,12;13;14;15;22;23;24;25,4,2,8,8320,520,8840
RECT_E30_A21,30,21,2;3;4;5,1;3;5,2;3;4;5;12;13;14;15;22;23;24;25,4,3,12,8320,780,9100
RECT_E30_A22,30,22,2;3;4;5,2;3;5,7;8;9;10;12;13;14;15;22;23;24;25,4,3,12,8320,780,9100
RECT_E30_A23,30,23,2;3;4;5,1;2;3;5,2;3;4;5;7;8;9;10;12;13;14;15;22;23;24;25,4,4,16,8320,1040,9360
RECT_E30_A24,30,24,2;3;4;5,4;5,17;18;19;20;22;23;24;25,4,2,8,8320,520,8840
RECT_E30_A25,30,25,2;3;4;5,1;4;5,2;3;4;5;17;18;19;20;22;23;24;25,4,3,12,8320,780,9100
RECT_E30_A26,30,26,2;3;4;5,2;4;5,7;8;9;10;17;18;19;20;22;23;24;25,4,3,12,8320,780,9100
RECT_E30_A27,30,27,2;3;4;5,1;2;4;5,2;3;4;5;7;8;9;10;17;18;19;20;22;23;24;25,4,4,16,8320,1040,9360
RECT_E30_A28,30,28,2;3;4;5,3;4;5,12;13;14;15;17;18;19;20;22;23;24;25,4,3,12,8320,780,9100
RECT_E30_A29,30,29,2;3;4;5,1;3;4;5,2;3;4;5;12;13;14;15;17;18;19;20;22;23;24;25,4,4,16,8320,1040,9360
RECT_E30_A30,30,30,2;3;4;5,2;3;4;5,7;8;9;10;12;13;14;15;17;18;19;20;22;23;24;25,4,4,16,8320,1040,9360
RECT_E30_A31,30,31,2;3;4;5,1;2;3;4;5,2;3;4;5;7;8;9;10;12;13;14;15;17;18;19;20;22;23;24;25,4,5,20,8320,1300,9620
RECT_E31_A01,31,1,1;2;3;4;5,1,1;2;3;4;5,5,1,5,10400,325,10725
RECT_E31_A02,31,2,1;2;3;4;5,2,6;7;8;9;10,5,1,5,10400,325,10725
RECT_E31_A03,31,3,1;2;3;4;5,1;2,1;2;3;4;5;6;7;8;9;10,5,2,10,10400,650,11050
RECT_E31_A04,31,4,1;2;3;4;5,3,11;12;13;14;15,5,1,5,10400,325,10725
RECT_E31_A05,31,5,1;2;3;4;5,1;3,1;2;3;4;5;11;12;13;14;15,5,2,10,10400,650,11050
RECT_E31_A06,31,6,1;2;3;4;5,2;3,6;7;8;9;10;11;12;13;14;15,5,2,10,10400,650,11050
RECT_E31_A07,31,7,1;2;3;4;5,1;2;3,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,5,3,15,10400,975,11375
RECT_E31_A08,31,8,1;2;3;4;5,4,16;17;18;19;20,5,1,5,10400,325,10725
RECT_E31_A09,31,9,1;2;3;4;5,1;4,1;2;3;4;5;16;17;18;19;20,5,2,10,10400,650,11050
RECT_E31_A10,31,10,1;2;3;4;5,2;4,6;7;8;9;10;16;17;18;19;20,5,2,10,10400,650,11050
