subset_id,elevation_mask_integer,azimuth_mask_integer,I_e_global,I_a_global,sequential_channel_ids,B_e,B_a,B_out,MAC_el,MAC_az,MAC_total
RECT_E06_A24,6,24,2;3,4;5,17;18;22;23,2,2,4,4160,260,4420
RECT_E06_A25,6,25,2;3,1;4;5,2;3;17;18;22;23,2,3,6,4160,390,4550
RECT_E06_A26,6,26,2;3,2;4;5,7;8;17;18;22;23,2,3,6,4160,390,4550
RECT_E06_A27,6,27,2;3,1;2;4;5,2;3;7;8;17;18;22;23,2,4,8,4160,520,4680
RECT_E06_A28,6,28,2;3,3;4;5,12;13;17;18;22;23,2,3,6,4160,390,4550
RECT_E06_A29,6,29,2;3,1;3;4;5,2;3;12;13;17;18;22;23,2,4,8,4160,520,4680
RECT_E06_A30,6,30,2;3,2;3;4;5,7;8;12;13;17;18;22;23,2,4,8,4160,520,4680
RECT_E06_A31,6,31,2;3,1;2;3;4;5,2;3;7;8;12;13;17;18;22;23,2,5,10,4160,650,4810
RECT_E07_A01,7,1,1;2;3,1,1;2;3,3,1,3,6240,195,6435
RECT_E07_A02,7,2,1;2;3,2,6;7;8,3,1,3,6240,195,6435
RECT_E07_A03,7,3,1;2;3,1;2,1;2;3;6;7;8,3,2,6,6240,390,6630
RECT_E07_A04,7,4,1;2;3,3,11;12;13,3,1,3,6240,195,6435
RECT_E07_A05,7,5,1;2;3,1;3,1;2;3;11;12;13,3,2,6,6240,390,6630
RECT_E07_A06,7,6,1;2;3,2;3,6;7;8;11;12;13,3,2,6,6240,390,6630
RECT_E07_A07,7,7,1;2;3,1;2;3,1;2;3;6;7;8;11;12;13,3,3,9,6240,585,6825
RECT_E07_A08,7,8,1;2;3,4,16;17;18,3,1,3,6240,195,6435
RECT_E07_A09,7,9,1;2;3,1;4,1;2;3;16;17;18,3,2,6,6240,390,6630
RECT_E07_A10,7,10,1;2;3,2;4,6;7;8;16;17;18,3,2,6,6240,390,6630
RECT_E07_A11,7,11,1;2;3,1;2;4,1;2;3;6;7;8;16;17;18,3,3,9,6240,585,6825
RECT_E07_A12,7,12,1;2;3,3;4,11;12;13;16;17;18,3,2,6,6240,390,6630
RECT_E07_A13,7,13,1;2;3,1;3;4,1;2;3;11;12;13;16;17;18,3,3,9,6240,585,6825
RECT_E07_A14,7,14,1;2;3,2;3;4,6;7;8;11;12;13;16;17;18,3,3,9,6240,585,6825
RECT_E07_A15,7,15,1;2;3,1;2;3;4,1;2;3;6;7;8;11;12;13;16;17;18,3,4,12,6240,780,7020
RECT_E07_A16,7,16,1;2;3,5,21;22;23,3,1,3,6240,195,6435
RECT_E07_A17,7,17,1;2;3,1;5,1;2;3;21;22;23,3,2,6,6240,390,6630
RECT_E07_A18,7,18,1;2;3,2;5,6;7;8;21;22;23,3,2,6,6240,390,6630
RECT_E07_A19,7,19,1;2;3,1;2;5,1;2;3;6;7;8;21;22;23,3,3,9,6240,585,6825
RECT_E07_A20,7,20,1;2;3,3;5,11;12;13;21;22;23,3,2,6,6240,390,6630
RECT_E07_A21,7,21,1;2;3,1;3;5,1;2;3;11;12;13;21;22;23,3,3,9,6240,585,6825
RECT_E07_A22,7,22,1;2;3,2;3;5,6;7;8;11;12;13;21;22;23,3,3,9,6240,585,6825
RECT_E07_A23,7,23,1;2;3,1;2;3;5,1;2;3;6;7;8;11;12;13;21;22;23,3,4,12,6240,780,7020
RECT_E07_A24,7,24,1;2;3,4;5,16;17;18;21;22;23,3,2,6,6240,390,6630
RECT_E07_A25,7,25,1;2;3,1;4;5,1;2;3;16;17;18;21;22;23,3,3,9,6240,585,6825
RECT_E07_A26,7,26,1;2;3,2;4;5,6;7;8;16;17;18;21;22;23,3,3,9,6240,585,6825
RECT_E07_A27,7,27,1;2;3,1;2;4;5,1;2;3;6;7;8;16;17;18;21;22;23,3,4,12,6240,780,7020
RECT_E07_A28,7,28,1;2;3,3;4;5,11;12;13;16;17;18;21;22;23,3,3,9,6240,585,6825
RECT_E07_A29,7,29,1;2;3,1;3;4;5,1;2;3;11;12;13;16;17;18;21;22;23,3,4,12,6240,780,7020
RECT_E07_A30,7,30,1;2;3,2;3;4;5,6;7;8;11;12;13;16;17;18;21;22;23,3,4,12,6240,780,7020
RECT_E07_A31,7,31,1;2;3,1;2;3;4;5,1;2;3;6;7;8;11;12;13;16;17;18;21;22;23,3,5,15,6240,975,7215
RECT_E08_A01,8,1,4,1,4,1,1,1,2080,65,2145
RECT_E08_A02,8,2,4,2,9,1,1,1,2080,65,2145
RECT_E08_A03,8,3,4,1;2,4;9,1,2,2,2080,130,2210
RECT_E08_A04,8,4,4,3,14,1,1,1,2080,65,2145
RECT_E08_A05,8,5,4,1;3,4;14,1,2,2,2080,130,2210
RECT_E08_A06,8,6,4,2;3,9;14,1,2,2,2080,130,2210
RECT_E08_A07,8,7,4,1;2;3,4;9;14,1,3,3,2080,195,2275
RECT_E08_A08,8,8,4,4,19,1,1,1,2080,65,2145
RECT_E08_A09,8,9,4,1;4,4;19,1,2,2,2080,130,2210
RECT_E08_A10,8,10,4,2;4,9;19,1,2,2,2080,130,2210
RECT_E08_A11,8,11,4,1;2;4,4;9;19,1,3,3,2080,195,2275
RECT_E08_A12,8,12,4,3;4,14;19,1,2,2,2080,130,2210
RECT_E08_A13,8,13,4,1;3;4,4;14;19,1,3,3,2080,195,2275
RECT_E08_A14,8,14,4,2;3;4,9;14;19,1,3,3,2080,195,2275
RECT_E08_A15,8,15,4,1;2;3;4,4;9;14;19,1,4,4,2080,260,2340
RECT_E08_A16,8,16,4,5,24,1,1,1,2080,65,2145
RECT_E08_A17,8,17,4,1;5,4;24,1,2,2,2080,130,2210
RECT_E08_A18,8,18,4,2;5,9;24,1,2,2,2080,130,2210
RECT_E08_A19,8,19,4,1;2;5,4;9;24,1,3,3,2080,195,2275
RECT_E08_A20,8,20,4,3;5,14;24,1,2,2,2080,130,2210
RECT_E08_A21,8,21,4,1;3;5,4;14;24,1,3,3,2080,195,2275
RECT_E08_A22,8,22,4,2;3;5,9;14;24,1,3,3,2080,195,2275
RECT_E08_A23,8,23,4,1;2;3;5,4;9;14;24,1,4,4,2080,260,2340
RECT_E08_A24,8,24,4,4;5,19;24,1,2,2,2080,130,2210
RECT_E08_A25,8,25,4,1;4;5,4;19;24,1,3,3,2080,195,2275
RECT_E08_A26,8,26,4,2;4;5,9;19;24,1,3,3,2080,195,2275
RECT_E08_A27,8,27,4,1;2;4;5,4;9;19;24,1,4,4,2080,260,2340
RECT_E08_A28,8,28,4,3;4;5,14;19;24,1,3,3,2080,195,2275
RECT_E08_A29,8,29,4,1;3;4;5,4;14;19;24,1,4,4,2080,260,2340
RECT_E08_A30,8,30,4,2;3;4;5,9;14;19;24,1,4,4,2080,260,2340
RECT_E08_A31,8,31,4,1;2;3;4;5,4;9;14;19;24,1,5,5,2080,325,2405
RECT_E09_A01,9,1,1;4,1,1;4,2,1,2,4160,130,4290
RECT_E09_A02,9,2,1;4,2,6;9,2,1,2,4160,130,4290
RECT_E09_A03,9,3,1;4,1;2,1;4;6;9,2,2,4,4160,260,4420
RECT_E09_A04,9,4,1;4,3,11;14,2,1,2,4160,130,4290
RECT_E09_A05,9,5,1;4,1;3,1;4;11;14,2,2,4,4160,260,4420
RECT_E09_A06,9,6,1;4,2;3,6;9;11;14,2,2,4,4160,260,4420
RECT_E09_A07,9,7,1;4,1;2;3,1;4;6;9;11;14,2,3,6,4160,390,4550
RECT_E09_A08,9,8,1;4,4,16;19,2,1,2,4160,130,4290
RECT_E09_A09,9,9,1;4,1;4,1;4;16;19,2,2,4,4160,260,4420
RECT_E09_A10,9,10,1;4,2;4,6;9;16;19,2,2,4,4160,260,4420
RECT_E09_A11,9,11,1;4,1;2;4,1;4;6;9;16;19,2,3,6,4160,390,4550
RECT_E09_A12,9,12,1;4,3;4,11;14;16;19,2,2,4,4160,260,4420
RECT_E09_A13,9,13,1;4,1;3;4,1;4;11;14;16;19,2,3,6,4160,390,4550
RECT_E09_A14,9,14,1;4,2;3;4,6;9;11;14;16;19,2,3,6,4160,390,4550
RECT_E09_A15,9,15,1;4,1;2;3;4,1;4;6;9;11;14;16;19,2,4,8,4160,520,4680
RECT_E09_A16,9,16,1;4,5,21;24,2,1,2,4160,130,4290
RECT_E09_A17,9,17,1;4,1;5,1;4;21;24,2,2,4,4160,260,4420
RECT_E09_A18,9,18,1;4,2;5,6;9;21;24,2,2,4,4160,260,4420
RECT_E09_A19,9,19,1;4,1;2;5,1;4;6;9;21;24,2,3,6,4160,390,4550
RECT_E09_A20,9,20,1;4,3;5,11;14;21;24,2,2,4,4160,260,4420
RECT_E09_A21,9,21,1;4,1;3;5,1;4;11;14;21;24,2,3,6,4160,390,4550
RECT_E09_A22,9,22,1;4,2;3;5,6;9;11;14;21;24,2,3,6,4160,390,4550
RECT_E09_A23,9,23,1;4,1;2;3;5,1;4;6;9;11;14;21;24,2,4,8,4160,520,4680
RECT_E09_A24,9,24,1;4,4;5,16;19;21;24,2,2,4,4160,260,4420
RECT_E09_A25,9,25,1;4,1;4;5,1;4;16;19;21;24,2,3,6,4160,390,4550
RECT_E09_A26,9,26,1;4,2;4;5,6;9;16;19;21;24,2,3,6,4160,390,4550
RECT_E09_A27,9,27,1;4,1;2;4;5,1;4;6;9;16;19;21;24,2,4,8,4160,520,4680
RECT_E09_A28,9,28,1;4,3;4;5,11;14;16;19;21;24,2,3,6,4160,390,4550
RECT_E09_A29,9,29,1;4,1;3;4;5,1;4;11;14;16;19;21;24,2,4,8,4160,520,4680
RECT_E09_A30,9,30,1;4,2;3;4;5,6;9;11;14;16;19;21;24,2,4,8,4160,520,4680
RECT_E09_A31,9,31,1;4,1;2;3;4;5,1;4;6;9;11;14;16;19;21;24,2,5,10,4160,650,4810
RECT_E10_A01,10,1,2;4,1,2;4,2,1,2,4160,130,4290
RECT_E10_A02,10,2,2;4,2,7;9,2,1,2,4160,130,4290
RECT_E10_A03,10,3,2;4,1;2,2;4;7;9,2,2,4,4160,260,4420
RECT_E10_A04,10,4,2;4,3,12;14,2,1,2,4160,130,4290
RECT_E10_A05,10,5,2;4,1;3,2;4;12;14,2,2,4,4160,260,4420
RECT_E10_A06,10,6,2;4,2;3,7;9;12;14,2,2,4,4160,260,4420
RECT_E10_A07,10,7,2;4,1;2;3,2;4;7;9;12;14,2,3,6,4160,390,4550
RECT_E10_A08,10,8,2;4,4,17;19,2,1,2,4160,130,4290
RECT_E10_A09,10,9,2;4,1;4,2;4;17;19,2,2,4,4160,260,4420
RECT_E10_A10,10,10,2;4,2;4,7;9;17;19,2,2,4,4160,260,4420
RECT_E10_A11,10,11,2;4,1;2;4,2;4;7;9;17;19,2,3,6,4160,390,4550
RECT_E10_A12,10,12,2;4,3;4,12;14;17;19,2,2,4,4160,260,4420
RECT_E10_A13,10,13,2;4,1;3;4,2;4;12;14;17;19,2,3,6,4160,390,4550
RECT_E10_A14,10,14,2;4,2;3;4,7;9;12;14;17;19,2,3,6,4160,390,4550
RECT_E10_A15,10,15,2;4,1;2;3;4,2;4;7;9;12;14;17;19,2,4,8,4160,520,4680
RECT_E10_A16,10,16,2;4,5,22;24,2,1,2,4160,130,4290
RECT_E10_A17,10,17,2;4,1;5,2;4;22;24,2,2,4,4160,260,4420
RECT_E10_A18,10,18,2;4,2;5,7;9;22;24,2,2,4,4160,260,4420
RECT_E10_A19,10,19,2;4,1;2;5,2;4;7;9;22;24,2,3,6,4160,390,4550
RECT_E10_A20,10,20,2;4,3;5,12;14;22;24,2,2,4,4160,260,4420
RECT_E10_A21,10,21,2;4,1;3;5,2;4;12;14;22;24,2,3,6,4160,390,4550
RECT_E10_A22,10,22,2;4,2;3;5,7;9;12;14;22;24,2,3,6,4160,390,4550
RECT_E10_A23,10,23,2;4,1;2;3;5,2;4;7;9;12;14;22;24,2,4,8,4160,520,4680
RECT_E10_A24,10,24,2;4,4;5,17;19;22;24,2,2,4,4160,260,4420
RECT_E10_A25,10,25,2;4,1;4;5,2;4;17;19;22;24,2,3,6,4160,390,4550
RECT_E10_A26,10,26,2;4,2;4;5,7;9;17;19;22;24,2,3,6,4160,390,4550
RECT_E10_A27,10,27,2;4,1;2;4;5,2;4;7;9;17;19;22;24,2,4,8,4160,520,4680
RECT_E10_A28,10,28,2;4,3;4;5,12;14;17;19;22;24,2,3,6,4160,390,4550
RECT_E10_A29,10,29,2;4,1;3;4;5,2;4;12;14;17;19;22;24,2,4,8,4160,520,4680
RECT_E10_A30,10,30,2;4,2;3;4;5,7;9;12;14;17;19;22;24,2,4,8,4160,520,4680
RECT_E10_A31,10,31,2;4,1;2;3;4;5,2;4;7;9;12;14;17;19;22;24,2,5,10,4160,650,4810
RECT_E11_A01,11,1,1;2;4,1,1;2;4,3,1,3,6240,195,6435
RECT_E11_A02,11,2,1;2;4,2,6;7;9,3,1,3,6240,195,6435
RECT_E11_A03,11,3,1;2;4,1;2,1;2;4;6;7;9,3,2,6,6240,390,6630
RECT_E11_A04,11,4,1;2;4,3,11;12;14,3,1,3,6240,195,6435
RECT_E11_A05,11,5,1;2;4,1;3,1;2;4;11;12;14,3,2,6,6240,390,6630
RECT_E11_A06,11,6,1;2;4,2;3,6;7;9;11;12;14,3,2,6,6240,390,6630
RECT_E11_A07,11,7,1;2;4,1;2;3,1;2;4;6;7;9;11;12;14,3,3,9,6240,585,6825
RECT_E11_A08,11,8,1;2;4,4,16;17;19,3,1,3,6240,195,6435
