scenario_index,scenario_id,base_realization_index,profile_id,L,replicate_id,nominal_snr_db,center_az_deg,center_el_deg,rho_true_deg,direction_deg,secondary_power_db,correlation_magnitude,source_seed,beam_noise_seed,element_noise_seed
523,RTC_S03_B043,43,P3,1,3,6,7.9,10.1,0.15,90,0,1,580100043,580200043,580300043
524,RTC_S03_B044,44,P3,1,4,6,7.9,10.1,0.15,90,0,1,580100044,580200044,580300044
525,RTC_S03_B045,45,P3,1,5,6,7.9,10.1,0.15,90,0,1,580100045,580200045,580300045
526,RTC_S03_B046,46,P3,1,6,6,7.9,10.1,0.15,90,0,1,580100046,580200046,580300046
527,RTC_S03_B047,47,P3,1,7,6,7.9,10.1,0.15,90,0,1,580100047,580200047,580300047
528,RTC_S03_B048,48,P3,1,8,6,7.9,10.1,0.15,90,0,1,580100048,580200048,580300048
529,RTC_S03_B049,49,P3,1,9,6,7.9,10.1,0.15,90,0,1,580100049,580200049,580300049
530,RTC_S03_B050,50,P3,1,10,6,7.9,10.1,0.15,90,0,1,580100050,580200050,580300050
531,RTC_S03_B051,51,P3,1,11,6,7.9,10.1,0.15,90,0,1,580100051,580200051,580300051
532,RTC_S03_B052,52,P3,1,12,6,7.9,10.1,0.15,90,0,1,580100052,580200052,580300052
533,RTC_S03_B053,53,P3,1,13,6,7.9,10.1,0.15,90,0,1,580100053,580200053,580300053
534,RTC_S03_B054,54,P3,1,14,6,7.9,10.1,0.15,90,0,1,580100054,580200054,580300054
535,RTC_S03_B055,55,P3,1,15,6,7.9,10.1,0.15,90,0,1,580100055,580200055,580300055
536,RTC_S03_B056,56,P3,1,16,6,7.9,10.1,0.15,90,0,1,580100056,580200056,580300056
537,RTC_S03_B057,57,P3,1,17,6,7.9,10.1,0.15,90,0,1,580100057,580200057,580300057
538,RTC_S03_B058,58,P3,1,18,6,7.9,10.1,0.15,90,0,1,580100058,580200058,580300058
539,RTC_S03_B059,59,P3,1,19,6,7.9,10.1,0.15,90,0,1,580100059,580200059,580300059
540,RTC_S03_B060,60,P3,1,20,6,7.9,10.1,0.15,90,0,1,580100060,580200060,580300060
541,RTC_S03_B061,61,P4,1,1,6,8.1,9.95,0.1,135,-6,1,580100061,580200061,580300061
542,RTC_S03_B062,62,P4,1,2,6,8.1,9.95,0.1,135,-6,1,580100062,580200062,580300062
543,RTC_S03_B063,63,P4,1,3,6,8.1,9.95,0.1,135,-6,1,580100063,580200063,580300063
544,RTC_S03_B064,64,P4,1,4,6,8.1,9.95,0.1,135,-6,1,580100064,580200064,580300064
545,RTC_S03_B065,65,P4,1,5,6,8.1,9.95,0.1,135,-6,1,580100065,580200065,580300065
546,RTC_S03_B066,66,P4,1,6,6,8.1,9.95,0.1,135,-6,1,580100066,580200066,580300066
547,RTC_S03_B067,67,P4,1,7,6,8.1,9.95,0.1,135,-6,1,580100067,580200067,580300067
548,RTC_S03_B068,68,P4,1,8,6,8.1,9.95,0.1,135,-6,1,580100068,580200068,580300068
549,RTC_S03_B069,69,P4,1,9,6,8.1,9.95,0.1,135,-6,1,580100069,580200069,580300069
550,RTC_S03_B070,70,P4,1,10,6,8.1,9.95,0.1,135,-6,1,580100070,580200070,580300070
551,RTC_S03_B071,71,P4,1,11,6,8.1,9.95,0.1,135,-6,1,580100071,580200071,580300071
552,RTC_S03_B072,72,P4,1,12,6,8.1,9.95,0.1,135,-6,1,580100072,580200072,580300072
553,RTC_S03_B073,73,P4,1,13,6,8.1,9.95,0.1,135,-6,1,580100073,580200073,580300073
554,RTC_S03_B074,74,P4,1,14,6,8.1,9.95,0.1,135,-6,1,580100074,580200074,580300074
555,RTC_S03_B075,75,P4,1,15,6,8.1,9.95,0.1,135,-6,1,580100075,580200075,580300075
556,RTC_S03_B076,76,P4,1,16,6,8.1,9.95,0.1,135,-6,1,580100076,580200076,580300076
557,RTC_S03_B077,77,P4,1,17,6,8.1,9.95,0.1,135,-6,1,580100077,580200077,580300077
558,RTC_S03_B078,78,P4,1,18,6,8.1,9.95,0.1,135,-6,1,580100078,580200078,580300078
559,RTC_S03_B079,79,P4,1,19,6,8.1,9.95,0.1,135,-6,1,580100079,580200079,580300079
560,RTC_S03_B080,80,P4,1,20,6,8.1,9.95,0.1,135,-6,1,580100080,580200080,580300080
561,RTC_S03_B081,81,P1,4,1,6,8,10,0.3,45,0,0,580100081,580200081,580300081
562,RTC_S03_B082,82,P1,4,2,6,8,10,0.3,45,0,0,580100082,580200082,580300082
563,RTC_S03_B083,83,P1,4,3,6,8,10,0.3,45,0,0,580100083,580200083,580300083
564,RTC_S03_B084,84,P1,4,4,6,8,10,0.3,45,0,0,580100084,580200084,580300084
565,RTC_S03_B085,85,P1,4,5,6,8,10,0.3,45,0,0,580100085,580200085,580300085
566,RTC_S03_B086,86,P1,4,6,6,8,10,0.3,45,0,0,580100086,580200086,580300086
567,RTC_S03_B087,87,P1,4,7,6,8,10,0.3,45,0,0,580100087,580200087,580300087
568,RTC_S03_B088,88,P1,4,8,6,8,10,0.3,45,0,0,580100088,580200088,580300088
569,RTC_S03_B089,89,P1,4,9,6,8,10,0.3,45,0,0,580100089,580200089,580300089
570,RTC_S03_B090,90,P1,4,10,6,8,10,0.3,45,0,0,580100090,580200090,580300090
571,RTC_S03_B091,91,P1,4,11,6,8,10,0.3,45,0,0,580100091,580200091,580300091
572,RTC_S03_B092,92,P1,4,12,6,8,10,0.3,45,0,0,580100092,580200092,580300092
573,RTC_S03_B093,93,P1,4,13,6,8,10,0.3,45,0,0,580100093,580200093,580300093
574,RTC_S03_B094,94,P1,4,14,6,8,10,0.3,45,0,0,580100094,580200094,580300094
575,RTC_S03_B095,95,P1,4,15,6,8,10,0.3,45,0,0,580100095,580200095,580300095
576,RTC_S03_B096,96,P1,4,16,6,8,10,0.3,45,0,0,580100096,580200096,580300096
577,RTC_S03_B097,97,P1,4,17,6,8,10,0.3,45,0,0,580100097,580200097,580300097
578,RTC_S03_B098,98,P1,4,18,6,8,10,0.3,45,0,0,580100098,580200098,580300098
579,RTC_S03_B099,99,P1,4,19,6,8,10,0.3,45,0,0,580100099,580200099,580300099
580,RTC_S03_B100,100,P1,4,20,6,8,10,0.3,45,0,0,580100100,580200100,580300100
581,RTC_S03_B101,101,P2,4,1,6,8.2,10,0.2,0,-6,0,580100101,580200101,580300101
582,RTC_S03_B102,102,P2,4,2,6,8.2,10,0.2,0,-6,0,580100102,580200102,580300102
583,RTC_S03_B103,103,P2,4,3,6,8.2,10,0.2,0,-6,0,580100103,580200103,580300103
584,RTC_S03_B104,104,P2,4,4,6,8.2,10,0.2,0,-6,0,580100104,580200104,580300104
585,RTC_S03_B105,105,P2,4,5,6,8.2,10,0.2,0,-6,0,580100105,580200105,580300105
586,RTC_S03_B106,106,P2,4,6,6,8.2,10,0.2,0,-6,0,580100106,580200106,580300106
587,RTC_S03_B107,107,P2,4,7,6,8.2,10,0.2,0,-6,0,580100107,580200107,580300107
588,RTC_S03_B108,108,P2,4,8,6,8.2,10,0.2,0,-6,0,580100108,580200108,580300108
589,RTC_S03_B109,109,P2,4,9,6,8.2,10,0.2,0,-6,0,580100109,580200109,580300109
590,RTC_S03_B110,110,P2,4,10,6,8.2,10,0.2,0,-6,0,580100110,580200110,580300110
591,RTC_S03_B111,111,P2,4,11,6,8.2,10,0.2,0,-6,0,580100111,580200111,580300111
592,RTC_S03_B112,112,P2,4,12,6,8.2,10,0.2,0,-6,0,580100112,580200112,580300112
593,RTC_S03_B113,113,P2,4,13,6,8.2,10,0.2,0,-6,0,580100113,580200113,580300113
594,RTC_S03_B114,114,P2,4,14,6,8.2,10,0.2,0,-6,0,580100114,580200114,580300114
595,RTC_S03_B115,115,P2,4,15,6,8.2,10,0.2,0,-6,0,580100115,580200115,580300115
596,RTC_S03_B116,116,P2,4,16,6,8.2,10,0.2,0,-6,0,580100116,580200116,580300116
597,RTC_S03_B117,117,P2,4,17,6,8.2,10,0.2,0,-6,0,580100117,580200117,580300117
598,RTC_S03_B118,118,P2,4,18,6,8.2,10,0.2,0,-6,0,580100118,580200118,580300118
599,RTC_S03_B119,119,P2,4,19,6,8.2,10,0.2,0,-6,0,580100119,580200119,580300119
600,RTC_S03_B120,120,P2,4,20,6,8.2,10,0.2,0,-6,0,580100120,580200120,580300120
601,RTC_S03_B121,121,P3,4,1,6,7.9,10.1,0.15,90,0,0.9,580100121,580200121,580300121
602,RTC_S03_B122,122,P3,4,2,6,7.9,10.1,0.15,90,0,0.9,580100122,580200122,580300122
603,RTC_S03_B123,123,P3,4,3,6,7.9,10.1,0.15,90,0,0.9,580100123,580200123,580300123
604,RTC_S03_B124,124,P3,4,4,6,7.9,10.1,0.15,90,0,0.9,580100124,580200124,580300124
605,RTC_S03_B125,125,P3,4,5,6,7.9,10.1,0.15,90,0,0.9,580100125,580200125,580300125
606,RTC_S03_B126,126,P3,4,6,6,7.9,10.1,0.15,90,0,0.9,580100126,580200126,580300126
607,RTC_S03_B127,127,P3,4,7,6,7.9,10.1,0.15,90,0,0.9,580100127,580200127,580300127
608,RTC_S03_B128,128,P3,4,8,6,7.9,10.1,0.15,90,0,0.9,580100128,580200128,580300128
609,RTC_S03_B129,129,P3,4,9,6,7.9,10.1,0.15,90,0,0.9,580100129,580200129,580300129
610,RTC_S03_B130,130,P3,4,10,6,7.9,10.1,0.15,90,0,0.9,580100130,580200130,580300130
611,RTC_S03_B131,131,P3,4,11,6,7.9,10.1,0.15,90,0,0.9,580100131,580200131,580300131
612,RTC_S03_B132,132,P3,4,12,6,7.9,10.1,0.15,90,0,0.9,580100132,580200132,580300132
613,RTC_S03_B133,133,P3,4,13,6,7.9,10.1,0.15,90,0,0.9,580100133,580200133,580300133
614,RTC_S03_B134,134,P3,4,14,6,7.9,10.1,0.15,90,0,0.9,580100134,580200134,580300134
615,RTC_S03_B135,135,P3,4,15,6,7.9,10.1,0.15,90,0,0.9,580100135,580200135,580300135
616,RTC_S03_B136,136,P3,4,16,6,7.9,10.1,0.15,90,0,0.9,580100136,580200136,580300136
617,RTC_S03_B137,137,P3,4,17,6,7.9,10.1,0.15,90,0,0.9,580100137,580200137,580300137
618,RTC_S03_B138,138,P3,4,18,6,7.9,10.1,0.15,90,0,0.9,580100138,580200138,580300138
619,RTC_S03_B139,139,P3,4,19,6,7.9,10.1,0.15,90,0,0.9,580100139,580200139,580300139
620,RTC_S03_B140,140,P3,4,20,6,7.9,10.1,0.15,90,0,0.9,580100140,580200140,580300140
621,RTC_S03_B141,141,P4,4,1,6,8.1,9.95,0.1,135,-6,0.9,580100141,580200141,580300141
622,RTC_S03_B142,142,P4,4,2,6,8.1,9.95,0.1,135,-6,0.9,580100142,580200142,580300142
623,RTC_S03_B143,143,P4,4,3,6,8.1,9.95,0.1,135,-6,0.9,580100143,580200143,580300143
624,RTC_S03_B144,144,P4,4,4,6,8.1,9.95,0.1,135,-6,0.9,580100144,580200144,580300144
625,RTC_S03_B145,145,P4,4,5,6,8.1,9.95,0.1,135,-6,0.9,580100145,580200145,580300145
626,RTC_S03_B146,146,P4,4,6,6,8.1,9.95,0.1,135,-6,0.9,580100146,580200146,580300146
627,RTC_S03_B147,147,P4,4,7,6,8.1,9.95,0.1,135,-6,0.9,580100147,580200147,580300147
628,RTC_S03_B148,148,P4,4,8,6,8.1,9.95,0.1,135,-6,0.9,580100148,580200148,580300148
629,RTC_S03_B149,149,P4,4,9,6,8.1,9.95,0.1,135,-6,0.9,580100149,580200149,580300149
630,RTC_S03_B150,150,P4,4,10,6,8.1,9.95,0.1,135,-6,0.9,580100150,580200150,580300150
631,RTC_S03_B151,151,P4,4,11,6,8.1,9.95,0.1,135,-6,0.9,580100151,580200151,580300151
632,RTC_S03_B152,152,P4,4,12,6,8.1,9.95,0.1,135,-6,0.9,580100152,580200152,580300152
633,RTC_S03_B153,153,P4,4,13,6,8.1,9.95,0.1,135,-6,0.9,580100153,580200153,580300153
634,RTC_S03_B154,154,P4,4,14,6,8.1,9.95,0.1,135,-6,0.9,580100154,580200154,580300154
635,RTC_S03_B155,155,P4,4,15,6,8.1,9.95,0.1,135,-6,0.9,580100155,580200155,580300155
636,RTC_S03_B156,156,P4,4,16,6,8.1,9.95,0.1,135,-6,0.9,580100156,580200156,580300156
637,RTC_S03_B157,157,P4,4,17,6,8.1,9.95,0.1,135,-6,0.9,580100157,580200157,580300157
638,RTC_S03_B158,158,P4,4,18,6,8.1,9.95,0.1,135,-6,0.9,580100158,580200158,580300158
639,RTC_S03_B159,159,P4,4,19,6,8.1,9.95,0.1,135,-6,0.9,580100159,580200159,580300159
640,RTC_S03_B160,160,P4,4,20,6,8.1,9.95,0.1,135,-6,0.9,580100160,580200160,580300160
641,RTC_S03_B161,161,P1,8,1,6,8,10,0.3,45,0,0,580100161,580200161,580300161
642,RTC_S03_B162,162,P1,8,2,6,8,10,0.3,45,0,0,580100162,580200162,580300162
643,RTC_S03_B163,163,P1,8,3,6,8,10,0.3,45,0,0,580100163,580200163,580300163
644,RTC_S03_B164,164,P1,8,4,6,8,10,0.3,45,0,0,580100164,580200164,580300164
645,RTC_S03_B165,165,P1,8,5,6,8,10,0.3,45,0,0,580100165,580200165,580300165
646,RTC_S03_B166,166,P1,8,6,6,8,10,0.3,45,0,0,580100166,580200166,580300166
647,RTC_S03_B167,167,P1,8,7,6,8,10,0.3,45,0,0,580100167,580200167,580300167
648,RTC_S03_B168,168,P1,8,8,6,8,10,0.3,45,0,0,580100168,580200168,580300168
649,RTC_S03_B169,169,P1,8,9,6,8,10,0.3,45,0,0,580100169,580200169,580300169
650,RTC_S03_B170,170,P1,8,10,6,8,10,0.3,45,0,0,580100170,580200170,580300170
651,RTC_S03_B171,171,P1,8,11,6,8,10,0.3,45,0,0,580100171,580200171,580300171
652,RTC_S03_B172,172,P1,8,12,6,8,10,0.3,45,0,0,580100172,580200172,580300172
653,RTC_S03_B173,173,P1,8,13,6,8,10,0.3,45,0,0,580100173,580200173,580300173
654,RTC_S03_B174,174,P1,8,14,6,8,10,0.3,45,0,0,580100174,580200174,580300174
655,RTC_S03_B175,175,P1,8,15,6,8,10,0.3,45,0,0,580100175,580200175,580300175
656,RTC_S03_B176,176,P1,8,16,6,8,10,0.3,45,0,0,580100176,580200176,580300176
657,RTC_S03_B177,177,P1,8,17,6,8,10,0.3,45,0,0,580100177,580200177,580300177
658,RTC_S03_B178,178,P1,8,18,6,8,10,0.3,45,0,0,580100178,580200178,580300178
659,RTC_S03_B179,179,P1,8,19,6,8,10,0.3,45,0,0,580100179,580200179,580300179
660,RTC_S03_B180,180,P1,8,20,6,8,10,0.3,45,0,0,580100180,580200180,580300180
661,RTC_S03_B181,181,P2,8,1,6,8.2,10,0.2,0,-6,0,580100181,580200181,580300181
662,RTC_S03_B182,182,P2,8,2,6,8.2,10,0.2,0,-6,0,580100182,580200182,580300182
663,RTC_S03_B183,183,P2,8,3,6,8.2,10,0.2,0,-6,0,580100183,580200183,580300183
664,RTC_S03_B184,184,P2,8,4,6,8.2,10,0.2,0,-6,0,580100184,580200184,580300184
665,RTC_S03_B185,185,P2,8,5,6,8.2,10,0.2,0,-6,0,580100185,580200185,580300185
666,RTC_S03_B186,186,P2,8,6,6,8.2,10,0.2,0,-6,0,580100186,580200186,580300186
667,RTC_S03_B187,187,P2,8,7,6,8.2,10,0.2,0,-6,0,580100187,580200187,580300187
668,RTC_S03_B188,188,P2,8,8,6,8.2,10,0.2,0,-6,0,580100188,580200188,580300188
669,RTC_S03_B189,189,P2,8,9,6,8.2,10,0.2,0,-6,0,580100189,580200189,580300189
670,RTC_S03_B190,190,P2,8,10,6,8.2,10,0.2,0,-6,0,580100190,580200190,580300190
671,RTC_S03_B191,191,P2,8,11,6,8.2,10,0.2,0,-6,0,580100191,580200191,580300191
672,RTC_S03_B192,192,P2,8,12,6,8.2,10,0.2,0,-6,0,580100192,580200192,580300192
673,RTC_S03_B193,193,P2,8,13,6,8.2,10,0.2,0,-6,0,580100193,580200193,580300193
674,RTC_S03_B194,194,P2,8,14,6,8.2,10,0.2,0,-6,0,580100194,580200194,580300194
675,RTC_S03_B195,195,P2,8,15,6,8.2,10,0.2,0,-6,0,580100195,580200195,580300195
676,RTC_S03_B196,196,P2,8,16,6,8.2,10,0.2,0,-6,0,580100196,580200196,580300196
677,RTC_S03_B197,197,P2,8,17,6,8.2,10,0.2,0,-6,0,580100197,580200197,580300197
678,RTC_S03_B198,198,P2,8,18,6,8.2,10,0.2,0,-6,0,580100198,580200198,580300198
679,RTC_S03_B199,199,P2,8,19,6,8.2,10,0.2,0,-6,0,580100199,580200199,580300199
680,RTC_S03_B200,200,P2,8,20,6,8.2,10,0.2,0,-6,0,580100200,580200200,580300200
681,RTC_S03_B201,201,P3,8,1,6,7.9,10.1,0.15,90,0,0.9,580100201,580200201,580300201
682,RTC_S03_B202,202,P3,8,2,6,7.9,10.1,0.15,90,0,0.9,580100202,580200202,580300202
683,RTC_S03_B203,203,P3,8,3,6,7.9,10.1,0.15,90,0,0.9,580100203,580200203,580300203
684,RTC_S03_B204,204,P3,8,4,6,7.9,10.1,0.15,90,0,0.9,580100204,580200204,580300204
685,RTC_S03_B205,205,P3,8,5,6,7.9,10.1,0.15,90,0,0.9,580100205,580200205,580300205
686,RTC_S03_B206,206,P3,8,6,6,7.9,10.1,0.15,90,0,0.9,580100206,580200206,580300206
687,RTC_S03_B207,207,P3,8,7,6,7.9,10.1,0.15,90,0,0.9,580100207,580200207,580300207
688,RTC_S03_B208,208,P3,8,8,6,7.9,10.1,0.15,90,0,0.9,580100208,580200208,580300208
689,RTC_S03_B209,209,P3,8,9,6,7.9,10.1,0.15,90,0,0.9,580100209,580200209,580300209
690,RTC_S03_B210,210,P3,8,10,6,7.9,10.1,0.15,90,0,0.9,580100210,580200210,580300210
691,RTC_S03_B211,211,P3,8,11,6,7.9,10.1,0.15,90,0,0.9,580100211,580200211,580300211
692,RTC_S03_B212,212,P3,8,12,6,7.9,10.1,0.15,90,0,0.9,580100212,580200212,580300212
693,RTC_S03_B213,213,P3,8,13,6,7.9,10.1,0.15,90,0,0.9,580100213,580200213,580300213
694,RTC_S03_B214,214,P3,8,14,6,7.9,10.1,0.15,90,0,0.9,580100214,580200214,580300214
695,RTC_S03_B215,215,P3,8,15,6,7.9,10.1,0.15,90,0,0.9,580100215,580200215,580300215
696,RTC_S03_B216,216,P3,8,16,6,7.9,10.1,0.15,90,0,0.9,580100216,580200216,580300216
697,RTC_S03_B217,217,P3,8,17,6,7.9,10.1,0.15,90,0,0.9,580100217,580200217,580300217
698,RTC_S03_B218,218,P3,8,18,6,7.9,10.1,0.15,90,0,0.9,580100218,580200218,580300218
699,RTC_S03_B219,219,P3,8,19,6,7.9,10.1,0.15,90,0,0.9,580100219,580200219,580300219
700,RTC_S03_B220,220,P3,8,20,6,7.9,10.1,0.15,90,0,0.9,580100220,580200220,580300220
701,RTC_S03_B221,221,P4,8,1,6,8.1,9.95,0.1,135,-6,0.9,580100221,580200221,580300221
702,RTC_S03_B222,222,P4,8,2,6,8.1,9.95,0.1,135,-6,0.9,580100222,580200222,580300222
703,RTC_S03_B223,223,P4,8,3,6,8.1,9.95,0.1,135,-6,0.9,580100223,580200223,580300223
704,RTC_S03_B224,224,P4,8,4,6,8.1,9.95,0.1,135,-6,0.9,580100224,580200224,580300224
705,RTC_S03_B225,225,P4,8,5,6,8.1,9.95,0.1,135,-6,0.9,580100225,580200225,580300225
706,RTC_S03_B226,226,P4,8,6,6,8.1,9.95,0.1,135,-6,0.9,580100226,580200226,580300226
707,RTC_S03_B227,227,P4,8,7,6,8.1,9.95,0.1,135,-6,0.9,580100227,580200227,580300227
708,RTC_S03_B228,228,P4,8,8,6,8.1,9.95,0.1,135,-6,0.9,580100228,580200228,580300228
709,RTC_S03_B229,229,P4,8,9,6,8.1,9.95,0.1,135,-6,0.9,580100229,580200229,580300229
710,RTC_S03_B230,230,P4,8,10,6,8.1,9.95,0.1,135,-6,0.9,580100230,580200230,580300230
711,RTC_S03_B231,231,P4,8,11,6,8.1,9.95,0.1,135,-6,0.9,580100231,580200231,580300231
712,RTC_S03_B232,232,P4,8,12,6,8.1,9.95,0.1,135,-6,0.9,580100232,580200232,580300232
713,RTC_S03_B233,233,P4,8,13,6,8.1,9.95,0.1,135,-6,0.9,580100233,580200233,580300233
714,RTC_S03_B234,234,P4,8,14,6,8.1,9.95,0.1,135,-6,0.9,580100234,580200234,580300234
715,RTC_S03_B235,235,P4,8,15,6,8.1,9.95,0.1,135,-6,0.9,580100235,580200235,580300235
716,RTC_S03_B236,236,P4,8,16,6,8.1,9.95,0.1,135,-6,0.9,580100236,580200236,580300236
717,RTC_S03_B237,237,P4,8,17,6,8.1,9.95,0.1,135,-6,0.9,580100237,580200237,580300237
718,RTC_S03_B238,238,P4,8,18,6,8.1,9.95,0.1,135,-6,0.9,580100238,580200238,580300238
719,RTC_S03_B239,239,P4,8,19,6,8.1,9.95,0.1,135,-6,0.9,580100239,580200239,580300239
720,RTC_S03_B240,240,P4,8,20,6,8.1,9.95,0.1,135,-6,0.9,580100240,580200240,580300240
721,RTC_S04_B001,1,P1,1,1,10,8,10,0.3,45,0,1,580100001,580200001,580300001
722,RTC_S04_B002,2,P1,1,2,10,8,10,0.3,45,0,1,580100002,580200002,580300002
723,RTC_S04_B003,3,P1,1,3,10,8,10,0.3,45,0,1,580100003,580200003,580300003
724,RTC_S04_B004,4,P1,1,4,10,8,10,0.3,45,0,1,580100004,580200004,580300004
725,RTC_S04_B005,5,P1,1,5,10,8,10,0.3,45,0,1,580100005,580200005,580300005
726,RTC_S04_B006,6,P1,1,6,10,8,10,0.3,45,0,1,580100006,580200006,580300006
727,RTC_S04_B007,7,P1,1,7,10,8,10,0.3,45,0,1,580100007,580200007,580300007
728,RTC_S04_B008,8,P1,1,8,10,8,10,0.3,45,0,1,580100008,580200008,580300008
729,RTC_S04_B009,9,P1,1,9,10,8,10,0.3,45,0,1,580100009,580200009,580300009
730,RTC_S04_B010,10,P1,1,10,10,8,10,0.3,45,0,1,580100010,580200010,580300010
731,RTC_S04_B011,11,P1,1,11,10,8,10,0.3,45,0,1,580100011,580200011,580300011
732,RTC_S04_B012,12,P1,1,12,10,8,10,0.3,45,0,1,580100012,580200012,580300012
733,RTC_S04_B013,13,P1,1,13,10,8,10,0.3,45,0,1,580100013,580200013,580300013
734,RTC_S04_B014,14,P1,1,14,10,8,10,0.3,45,0,1,580100014,580200014,580300014
735,RTC_S04_B015,15,P1,1,15,10,8,10,0.3,45,0,1,580100015,580200015,580300015
736,RTC_S04_B016,16,P1,1,16,10,8,10,0.3,45,0,1,580100016,580200016,580300016
737,RTC_S04_B017,17,P1,1,17,10,8,10,0.3,45,0,1,580100017,580200017,580300017
738,RTC_S04_B018,18,P1,1,18,10,8,10,0.3,45,0,1,580100018,580200018,580300018
739,RTC_S04_B019,19,P1,1,19,10,8,10,0.3,45,0,1,580100019,580200019,580300019
740,RTC_S04_B020,20,P1,1,20,10,8,10,0.3,45,0,1,580100020,580200020,580300020
741,RTC_S04_B021,21,P2,1,1,10,8.2,10,0.2,0,-6,1,580100021,580200021,580300021
742,RTC_S04_B022,22,P2,1,2,10,8.2,10,0.2,0,-6,1,580100022,580200022,580300022
743,RTC_S04_B023,23,P2,1,3,10,8.2,10,0.2,0,-6,1,580100023,580200023,580300023
744,RTC_S04_B024,24,P2,1,4,10,8.2,10,0.2,0,-6,1,580100024,580200024,580300024
745,RTC_S04_B025,25,P2,1,5,10,8.2,10,0.2,0,-6,1,580100025,580200025,580300025
746,RTC_S04_B026,26,P2,1,6,10,8.2,10,0.2,0,-6,1,580100026,580200026,580300026
747,RTC_S04_B027,27,P2,1,7,10,8.2,10,0.2,0,-6,1,580100027,580200027,580300027
748,RTC_S04_B028,28,P2,1,8,10,8.2,10,0.2,0,-6,1,580100028,580200028,580300028
749,RTC_S04_B029,29,P2,1,9,10,8.2,10,0.2,0,-6,1,580100029,580200029,580300029
750,RTC_S04_B030,30,P2,1,10,10,8.2,10,0.2,0,-6,1,580100030,580200030,580300030
751,RTC_S04_B031,31,P2,1,11,10,8.2,10,0.2,0,-6,1,580100031,580200031,580300031
752,RTC_S04_B032,32,P2,1,12,10,8.2,10,0.2,0,-6,1,580100032,580200032,580300032
753,RTC_S04_B033,33,P2,1,13,10,8.2,10,0.2,0,-6,1,580100033,580200033,580300033
754,RTC_S04_B034,34,P2,1,14,10,8.2,10,0.2,0,-6,1,580100034,580200034,580300034
755,RTC_S04_B035,35,P2,1,15,10,8.2,10,0.2,0,-6,1,580100035,580200035,580300035
756,RTC_S04_B036,36,P2,1,16,10,8.2,10,0.2,0,-6,1,580100036,580200036,580300036
757,RTC_S04_B037,37,P2,1,17,10,8.2,10,0.2,0,-6,1,580100037,580200037,580300037
758,RTC_S04_B038,38,P2,1,18,10,8.2,10,0.2,0,-6,1,580100038,580200038,580300038
759,RTC_S04_B039,39,P2,1,19,10,8.2,10,0.2,0,-6,1,580100039,580200039,580300039
760,RTC_S04_B040,40,P2,1,20,10,8.2,10,0.2,0,-6,1,580100040,580200040,580300040
761,RTC_S04_B041,41,P3,1,1,10,7.9,10.1,0.15,90,0,1,580100041,580200041,580300041
762,RTC_S04_B042,42,P3,1,2,10,7.9,10.1,0.15,90,0,1,580100042,580200042,580300042
763,RTC_S04_B043,43,P3,1,3,10,7.9,10.1,0.15,90,0,1,580100043,580200043,580300043
764,RTC_S04_B044,44,P3,1,4,10,7.9,10.1,0.15,90,0,1,580100044,580200044,580300044
765,RTC_S04_B045,45,P3,1,5,10,7.9,10.1,0.15,90,0,1,580100045,580200045,580300045
766,RTC_S04_B046,46,P3,1,6,10,7.9,10.1,0.15,90,0,1,580100046,580200046,580300046
767,RTC_S04_B047,47,P3,1,7,10,7.9,10.1,0.15,90,0,1,580100047,580200047,580300047
768,RTC_S04_B048,48,P3,1,8,10,7.9,10.1,0.15,90,0,1,580100048,580200048,580300048
769,RTC_S04_B049,49,P3,1,9,10,7.9,10.1,0.15,90,0,1,580100049,580200049,580300049
770,RTC_S04_B050,50,P3,1,10,10,7.9,10.1,0.15,90,0,1,580100050,580200050,580300050
771,RTC_S04_B051,51,P3,1,11,10,7.9,10.1,0.15,90,0,1,580100051,580200051,580300051
772,RTC_S04_B052,52,P3,1,12,10,7.9,10.1,0.15,90,0,1,580100052,580200052,580300052
773,RTC_S04_B053,53,P3,1,13,10,7.9,10.1,0.15,90,0,1,580100053,580200053,580300053
774,RTC_S04_B054,54,P3,1,14,10,7.9,10.1,0.15,90,0,1,580100054,580200054,580300054
775,RTC_S04_B055,55,P3,1,15,10,7.9,10.1,0.15,90,0,1,580100055,580200055,580300055
776,RTC_S04_B056,56,P3,1,16,10,7.9,10.1,0.15,90,0,1,580100056,580200056,580300056
777,RTC_S04_B057,57,P3,1,17,10,7.9,10.1,0.15,90,0,1,580100057,580200057,580300057
778,RTC_S04_B058,58,P3,1,18,10,7.9,10.1,0.15,90,0,1,580100058,580200058,580300058
779,RTC_S04_B059,59,P3,1,19,10,7.9,10.1,0.15,90,0,1,580100059,580200059,580300059
780,RTC_S04_B060,60,P3,1,20,10,7.9,10.1,0.15,90,0,1,580100060,580200060,580300060
781,RTC_S04_B061,61,P4,1,1,10,8.1,9.95,0.1,135,-6,1,580100061,580200061,580300061
782,RTC_S04_B062,62,P4,1,2,10,8.1,9.95,0.1,135,-6,1,580100062,580200062,580300062
783,RTC_S04_B063,63,P4,1,3,10,8.1,9.95,0.1,135,-6,1,580100063,580200063,580300063
784,RTC_S04_B064,64,P4,1,4,10,8.1,9.95,0.1,135,-6,1,580100064,580200064,580300064
785,RTC_S04_B065,65,P4,1,5,10,8.1,9.95,0.1,135,-6,1,580100065,580200065,580300065
