scenario_id,profile_id,L,replicate_id,nominal_snr_db,K1_center_az_deg,K1_center_el_deg,K1_fit_valid,K1_status,K1_coarse_count,metric_rank,metric_condition,direction_az,direction_el,rho_hat_deg,rho_max_deg,profile_node_count,fit_valid,fit_status,axis_error_deg,rho_error_deg
RTC2L8_S01_B013,SC_A,8,13,-6,7.84809308740889,10.2,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94064438060567,0.444170233367264,0.895942410978781,NaN,0,0,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,NaN,NaN
RTC2L8_S01_B014,SC_A,8,14,-6,7.90530243998659,9.8,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94139157042911,0.898585971213114,0.438797507216011,NaN,0,0,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,NaN,NaN
RTC2L8_S01_B015,SC_A,8,15,-6,8.08115117215007,10.2,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94054021418071,-0.0722323814784705,0.99738782981644,NaN,0,0,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,NaN,NaN
RTC2L8_S01_B016,SC_A,8,16,-6,8.08576332692795,9.9175759896659,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94114377732549,0.38638959892075,0.922335664411749,0.25495271234229,0.25495271234229,43,1,RAW_TANGENT_CORE_VALID,37.2699646098399,0.195047287657712
RTC2L8_S01_B017,SC_A,8,17,-6,8.37964540844445,9.8,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94109687455478,-0.856176511974585,0.516683443070352,NaN,0,0,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,NaN,NaN
RTC2L8_S01_B018,SC_A,8,18,-6,7.75889406579311,9.8,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94143941420209,0.664037243195968,0.74769949822686,NaN,0,0,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,NaN,NaN
RTC2L8_S01_B019,SC_A,8,19,-6,7.8451003665406,9.8,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94141374900983,0.749075907186479,0.662484177375395,NaN,0,0,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,NaN,NaN
RTC2L8_S01_B020,SC_A,8,20,-6,7.98738781610379,10.2,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94058812369625,0.731822793572174,0.681494973428433,NaN,0,0,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,NaN,NaN
RTC2L8_S01_B021,SC_B,8,1,-6,8.19765659638557,10.1177137202216,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94067183534751,-0.538629975346692,0.842542431962938,0.195328512029285,0.195328512029285,43,1,RAW_TANGENT_CORE_VALID,87.409576052205,0.254671487970716
RTC2L8_S01_B022,SC_B,8,2,-6,7.93113973587778,9.85798772051548,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94129993318432,-0.0683246674356702,0.997663139451291,0.00132474450026473,0.116247094279482,40,1,RAW_TANGENT_CORE_VALID,63.9177673150304,0.448675255499736
RTC2L8_S01_B023,SC_B,8,3,-6,7.79619590359124,10.0404369379851,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.9410477877765,-0.669554993609332,0.742762485948777,0.42964760615536,0.42964760615536,45,1,RAW_TANGENT_CORE_VALID,77.9672717167711,0.0203523938446408
RTC2L8_S01_B024,SC_B,8,4,-6,8.06759841601771,9.86694466292226,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94122223750532,-0.871302317038583,0.490746647796189,0.001,0.272827795046137,44,1,RAW_TANGENT_CORE_VALID,59.389668387912,0.449000000000003
RTC2L8_S01_B025,SC_B,8,5,-6,7.81255394847005,9.99168660261655,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.9411418600413,0.160876937104322,0.98697447338213,0.00117842719035474,0.388432746309401,44,1,RAW_TANGENT_CORE_VALID,50.7421995607202,0.448821572809645
RTC2L8_S01_B026,SC_B,8,6,-6,7.90239386106079,9.8714718268449,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94129396164675,0.0179546912463595,0.999838801538652,0.001,0.142966699701807,42,1,RAW_TANGENT_CORE_VALID,58.9712166890847,0.448999999999999
RTC2L8_S01_B027,SC_B,8,7,-6,8.02831036213901,10.2,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.9405682045273,-0.999997474723215,0.00224734225102894,NaN,0,0,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,NaN,NaN
RTC2L8_S01_B028,SC_B,8,8,-6,7.69383238960366,9.8,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94145387556766,-0.982547740599895,0.186010584220473,NaN,0,0,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,NaN,NaN
RTC2L8_S01_B029,SC_B,8,9,-6,8.05652372549557,9.8,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94132093196887,-0.292965278751625,0.956123080699333,NaN,0,0,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,NaN,NaN
RTC2L8_S01_B030,SC_B,8,10,-6,8.16991351353859,9.8,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94125398807139,0.40036348190173,0.916356416663038,NaN,0,0,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,NaN,NaN
RTC2L8_S01_B031,SC_B,8,11,-6,7.67833771227049,10.2,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94068785149453,0.998901504823514,0.0468591897211151,NaN,0,0,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,NaN,NaN
RTC2L8_S01_B032,SC_B,8,12,-6,7.74712643023156,10.2,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94067367521031,-0.777256074078072,0.629184388958231,NaN,0,0,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,NaN,NaN
RTC2L8_S01_B033,SC_B,8,13,-6,8.25373897141765,9.8,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94119652720039,0.23672250138278,0.971577303841068,NaN,0,0,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,NaN,NaN
RTC2L8_S01_B034,SC_B,8,14,-6,7.81037355142133,9.8,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94142496346235,0.281218613097049,0.959643731625322,NaN,0,0,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,NaN,NaN
RTC2L8_S01_B035,SC_B,8,15,-6,7.98296008529714,9.86104142507541,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94127290257866,-0.846133147964695,0.532971571395094,0.001,0.229060716749414,42,1,RAW_TANGENT_CORE_VALID,62.2064526797914,0.449000000000001
RTC2L8_S01_B036,SC_B,8,16,-6,7.56412298892751,9.98774725394579,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94119431609357,-0.654101498650965,0.756406788350396,0.001,0.49641874408673,45,1,RAW_TANGENT_CORE_VALID,79.1484441124059,0.449000000000001
RTC2L8_S01_B037,SC_B,8,17,-6,7.51216379447709,9.97192838951496,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94122401735566,-0.988837228013808,0.148999786892358,0.226859975129333,0.226859975129333,43,1,RAW_TANGENT_CORE_VALID,38.5689672041896,0.223140024870668
RTC2L8_S01_B038,SC_B,8,18,-6,7.40549951714162,10.2,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.9406966048592,-0.192475622693358,0.981301755154246,NaN,0,0,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,NaN,NaN
RTC2L8_S01_B039,SC_B,8,19,-6,8.05451612098603,10.0789286495325,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94085291970358,-0.769000078648307,0.639248683251595,0.001,0.378792647179594,44,1,RAW_TANGENT_CORE_VALID,69.7358184905143,0.449
RTC2L8_S01_B040,SC_B,8,20,-6,8.08659515823653,9.96938964591289,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94106239715258,-0.975698125823367,0.219119070974595,0.365005504849076,1.05238460170295,45,1,RAW_TANGENT_CORE_VALID,42.6572970743746,0.0849944951509253
RTC2L8_S02_B001,SC_A,8,1,0,7.94989284916761,9.86890149955305,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94127759151277,0.871864201007457,0.489747705458258,0.001,0.281375486950295,42,1,RAW_TANGENT_CORE_VALID,0.675999662816077,0.449000000000001
RTC2L8_S02_B002,SC_A,8,2,0,7.90469683753262,9.82819051378954,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94135063782162,0.959305926179722,0.282368801386529,0.001,0.199671590141078,44,1,RAW_TANGENT_CORE_VALID,13.5983668188606,0.449000000000001
RTC2L8_S02_B003,SC_A,8,3,0,7.98647303116318,10.1483753467785,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94071394326599,0.265068576623696,0.96422956275292,0.107079590204845,0.107079590204845,42,1,RAW_TANGENT_CORE_VALID,44.628972329539,0.342920409795156
RTC2L8_S02_B004,SC_A,8,4,0,8.11050897528047,9.82536181890673,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94125340175425,0.457685597002288,0.889114106454655,0.0570496378869886,0.0570496378869886,40,1,RAW_TANGENT_CORE_VALID,32.7621361492832,0.392950362113012
RTC2L8_S02_B005,SC_A,8,5,0,8.08193951495458,9.98057568077287,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94104542158881,0.95820081698615,0.286096477306301,0.001,1.08131923050303,47,1,RAW_TANGENT_CORE_VALID,13.375598550239,0.449000000000002
RTC2L8_S02_B006,SC_A,8,6,0,7.94766969673795,9.91416820361341,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.9412175008502,0.800472505555293,0.599369475240465,0.380961020971612,0.380961020971612,44,1,RAW_TANGENT_CORE_VALID,6.82475297062398,0.0690389790283888
RTC2L8_S02_B007,SC_A,8,7,0,7.96877634400933,10.0913871788284,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94086492997047,0.991424172145542,0.130683246384246,0.395595590130355,1.14739252882737,41,1,RAW_TANGENT_CORE_VALID,22.4909237165017,0.0544044098696462
RTC2L8_S02_B008,SC_A,8,8,0,8.08387286559882,9.88425928172085,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94119047015033,0.12413989864043,0.992264725547343,0.16983226260385,0.16983226260385,43,1,RAW_TANGENT_CORE_VALID,52.8689112631545,0.280167737396151
RTC2L8_S02_B009,SC_A,8,9,0,8.07750484008231,10.0134604084779,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94098544214656,0.805863640447192,0.592101167880286,0.00106545398696781,0.630093644942042,45,1,RAW_TANGENT_CORE_VALID,6.30625564986843,0.448934546013032
RTC2L8_S02_B010,SC_A,8,10,0,8.12538261702801,10.0950706744514,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94077377910792,0.490518756729754,0.871430633668737,0.001,0.240820832994581,43,1,RAW_TANGENT_CORE_VALID,30.6253163476038,0.449
RTC2L8_S02_B011,SC_A,8,11,0,8.21132895467091,10.1420746287335,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94060120727784,-0.657516203334473,0.75344040398204,0.001,0.153762317391932,42,1,RAW_TANGENT_CORE_VALID,78.8892816832056,0.449000000000002
RTC2L8_S02_B012,SC_A,8,12,0,8.05670490255617,9.84237761812636,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94126046833655,-0.392053709362537,0.919942329157146,0.0921310320945643,0.0921310320945643,41,1,RAW_TANGENT_CORE_VALID,83.0823476922066,0.357868967905437
RTC2L8_S02_B013,SC_A,8,13,0,7.92787045683759,10.1566951732869,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94071888388151,0.511197224482039,0.859463435919097,0.100771772022656,0.100771772022656,41,1,RAW_TANGENT_CORE_VALID,29.2563907861485,0.349228227977346
RTC2L8_S02_B014,SC_A,8,14,0,7.94464519402935,9.8,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94137523300625,0.935745152021837,0.35267692080377,NaN,0,0,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,NaN,NaN
RTC2L8_S02_B015,SC_A,8,15,0,8.05658908011758,10.2,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94055354423949,0.409725504037882,0.912208863879815,NaN,0,0,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,NaN,NaN
RTC2L8_S02_B016,SC_A,8,16,0,8.06218101281408,9.95055824607629,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94110702951086,0.539526521749492,0.84196860531073,0.357633871682712,0.357633871682712,44,1,RAW_TANGENT_CORE_VALID,27.3485870541739,0.0923661283172887
RTC2L8_S02_B017,SC_A,8,17,0,8.12890252583228,9.87408649479605,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94117763467779,-0.917090823497478,0.398678343350523,0.371660492884684,0.371660492884684,44,1,RAW_TANGENT_CORE_VALID,53.4955813047468,0.0783395071153173
RTC2L8_S02_B018,SC_A,8,18,0,7.97121026912453,9.92910658993073,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94118537420916,0.729965597173659,0.683483889307497,0.377789709312783,0.377789709312783,44,1,RAW_TANGENT_CORE_VALID,13.1164899783812,0.0722102906872177
RTC2L8_S02_B019,SC_A,8,19,0,7.90455893478805,9.88316143856883,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94127770730238,0.7340384982387,0.679107858225388,0.244913786702871,0.244913786702871,43,1,RAW_TANGENT_CORE_VALID,12.7739672134625,0.205086213297131
RTC2L8_S02_B020,SC_A,8,20,0,7.98155701750997,10.1004828845062,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94083668787023,0.898912535776281,0.438128123982307,0.00130152164208116,0.454283165340999,45,1,RAW_TANGENT_CORE_VALID,4.01549104974199,0.448698478357919
RTC2L8_S02_B021,SC_B,8,1,0,8.04058434842363,10.0424247026004,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94094424349154,-0.686470272036106,0.727157868423821,0.433400515189856,0.433400515189856,45,1,RAW_TANGENT_CORE_VALID,76.6486543064739,0.0165994848101448
RTC2L8_S02_B022,SC_B,8,2,0,7.90771565760526,9.95166816327848,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94117769261532,-0.104379313794742,0.994537560302143,0.001,0.305002383685551,43,1,RAW_TANGENT_CORE_VALID,65.991407360634,0.449000000000001
RTC2L8_S02_B023,SC_B,8,3,0,7.87880489712872,9.97600974893636,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94114784973513,0.98246831237307,0.186429652101839,0.460325018640522,0.97469789325257,40,1,RAW_TANGENT_CORE_VALID,19.2555043493528,0.0103250186405213
RTC2L8_S02_B024,SC_B,8,4,0,7.95594533635338,9.98707926197592,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94109663459763,0.998084794142566,0.061860679768258,0.782146567705502,1.11402425849195,40,1,RAW_TANGENT_CORE_VALID,26.4533796729052,0.332146567705501
RTC2L8_S02_B025,SC_B,8,5,0,7.88246404953159,9.97951158219554,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94114028524574,0.300964161517635,0.953635451040903,0.00107480110186174,0.376478416358363,45,1,RAW_TANGENT_CORE_VALID,42.4844779047183,0.448925198898138
RTC2L8_S02_B026,SC_B,8,6,0,7.91114341112993,9.90736513048732,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94124231674626,0.121405374279219,0.992603009816172,0.00108852515950988,0.216330455228432,43,1,RAW_TANGENT_CORE_VALID,53.0267823423654,0.448911474840493
RTC2L8_S02_B027,SC_B,8,7,0,7.9726504852209,10.1377848589298,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94074706325025,0.986384315714053,0.164456625629126,0.752610101960379,0.756614588585151,39,1,RAW_TANGENT_CORE_VALID,20.5343297900317,0.302610101960378
RTC2L8_S02_B028,SC_B,8,8,0,7.80149166791798,9.82458005942189,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94139147222148,0.936290122834171,0.351227569936036,0.139966571680935,0.139966571680935,42,1,RAW_TANGENT_CORE_VALID,9.43758283408448,0.310033428319066
RTC2L8_S02_B029,SC_B,8,9,0,7.93934292697646,9.83671505868147,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94132470124996,-0.385356174539572,0.922767911635546,0.001,0.0795759328397062,41,1,RAW_TANGENT_CORE_VALID,82.6658537907756,0.449000000000001
RTC2L8_S02_B030,SC_B,8,10,0,8.07041101587012,9.8,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94131338303043,0.499785287996738,0.866149332333644,NaN,0,0,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,NaN,NaN
RTC2L8_S02_B031,SC_B,8,11,0,7.79609178333382,10.1103491769979,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94088217419782,0.972749327814084,0.231859322083989,0.580319676817902,0.773320841244051,39,1,RAW_TANGENT_CORE_VALID,16.5934374379423,0.130319676817901
RTC2L8_S02_B032,SC_B,8,12,0,7.88183214551059,10.042667476279,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94101449833954,-0.936634289473322,0.35030873209614,0.661629456693863,0.898250653242977,39,1,RAW_TANGENT_CORE_VALID,50.5061997065104,0.211629456693863
RTC2L8_S02_B033,SC_B,8,13,0,8.08098169465607,9.89547227998395,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.9411770998182,0.457171076467685,0.889378775798803,0.00119666752552736,0.21469430704189,43,1,RAW_TANGENT_CORE_VALID,32.795287650281,0.448803332474473
RTC2L8_S02_B034,SC_B,8,14,0,7.8150974535947,9.85613130295205,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94134480929917,0.662857862544806,0.748745253115191,0.149934314023386,0.149934314023386,42,1,RAW_TANGENT_CORE_VALID,18.4818044356167,0.300065685976616
RTC2L8_S02_B035,SC_B,8,15,0,7.90090972003445,9.85316188929334,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94131855830692,-0.986025984392611,0.166591590731894,0.001762917565626,0.638230165877885,44,1,RAW_TANGENT_CORE_VALID,39.5897057030261,0.448237082434376
RTC2L8_S02_B036,SC_B,8,16,0,7.69457744826934,9.95810156546338,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94123009054201,-0.976660425626407,0.214789229281277,0.001,0.603234124246219,45,1,RAW_TANGENT_CORE_VALID,42.4031621481677,0.449000000000001
RTC2L8_S02_B037,SC_B,8,17,0,7.75381580265348,9.93480784734239,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94125387216055,0.959160312649941,0.282863031584665,0.682929311711677,0.737761556618146,39,1,RAW_TANGENT_CORE_VALID,13.5688460451431,0.232929311711676
RTC2L8_S02_B038,SC_B,8,18,0,7.67121284321793,10.1772927187837,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94074272454265,-0.262301756861528,0.96498590059511,0.00124334632321971,0.0470624103467072,40,1,RAW_TANGENT_CORE_VALID,75.2066841957788,0.448756653676783
RTC2L8_S02_B039,SC_B,8,19,0,8.01602502263357,10.0623254725858,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94091178972339,-0.82212373728233,0.569308844650189,0.001,0.483654974651755,45,1,RAW_TANGENT_CORE_VALID,64.7020434409923,0.449000000000001
RTC2L8_S02_B040,SC_B,8,20,0,7.93891905894364,9.88516366403568,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94126091748638,0.909745399770094,0.415166602217895,0.41026259617572,0.41026259617572,44,1,RAW_TANGENT_CORE_VALID,5.47019134468139,0.039737403824282
RTC2L8_S03_B001,SC_A,8,1,6,7.97240290812475,9.93985229638918,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94116860352609,0.885382704973061,0.464862846154203,0.344924630374392,0.601692725267986,39,1,RAW_TANGENT_CORE_VALID,2.2986539499022,0.105075369625611
RTC2L8_S03_B002,SC_A,8,2,6,7.94502163759144,9.91176035217516,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94122204684073,0.942338391418764,0.334661554496922,0.001,0.667900753303796,45,1,RAW_TANGENT_CORE_VALID,10.4480414316765,0.449000000000002
RTC2L8_S03_B003,SC_A,8,3,6,7.99453756280293,10.0834726957318,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94087220483048,0.770766898241622,0.63711724868739,0.365795478016835,0.365795478016835,44,1,RAW_TANGENT_CORE_VALID,9.57719432371041,0.0842045219831667
RTC2L8_S03_B004,SC_A,8,4,6,8.05996106404234,9.90934092865166,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94116960899228,0.787856782119978,0.615858499062531,0.197560451034707,0.355084581338392,39,1,RAW_TANGENT_CORE_VALID,8.01432687490794,0.252439548965294
RTC2L8_S03_B005,SC_A,8,5,6,8.03921326877464,9.99729051454953,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94103759016176,0.933660408584899,0.358159519545523,0.001,1.10169074830049,46,1,RAW_TANGENT_CORE_VALID,9.01279123612873,0.449000000000001
RTC2L8_S03_B006,SC_A,8,6,6,7.97862862517919,9.95454318492212,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94114252787641,0.833729259655722,0.552173452453051,0.559763183961675,0.559763183961675,45,1,RAW_TANGENT_CORE_VALID,3.51624903639953,0.109763183961674
RTC2L8_S03_B007,SC_A,8,7,6,7.98973340217441,10.0372842844648,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94098066903594,0.925096134087631,0.37973298868563,0.001,0.857000684077684,46,1,RAW_TANGENT_CORE_VALID,7.68285565356259,0.449
RTC2L8_S03_B008,SC_A,8,8,6,8.03892641528178,9.95192442610494,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94111715349396,0.526071657467671,0.85044024552535,0.357284187582381,0.357284187582381,44,1,RAW_TANGENT_CORE_VALID,28.259585239874,0.0927158124176202
RTC2L8_S03_B009,SC_A,8,9,6,8.04234770599475,10.0031757323905,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94102465412683,0.860656629542684,0.509185787335259,0.001,0.773094114191719,46,1,RAW_TANGENT_CORE_VALID,0.60961065299191,0.449000000000002
RTC2L8_S03_B010,SC_A,8,10,6,8.06705858697501,10.0486351100543,1,K1_WHITE_SINGLE_TARGET_DML_CENTER_VALID,21,2,1.94091641298512,0.742275904719973,0.670094382361281,0.001,0.451771851637836,45,1,RAW_TANGENT_CORE_VALID,12.0743496956082,0.449000000000001
