global_trial_index,trial_id,K,noise_profile_id,noise_index,L,L_index,profile_id,profile_index,center_az_deg,center_el_deg,separation_deg,direction_deg,secondary_power_db,correlation_magnitude,source_correlation_contract,white_beamspace_snr_target_db,snr_db,snr_index,replicate_id,base_realization_index,base_realization_id,paired_original_trial_id,source_seed,noise_seed,snr_control_domain,protocol_id,cpi_id,range_doppler_cell_id,single_cpi_flag,same_range_doppler_cell_flag,cross_cpi_data_used_flag,tracking_input_used_flag,K_estimated_inside_module_flag,measurement_hash,element_trial_hash,resulting_element_snr_expected_db,resulting_raw_beamspace_snr_expected_db,resulting_white_beamspace_snr_expected_db
898,MC1_K2_N2_L1_SP0_P1_R09,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,0,0,2,9,128,MC1_BASE_N2_L1_P1_R09,MC1_BASE_N2_L1_P1_R09,430100128,430200128,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,1200ffc768247b189ecbfdff3e9f8684abada7f90f661ba3df1fb3efebc93530,-22.7061158474324,5.7109645554314,3.23049701295339e-13
899,MC1_K2_N2_L1_SP6_P1_R09,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,6,6,3,9,128,MC1_BASE_N2_L1_P1_R09,MC1_BASE_N2_L1_P1_R09,430100128,430200128,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,1648cdc25310c1ab86c6220114b642398bff29ec4fd70143f688e721203ab143,-16.7061158474324,11.7109645554314,6.00000000000042
900,MC1_K2_N2_L1_SP10_P1_R09,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,10,10,4,9,128,MC1_BASE_N2_L1_P1_R09,MC1_BASE_N2_L1_P1_R09,430100128,430200128,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,3291e352966e9e88ca22977147e28a9316aad0c80a71c0ce15367f1d71316c9f,-12.7061158474324,15.7109645554314,9.9999999999995
901,MC1_K2_N2_L1_SP14_P1_R09,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,14,14,5,9,128,MC1_BASE_N2_L1_P1_R09,MC1_BASE_N2_L1_P1_R09,430100128,430200128,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,45e8c67d40aa903e3bf3669119c76816b7b6051d82169ce17cb1775d569ee690,-8.70611584743237,19.7109645554314,14.0000000000005
902,MC1_K2_N2_L1_SP18_P1_R09,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,18,18,6,9,128,MC1_BASE_N2_L1_P1_R09,MC1_BASE_N2_L1_P1_R09,430100128,430200128,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,fa0686ddc3690db7fca33edf1c11bc31ad18491897c7ab8c9965c047154bc942,-4.70611584743236,23.7109645554314,18.0000000000003
903,MC1_K2_N2_L1_SP22_P1_R09,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,22,22,7,9,128,MC1_BASE_N2_L1_P1_R09,MC1_BASE_N2_L1_P1_R09,430100128,430200128,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,88c0b2157bd1279f6f8c852a530563b6cfc86f7597e88653cb77094a84f208ea,-0.706115847432366,27.7109645554314,22.0000000000006
904,MC1_K2_N2_L1_SM6_P1_R10,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,-6,-6,1,10,129,MC1_BASE_N2_L1_P1_R10,MC1_BASE_N2_L1_P1_R10,430100129,430200129,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,94e7b46a71fd101117cc24a23e1be7e541b39e640463166718b84fc36b2950f6,-28.670962941421,-0.224303359221555,-6.00000000000015
905,MC1_K2_N2_L1_SP0_P1_R10,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,0,0,2,10,129,MC1_BASE_N2_L1_P1_R10,MC1_BASE_N2_L1_P1_R10,430100129,430200129,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,a43ccef47878c907a5509d5a90eb6c9c57386c7c07d2aa1fa807630561fbc2c7,-22.670962941421,5.77569664077845,-4.72520458611136e-13
906,MC1_K2_N2_L1_SP6_P1_R10,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,6,6,3,10,129,MC1_BASE_N2_L1_P1_R10,MC1_BASE_N2_L1_P1_R10,430100129,430200129,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,16192f0da7fc5eafad1396d378429c9062d2b24a9a3b442852ae9adb32b7584e,-16.670962941421,11.7756966407785,5.99999999999964
907,MC1_K2_N2_L1_SP10_P1_R10,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,10,10,4,10,129,MC1_BASE_N2_L1_P1_R10,MC1_BASE_N2_L1_P1_R10,430100129,430200129,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,5e62a02dbc5cd1ff9535b0114d6694310ae125c722e3d4f49df3a6dd8e9bd196,-12.670962941421,15.7756966407785,9.99999999999975
908,MC1_K2_N2_L1_SP14_P1_R10,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,14,14,5,10,129,MC1_BASE_N2_L1_P1_R10,MC1_BASE_N2_L1_P1_R10,430100129,430200129,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,5997ae287be615cbb3091c20be9f7b7d34eba5114362a76f76b0f021d787a2ba,-8.67096294142102,19.7756966407784,13.9999999999993
909,MC1_K2_N2_L1_SP18_P1_R10,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,18,18,6,10,129,MC1_BASE_N2_L1_P1_R10,MC1_BASE_N2_L1_P1_R10,430100129,430200129,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,22cef06090e86de6b64cb89e72ab5d6f51c75b3706e2decb8f66d3297871b5ba,-4.67096294142101,23.7756966407784,17.9999999999993
910,MC1_K2_N2_L1_SP22_P1_R10,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,22,22,7,10,129,MC1_BASE_N2_L1_P1_R10,MC1_BASE_N2_L1_P1_R10,430100129,430200129,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,2aab0ca9cd24a2ef5e4ab0ce7012f9331c751805e5efbdedc330833bf6c469e1,-0.670962941421011,27.7756966407784,21.9999999999995
911,MC1_K2_N2_L1_SM6_P2_R01,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P2,2,8.2,10,0.2,0,-6,1,L1_FULLY_COHERENT_BY_CONTRACT,-6,-6,1,1,130,MC1_BASE_N2_L1_P2_R01,MC1_BASE_N2_L1_P2_R01,430100130,430200130,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ba0a81ef9f0a1661a7ee8fe572cd260e4bb597753bfb6f9c63dbfbe055c88b0d,-28.6570624632665,-0.168514743557767,-5.99999999999955
912,MC1_K2_N2_L1_SP0_P2_R01,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P2,2,8.2,10,0.2,0,-6,1,L1_FULLY_COHERENT_BY_CONTRACT,0,0,2,1,130,MC1_BASE_N2_L1_P2_R01,MC1_BASE_N2_L1_P2_R01,430100130,430200130,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,70bf09081af66105b124b448e3ba27ae6295bfaa2b92edaa116ad670498b6328,-22.6570624632665,5.83148525644223,2.79654965300444e-13
913,MC1_K2_N2_L1_SP6_P2_R01,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P2,2,8.2,10,0.2,0,-6,1,L1_FULLY_COHERENT_BY_CONTRACT,6,6,3,1,130,MC1_BASE_N2_L1_P2_R01,MC1_BASE_N2_L1_P2_R01,430100130,430200130,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,37d2a1fbfc97dedd1f170aed294e8acf835571b4b0c8307ccaf6671bd98709b4,-16.6570624632665,11.8314852564422,5.99999999999983
914,MC1_K2_N2_L1_SP10_P2_R01,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P2,2,8.2,10,0.2,0,-6,1,L1_FULLY_COHERENT_BY_CONTRACT,10,10,4,1,130,MC1_BASE_N2_L1_P2_R01,MC1_BASE_N2_L1_P2_R01,430100130,430200130,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,4d4ffb0879adf897c8a31d5f0ad70d54ce8fdf8842c9d654fe47d36d72f997a9,-12.6570624632665,15.8314852564422,10.0000000000006
915,MC1_K2_N2_L1_SP14_P2_R01,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P2,2,8.2,10,0.2,0,-6,1,L1_FULLY_COHERENT_BY_CONTRACT,14,14,5,1,130,MC1_BASE_N2_L1_P2_R01,MC1_BASE_N2_L1_P2_R01,430100130,430200130,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,39aff64852fe5b5770e9d064b2dca4e81212554c8d81f18f34b2593ece93e417,-8.65706246326653,19.8314852564422,14.0000000000003
916,MC1_K2_N2_L1_SP18_P2_R01,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P2,2,8.2,10,0.2,0,-6,1,L1_FULLY_COHERENT_BY_CONTRACT,18,18,6,1,130,MC1_BASE_N2_L1_P2_R01,MC1_BASE_N2_L1_P2_R01,430100130,430200130,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,a6a32e4d2a61cd58655a62155433ce9536913a49b6fcc26a3b272cdfdc3a0687,-4.65706246326653,23.8314852564422,18.0000000000001
917,MC1_K2_N2_L1_SP22_P2_R01,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P2,2,8.2,10,0.2,0,-6,1,L1_FULLY_COHERENT_BY_CONTRACT,22,22,7,1,130,MC1_BASE_N2_L1_P2_R01,MC1_BASE_N2_L1_P2_R01,430100130,430200130,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,c3ebc1945b5fb2d865cdab42cd9faf2ee620995da8656f2de68735cd04c8ce30,-0.657062463266529,27.8314852564422,22.0000000000003
918,MC1_K2_N2_L1_SM6_P2_R02,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P2,2,8.2,10,0.2,0,-6,1,L1_FULLY_COHERENT_BY_CONTRACT,-6,-6,1,2,131,MC1_BASE_N2_L1_P2_R02,MC1_BASE_N2_L1_P2_R02,430100131,430200131,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,0685b7b15b38378371df5cac993b5823c1cbaf0f1fcc00cfa4667906f24ead5f,-28.701736925481,-0.212127608923608,-5.99999999999936
919,MC1_K2_N2_L1_SP0_P2_R02,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P2,2,8.2,10,0.2,0,-6,1,L1_FULLY_COHERENT_BY_CONTRACT,0,0,2,2,131,MC1_BASE_N2_L1_P2_R02,MC1_BASE_N2_L1_P2_R02,430100131,430200131,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,d605510545ce1b13a5e2c56ca18154ddfc4f450aa33580af475c7d30c4a85caa,-22.701736925481,5.78787239107639,2.68083035701806e-13
920,MC1_K2_N2_L1_SP6_P2_R02,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P2,2,8.2,10,0.2,0,-6,1,L1_FULLY_COHERENT_BY_CONTRACT,6,6,3,2,131,MC1_BASE_N2_L1_P2_R02,MC1_BASE_N2_L1_P2_R02,430100131,430200131,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,aba165a0aef4bcf05834e146d3aae6ac850573193c81568fd21e014e2f3cd2ef,-16.701736925481,11.7878723910764,6.00000000000046
921,MC1_K2_N2_L1_SP10_P2_R02,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P2,2,8.2,10,0.2,0,-6,1,L1_FULLY_COHERENT_BY_CONTRACT,10,10,4,2,131,MC1_BASE_N2_L1_P2_R02,MC1_BASE_N2_L1_P2_R02,430100131,430200131,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,e6f7563aba3f04ec0318c64f412813e1184845557bc66a415836c66d1efb4828,-12.701736925481,15.7878723910764,9.99999999999977
922,MC1_K2_N2_L1_SP14_P2_R02,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P2,2,8.2,10,0.2,0,-6,1,L1_FULLY_COHERENT_BY_CONTRACT,14,14,5,2,131,MC1_BASE_N2_L1_P2_R02,MC1_BASE_N2_L1_P2_R02,430100131,430200131,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,9f7f59cc7d538d23e2a8ae2351a2806d35b2cba5504e1d0c740b54419119168e,-8.701736925481,19.7878723910764,14.0000000000009
923,MC1_K2_N2_L1_SP18_P2_R02,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P2,2,8.2,10,0.2,0,-6,1,L1_FULLY_COHERENT_BY_CONTRACT,18,18,6,2,131,MC1_BASE_N2_L1_P2_R02,MC1_BASE_N2_L1_P2_R02,430100131,430200131,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,b81b7fa1397109788be8f370f8dbcedd73e1a80752fdd1b25e388a13e9d37ff2,-4.701736925481,23.7878723910764,18.0000000000009
924,MC1_K2_N2_L1_SP22_P2_R02,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P2,2,8.2,10,0.2,0,-6,1,L1_FULLY_COHERENT_BY_CONTRACT,22,22,7,2,131,MC1_BASE_N2_L1_P2_R02,MC1_BASE_N2_L1_P2_R02,430100131,430200131,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,d1b280be32b94466e4f42bf27f9f197e88446a7de7b9a8c21125f9d9d365005b,-0.701736925480995,27.7878723910764,21.9999999999997
925,MC1_K2_N2_L1_SM6_P2_R03,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P2,2,8.2,10,0.2,0,-6,1,L1_FULLY_COHERENT_BY_CONTRACT,-6,-6,1,3,132,MC1_BASE_N2_L1_P2_R03,MC1_BASE_N2_L1_P2_R03,430100132,430200132,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,271a06d0942d57a3fcc596a3ac8f10fc9a73c9d29d209500950c5ca0eaa50ff9,-28.6669678540018,-0.179608946551124,-6.00000000000137
926,MC1_K2_N2_L1_SP0_P2_R03,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P2,2,8.2,10,0.2,0,-6,1,L1_FULLY_COHERENT_BY_CONTRACT,0,0,2,3,132,MC1_BASE_N2_L1_P2_R03,MC1_BASE_N2_L1_P2_R03,430100132,430200132,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,d15ed84c35bef93d98c08c7a59d1b73c00d22ff6f398737e788b0811be0c07b0,-22.6669678540018,5.82039105344888,-2.80137129033739e-13
927,MC1_K2_N2_L1_SP6_P2_R03,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P2,2,8.2,10,0.2,0,-6,1,L1_FULLY_COHERENT_BY_CONTRACT,6,6,3,3,132,MC1_BASE_N2_L1_P2_R03,MC1_BASE_N2_L1_P2_R03,430100132,430200132,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,ec043854a19b928f55bf3e76f6b80045bf230a06d63e35d8c19c733a75be2a5c,-16.6669678540018,11.8203910534489,5.99999999999923
928,MC1_K2_N2_L1_SP10_P2_R03,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P2,2,8.2,10,0.2,0,-6,1,L1_FULLY_COHERENT_BY_CONTRACT,10,10,4,3,132,MC1_BASE_N2_L1_P2_R03,MC1_BASE_N2_L1_P2_R03,430100132,430200132,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,1a1321d3f88ba94fe42cec7bdb29af324158320d72366fa696b888ddd9d53524,-12.6669678540018,15.8203910534489,9.99999999999863
929,MC1_K2_N2_L1_SP14_P2_R03,2,STAGE5_TOEPLITZ_CORRELATED,2,1,1,P2,2,8.2,10,0.2,0,-6,1,L1_FULLY_COHERENT_BY_CONTRACT,14,14,5,3,132,MC1_BASE_N2_L1_P2_R03,MC1_BASE_N2_L1_P2_R03,430100132,430200132,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,7ac5f2ed7f8b920df52a4e1cde4f3ee8f80b69a8208c8d8579b1925f9a445627,6ce3f841bf8325df7bdbe9cb01e535cf78a414508c4b80028e4f08e0c246934e,-8.66696785400175,19.8203910534489,13.9999999999981
