global_trial_index,trial_id,K,noise_profile_id,noise_index,L,L_index,profile_id,profile_index,center_az_deg,center_el_deg,separation_deg,direction_deg,secondary_power_db,correlation_magnitude,source_correlation_contract,white_beamspace_snr_target_db,snr_db,snr_index,replicate_id,base_realization_index,base_realization_id,paired_original_trial_id,source_seed,noise_seed,snr_control_domain,protocol_id,cpi_id,range_doppler_cell_id,single_cpi_flag,same_range_doppler_cell_flag,cross_cpi_data_used_flag,tracking_input_used_flag,K_estimated_inside_module_flag,measurement_hash,element_trial_hash,resulting_element_snr_expected_db,resulting_raw_beamspace_snr_expected_db,resulting_white_beamspace_snr_expected_db
557,MC1_K2_N1_L4_SP10_P4_R10,2,WHITE,1,4,2,P4,4,8.1,9.95,0.1,135,-6,0.9,SPECIFIED_CORRELATION,10,10,4,10,79,MC1_BASE_N1_L4_P4_R10,MC1_BASE_N1_L4_P4_R10,430100079,430200079,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,d6f6cae3c0512ef189480c1908d2ab6a9514b119442e7eef4dc1c185f2c4f4cc,-11.4197205219536,19.8130489276536,10
558,MC1_K2_N1_L4_SP14_P4_R10,2,WHITE,1,4,2,P4,4,8.1,9.95,0.1,135,-6,0.9,SPECIFIED_CORRELATION,14,14,5,10,79,MC1_BASE_N1_L4_P4_R10,MC1_BASE_N1_L4_P4_R10,430100079,430200079,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,3ebea37fe43a7e0341f6a9a2b057761a960e630b0b674319eedee9ed00608d63,-7.41972052195363,23.8130489276536,14
559,MC1_K2_N1_L4_SP18_P4_R10,2,WHITE,1,4,2,P4,4,8.1,9.95,0.1,135,-6,0.9,SPECIFIED_CORRELATION,18,18,6,10,79,MC1_BASE_N1_L4_P4_R10,MC1_BASE_N1_L4_P4_R10,430100079,430200079,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,d34cc2a89e97c9f780acc6b15348f84eea988ac33cb4d6c57689f16a43546bef,-3.41972052195363,27.8130489276536,18
560,MC1_K2_N1_L4_SP22_P4_R10,2,WHITE,1,4,2,P4,4,8.1,9.95,0.1,135,-6,0.9,SPECIFIED_CORRELATION,22,22,7,10,79,MC1_BASE_N1_L4_P4_R10,MC1_BASE_N1_L4_P4_R10,430100079,430200079,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,be31ad4c09db298e27853d62b635cbd3d384f7ddf3f98a4bc2558f1b340c8f35,0.580279478046372,31.8130489276536,22
561,MC1_K2_N1_L8_SM6_P1_R01,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,-6,-6,1,1,80,MC1_BASE_N1_L8_P1_R01,MC1_BASE_N1_L8_P1_R01,430100080,430200080,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,d0b494972cbb9e92d8fac99ed33c732346c78b77a7c466b484f1eb98247f1375,-27.4197201460617,3.80466293293079,-6
562,MC1_K2_N1_L8_SP0_P1_R01,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,0,0,2,1,80,MC1_BASE_N1_L8_P1_R01,MC1_BASE_N1_L8_P1_R01,430100080,430200080,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,e98b9635f58ac8a9e9613cbbf756481620d11a7d2ac3c4f9ffb85875b356a6c0,-21.4197201460617,9.80466293293078,9.64327466553287e-16
563,MC1_K2_N1_L8_SP6_P1_R01,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,6,6,3,1,80,MC1_BASE_N1_L8_P1_R01,MC1_BASE_N1_L8_P1_R01,430100080,430200080,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,05bd7f2039b9bd904cc0619116a0352daa21aef232886542b3a6c18e67b0d0b2,-15.4197201460617,15.8046629329308,6
564,MC1_K2_N1_L8_SP10_P1_R01,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,10,10,4,1,80,MC1_BASE_N1_L8_P1_R01,MC1_BASE_N1_L8_P1_R01,430100080,430200080,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ae1ca3c9d5f9160e043bc9a83a00dcda233466227469bbf56aa50af2031f5db8,-11.4197201460617,19.8046629329308,10
565,MC1_K2_N1_L8_SP14_P1_R01,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,14,14,5,1,80,MC1_BASE_N1_L8_P1_R01,MC1_BASE_N1_L8_P1_R01,430100080,430200080,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,4f90f9346304da6fdcd7aadb5ad2296981825000368455924982d72e5a145296,-7.41972014606174,23.8046629329308,14
566,MC1_K2_N1_L8_SP18_P1_R01,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,18,18,6,1,80,MC1_BASE_N1_L8_P1_R01,MC1_BASE_N1_L8_P1_R01,430100080,430200080,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,727092a2d3f12416b8e1fed7a9b5f41121b8100c71d08be09638a835c7930cad,-3.41972014606174,27.8046629329308,18
567,MC1_K2_N1_L8_SP22_P1_R01,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,22,22,7,1,80,MC1_BASE_N1_L8_P1_R01,MC1_BASE_N1_L8_P1_R01,430100080,430200080,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,7d4e02af089a639ea44911ed0a7f997863db355779f1ee4473286cec930c04f8,0.580279853938259,31.8046629329308,22
568,MC1_K2_N1_L8_SM6_P1_R02,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,-6,-6,1,2,81,MC1_BASE_N1_L8_P1_R02,MC1_BASE_N1_L8_P1_R02,430100081,430200081,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,28f106cd0367605d7cb735808aef614baf0552ea7bfd27a0b0ac1db2135dd03c,-27.4197201460617,3.80466293293079,-6
569,MC1_K2_N1_L8_SP0_P1_R02,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,0,0,2,2,81,MC1_BASE_N1_L8_P1_R02,MC1_BASE_N1_L8_P1_R02,430100081,430200081,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1a88b922058b2bb108fcf628c73c013b42edbed6ca69013490681b034db2923c,-21.4197201460617,9.80466293293078,9.64327466553287e-16
570,MC1_K2_N1_L8_SP6_P1_R02,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,6,6,3,2,81,MC1_BASE_N1_L8_P1_R02,MC1_BASE_N1_L8_P1_R02,430100081,430200081,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,e4d19fd61eb6684bd50d7b3e7f3c644fac20b7603322161829e5e8d7204a0480,-15.4197201460617,15.8046629329308,6
571,MC1_K2_N1_L8_SP10_P1_R02,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,10,10,4,2,81,MC1_BASE_N1_L8_P1_R02,MC1_BASE_N1_L8_P1_R02,430100081,430200081,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,c8142491619c4ee088ca8500bc257e26bab5dc7f9a77ae5f53377dd97bf86b90,-11.4197201460617,19.8046629329308,10
572,MC1_K2_N1_L8_SP14_P1_R02,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,14,14,5,2,81,MC1_BASE_N1_L8_P1_R02,MC1_BASE_N1_L8_P1_R02,430100081,430200081,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,45a7feb5cecec5ea7b02722d904390323abb2468c7fb9e63f9b577d628a4a940,-7.41972014606174,23.8046629329308,14
573,MC1_K2_N1_L8_SP18_P1_R02,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,18,18,6,2,81,MC1_BASE_N1_L8_P1_R02,MC1_BASE_N1_L8_P1_R02,430100081,430200081,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,f961010c07a97a66c36b9af7892d4ccad57637947aa8db03397dedeb37555afc,-3.41972014606174,27.8046629329308,18
574,MC1_K2_N1_L8_SP22_P1_R02,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,22,22,7,2,81,MC1_BASE_N1_L8_P1_R02,MC1_BASE_N1_L8_P1_R02,430100081,430200081,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,cbe1a1b94cc7dcb36c9194026147416cb5dae4a3ba18c4e6cd0101627c6455e2,0.580279853938259,31.8046629329308,22
575,MC1_K2_N1_L8_SM6_P1_R03,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,-6,-6,1,3,82,MC1_BASE_N1_L8_P1_R03,MC1_BASE_N1_L8_P1_R03,430100082,430200082,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,dd87607bd57c10f32d722afcb8003913c64468bcb96e717a9fdb10d0c7789df2,-27.4197201460617,3.80466293293079,-6
576,MC1_K2_N1_L8_SP0_P1_R03,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,0,0,2,3,82,MC1_BASE_N1_L8_P1_R03,MC1_BASE_N1_L8_P1_R03,430100082,430200082,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,5d5523df61948d81571dbe014a6fd7aa1909af02d7eb6dfa8192b3251b014a60,-21.4197201460617,9.80466293293078,9.64327466553287e-16
577,MC1_K2_N1_L8_SP6_P1_R03,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,6,6,3,3,82,MC1_BASE_N1_L8_P1_R03,MC1_BASE_N1_L8_P1_R03,430100082,430200082,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,04171febd859b0a410560fa92a22bd5a234a423e2f14777b7985ca26e155a63c,-15.4197201460617,15.8046629329308,6
578,MC1_K2_N1_L8_SP10_P1_R03,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,10,10,4,3,82,MC1_BASE_N1_L8_P1_R03,MC1_BASE_N1_L8_P1_R03,430100082,430200082,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,93159cf67bf7d5ad785850b72963b2f5289e66e9a6897d854e674215c4deb6f8,-11.4197201460617,19.8046629329308,10
579,MC1_K2_N1_L8_SP14_P1_R03,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,14,14,5,3,82,MC1_BASE_N1_L8_P1_R03,MC1_BASE_N1_L8_P1_R03,430100082,430200082,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,9880486b6e33f3486b12b2d6fcf248aaf511941ee2095b0c6835946b614a44af,-7.41972014606174,23.8046629329308,14
580,MC1_K2_N1_L8_SP18_P1_R03,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,18,18,6,3,82,MC1_BASE_N1_L8_P1_R03,MC1_BASE_N1_L8_P1_R03,430100082,430200082,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,e8ae37058cc792c670fd5637ac1c525d280e1cdb4252e65f3279252de2eb0ec7,-3.41972014606174,27.8046629329308,18
581,MC1_K2_N1_L8_SP22_P1_R03,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,22,22,7,3,82,MC1_BASE_N1_L8_P1_R03,MC1_BASE_N1_L8_P1_R03,430100082,430200082,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,c3aa3cb91b2e0c971063c1a0f2352765867c7b8d445cd424f17671e60704f90b,0.580279853938259,31.8046629329308,22
582,MC1_K2_N1_L8_SM6_P1_R04,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,-6,-6,1,4,83,MC1_BASE_N1_L8_P1_R04,MC1_BASE_N1_L8_P1_R04,430100083,430200083,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,fddbfd3a9fffb9c8ae61a53e37129b9ceef827aeb41c9be059fc2dda83128711,-27.4197201460617,3.80466293293079,-6
583,MC1_K2_N1_L8_SP0_P1_R04,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,0,0,2,4,83,MC1_BASE_N1_L8_P1_R04,MC1_BASE_N1_L8_P1_R04,430100083,430200083,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,75d8f03d27465ec87cf7031737802fdc400ae0ca41ee12abd9316d368ec862da,-21.4197201460617,9.80466293293078,9.64327466553287e-16
584,MC1_K2_N1_L8_SP6_P1_R04,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,6,6,3,4,83,MC1_BASE_N1_L8_P1_R04,MC1_BASE_N1_L8_P1_R04,430100083,430200083,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,8519bfb6a6953af9006352364b2e580e66834159fdabddcadb6a7c1b070f7fc9,-15.4197201460617,15.8046629329308,6
585,MC1_K2_N1_L8_SP10_P1_R04,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,10,10,4,4,83,MC1_BASE_N1_L8_P1_R04,MC1_BASE_N1_L8_P1_R04,430100083,430200083,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,f9e3438c941059ed143ec70169eb031f53144e5af71b0b2a45421a303dba623a,-11.4197201460617,19.8046629329308,10
586,MC1_K2_N1_L8_SP14_P1_R04,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,14,14,5,4,83,MC1_BASE_N1_L8_P1_R04,MC1_BASE_N1_L8_P1_R04,430100083,430200083,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,2598d7b68904526de4933e9a722e604ebb002e354fd76008b1464ea101045331,-7.41972014606174,23.8046629329308,14
587,MC1_K2_N1_L8_SP18_P1_R04,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,18,18,6,4,83,MC1_BASE_N1_L8_P1_R04,MC1_BASE_N1_L8_P1_R04,430100083,430200083,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,2a5ac0fa05ba351f4ac2b7e952af682f31804b6912860e7b2d55ee8522a7f338,-3.41972014606174,27.8046629329308,18
588,MC1_K2_N1_L8_SP22_P1_R04,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,22,22,7,4,83,MC1_BASE_N1_L8_P1_R04,MC1_BASE_N1_L8_P1_R04,430100083,430200083,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,b80509e295f3a239fe83b8574df7112b762eca91b240487b09158e0d69679d35,0.580279853938259,31.8046629329308,22
589,MC1_K2_N1_L8_SM6_P1_R05,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,-6,-6,1,5,84,MC1_BASE_N1_L8_P1_R05,MC1_BASE_N1_L8_P1_R05,430100084,430200084,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,fa6aa4241ddde20b551be7471d408ddadfdb709c8b4d3d9118acf7e86fe8543f,-27.4197201460617,3.80466293293079,-6
590,MC1_K2_N1_L8_SP0_P1_R05,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,0,0,2,5,84,MC1_BASE_N1_L8_P1_R05,MC1_BASE_N1_L8_P1_R05,430100084,430200084,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,3dd9fa291c451ce33d2092a97cb7f06814cdbcb8f8deabbeef50e4609e58c44b,-21.4197201460617,9.80466293293078,9.64327466553287e-16
591,MC1_K2_N1_L8_SP6_P1_R05,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,6,6,3,5,84,MC1_BASE_N1_L8_P1_R05,MC1_BASE_N1_L8_P1_R05,430100084,430200084,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,e08d7bcbbb0c543baa6bfe6caeb8f298175010f6ce5866ff61d0e57fd1010ad8,-15.4197201460617,15.8046629329308,6
592,MC1_K2_N1_L8_SP10_P1_R05,2,WHITE,1,8,3,P1,1,8,10,0.3,45,0,0,SPECIFIED_CORRELATION,10,10,4,5,84,MC1_BASE_N1_L8_P1_R05,MC1_BASE_N1_L8_P1_R05,430100084,430200084,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,5f2547d228216ec36f80db8703a55933295613b084441d200e8509e9929dae42,-11.4197201460617,19.8046629329308,10
