measurement_identity,case_type,case_id,angle1_az,angle1_el,angle2_az,angle2_el,key1,key2,exact_key_error_deg,legacy_vs_direct_G_rel_error,legacy_vs_direct_G_abs_error,direct_vs_dictionary_G_rel_error,direct_vs_dictionary_G_abs_error,singular_value_abs_error,sigma1_direct,sigma2_direct,sigma1_dictionary,sigma2_dictionary,rank_threshold_direct,rank_threshold_dictionary,rank_threshold_abs_difference,rank_direct,rank_dictionary,rank_match,first_column_rel_error,second_column_rel_error,continuous_numeric_pass,discrete_decision_pass,static_pass,failure_reason
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_16_13,8.4,9.8,8.2,9.8,OMEGA_16,OMEGA_13,0,0,0,8.634773922561e-12,4.84855370278159e-10,4.2632564145606e-14,64.2973836760961,5.08380427119065,64.2973836760961,5.08380427119062,2.14153307341079e-13,2.14153307341079e-13,1.26217744835362e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_16_14,8.4,9.8,8.2,10,OMEGA_16,OMEGA_14,0,0,0,1.00497581101275e-11,4.84855370278159e-10,3.02868841117743e-13,64.1941857936213,6.25346249627278,64.1941857936212,6.25346249627248,2.1380958934543e-13,2.1380958934543e-13,2.01948391736579e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_16_15,8.4,9.8,8.2,10.2,OMEGA_16,OMEGA_15,0,0,0,1.41346303866963e-11,7.68191476989709e-10,2.1316282072803e-14,63.8877351323508,8.85188771825748,63.8877351323508,8.85188771825745,2.12788903605268e-13,2.12788903605268e-13,2.52435489670724e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_16_16,8.4,9.8,8.4,9.8,OMEGA_16,OMEGA_16,0,0,0,1.07079695917397e-11,4.84855370278159e-10,2.8421709430404e-14,64.4980511901744,4.10006294170558e-15,64.4980511901744,4.69281294574109e-15,2.14821664424351e-13,2.14821664424351e-13,7.57306469012171e-29,1,1,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_16_17,8.4,9.8,8.4,10,OMEGA_16,OMEGA_17,0,0,0,3.01541987466419e-11,1.88211726640292e-09,5.6843418860808e-14,64.3946562249031,3.65068850919338,64.3946562249032,3.65068850919339,2.14477290011127e-13,2.14477290011127e-13,1.76704842769507e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_16_18,8.4,9.8,8.4,10.2,OMEGA_16,OMEGA_18,0,0,0,8.37723024702694e-12,4.84855370278159e-10,5.6843418860808e-14,64.0860708058268,7.27833356132587,64.0860708058269,7.27833356132589,2.13449494099161e-13,2.13449494099161e-13,2.01948391736579e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_16_19,8.4,9.8,8.6,9.8,OMEGA_16,OMEGA_19,0,0,0,8.00294055498271e-12,4.84855370278159e-10,4.17443857259059e-14,64.2974041596346,5.0835472575991,64.2974041596346,5.08354725759914,2.14153375564967e-13,2.14153375564967e-13,5.04870979341448e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_16_20,8.4,9.8,8.6,10,OMEGA_16,OMEGA_20,0,0,0,5.38440041788973e-11,3.4379334020024e-09,4.19220214098459e-13,64.1962162762378,6.23258529662425,64.1962162762378,6.23258529662384,2.13816352211086e-13,2.13816352211086e-13,5.04870979341448e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_16_21,8.4,9.8,8.6,10.2,OMEGA_16,OMEGA_21,0,0,0,7.65940666886278e-12,4.84855370278159e-10,2.66453525910038e-14,63.8917541118667,8.82283363586319,63.8917541118667,8.82283363586316,2.1280228949605e-13,2.1280228949605e-13,2.52435489670724e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_01,8.4,10,7.4,9.8,OMEGA_17,OMEGA_01,0,0,0,2.91997505413734e-11,1.88211726640292e-09,2.8421709430404e-14,59.6333554003475,24.5736083566866,59.6333554003476,24.5736083566866,1.98618972603362e-13,1.98618972603362e-13,5.04870979341448e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_02,8.4,10,7.4,10,OMEGA_17,OMEGA_02,0,0,0,3.99974723124997e-11,1.88211726640292e-09,9.9475983006414e-14,59.7136979935707,24.3777407727228,59.7136979935707,24.3777407727229,1.98886567193926e-13,1.98886567193925e-13,2.01948391736579e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_03,8.4,10,7.4,10.2,OMEGA_17,OMEGA_03,0,0,0,2.97236617235279e-11,1.88211726640292e-09,5.6843418860808e-14,59.6347862174609,24.5701359222782,59.6347862174609,24.5701359222782,1.98623738181672e-13,1.98623738181672e-13,1.76704842769507e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_04,8.4,10,7.6,9.8,OMEGA_17,OMEGA_04,0,0,0,2.99067285625259e-11,1.88211726640292e-09,8.88178419700125e-14,61.2937144006594,20.0768486556686,61.2937144006594,20.0768486556687,2.04149078977232e-13,2.04149078977232e-13,7.57306469012171e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_05,8.4,10,7.6,10,OMEGA_17,OMEGA_05,0,0,0,5.31243246386524e-11,2.86221161671188e-09,9.9475983006414e-14,61.3815063610546,19.8068327435409,61.3815063610545,19.8068327435408,2.04441484944655e-13,2.04441484944655e-13,3.28166136571941e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_06,8.4,10,7.6,10.2,OMEGA_17,OMEGA_06,0,0,0,3.09282872413143e-11,1.88211726640292e-09,1.4210854715202e-14,61.2931788594147,20.0784836471758,61.2931788594146,20.0784836471758,2.0414729526657e-13,2.0414729526657e-13,5.04870979341448e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_07,8.4,10,7.8,9.8,OMEGA_17,OMEGA_07,0,0,0,2.92962269676409e-11,1.88211726640292e-09,1.72306613421824e-13,62.6273950016399,15.4210466058585,62.6273950016399,15.4210466058586,2.08591127709345e-13,2.08591127709345e-13,7.57306469012171e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_08,8.4,10,7.8,10,OMEGA_17,OMEGA_08,0,0,0,3.82054385146781e-11,1.88211726640292e-09,1.88293824976427e-13,62.7212361756931,15.0348423692819,62.7212361756931,15.034842369282,2.0890368160562e-13,2.0890368160562e-13,7.57306469012171e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_09,8.4,10,7.8,10.2,OMEGA_17,OMEGA_09,0,0,0,2.92208621384953e-11,1.88211726640292e-09,1.4388490399142e-13,62.6256623159854,15.4280817185374,62.6256623159854,15.4280817185376,2.08585356706821e-13,2.08585356706821e-13,2.52435489670724e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_10,8.4,10,8,9.8,OMEGA_17,OMEGA_10,0,0,0,3.71097911907645e-11,1.88211726640292e-09,1.66977542903624e-13,63.602378607967,10.7115236761959,63.6023786079669,10.7115236761961,2.11838475454474e-13,2.11838475454474e-13,1.0097419586829e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_11,8.4,10,8,10,OMEGA_17,OMEGA_11,0,0,0,2.98720302324075e-11,1.88211726640292e-09,7.63833440942108e-14,63.7008497428889,10.1094864005717,63.7008497428888,10.1094864005716,2.12166450218228e-13,2.12166450218228e-13,1.51461293802434e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_12,8.4,10,8,10.2,OMEGA_17,OMEGA_12,0,0,0,3.08893790121032e-11,1.88211726640292e-09,3.37507799486048e-13,63.6003192061357,10.7237448405758,63.6003192061356,10.7237448405761,2.11831616268484e-13,2.11831616268484e-13,2.52435489670724e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_13,8.4,10,8.2,9.8,OMEGA_17,OMEGA_13,0,0,0,2.94817641136361e-11,1.88211726640292e-09,3.26849658449646e-13,64.1959731740517,6.23508711082484,64.1959731740517,6.23508711082517,2.13815542518153e-13,2.13815542518153e-13,5.04870979341448e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_14,8.4,10,8.2,10,OMEGA_17,OMEGA_14,0,0,0,2.99267873401603e-11,1.88211726640292e-09,2.1582735598713e-13,64.2976379175648,5.08071950655025,64.2976379175647,5.08071950655046,2.14154154135276e-13,2.14154154135276e-13,3.78653234506086e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_15,8.4,10,8.2,10.2,OMEGA_17,OMEGA_15,0,0,0,3.15341537065136e-11,1.88211726640292e-09,2.8599345114344e-13,64.194519303417,6.25003820032506,64.194519303417,6.25003820032535,2.13810700156193e-13,2.13810700156193e-13,5.04870979341448e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_16,8.4,10,8.4,9.8,OMEGA_17,OMEGA_16,0,0,0,3.01541987466419e-11,1.88211726640292e-09,1.15463194561016e-14,64.3946562249031,3.65068850919338,64.3946562249031,3.65068850919339,2.14477290011127e-13,2.14477290011127e-13,0,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_17,8.4,10,8.4,10,OMEGA_17,OMEGA_17,0,0,0,4.12782089670497e-11,1.88211726640292e-09,2.8421709430404e-14,64.4980615716384,6.7162781950684e-15,64.4980615716385,2.63341665526385e-15,2.14821699001572e-13,2.14821699001572e-13,1.0097419586829e-28,1,1,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_18,8.4,10,8.4,10.2,OMEGA_17,OMEGA_18,0,0,0,2.94073644244244e-11,1.88211726640292e-09,2.8421709430404e-14,64.3947628683219,3.64880740464677,64.394762868322,3.64880740464678,2.14477645205064e-13,2.14477645205064e-13,7.57306469012171e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_19,8.4,10,8.6,9.8,OMEGA_17,OMEGA_19,0,0,0,2.9302937562287e-11,1.88211726640292e-09,1.81188397618826e-13,64.1939822144993,6.25555364587714,64.1939822144993,6.25555364587696,2.13808911290745e-13,2.13808911290745e-13,0,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_20,8.4,10,8.6,10,OMEGA_17,OMEGA_20,0,0,0,6.07765686271677e-11,3.4379334020024e-09,1.07025499573865e-12,64.2976583748714,5.08046265194185,64.2976583748714,5.08046265194077,2.14154222271794e-13,2.14154222271794e-13,1.0097419586829e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_17_21,8.4,10,8.6,10.2,OMEGA_17,OMEGA_21,0,0,0,2.92109842895787e-11,1.88211726640292e-09,2.98427949019242e-13,64.1965886913615,6.22874841631599,64.1965886913616,6.22874841631569,2.13817592602621e-13,2.13817592602622e-13,2.01948391736579e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_01,8.4,10.2,7.4,9.8,OMEGA_18,OMEGA_01,0,0,0,3.67800389126968e-12,2.26258172327178e-10,1.06581410364015e-14,59.40059165639,25.1310236299189,59.40059165639,25.131023629919,1.97843713599844e-13,1.97843713599844e-13,0,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_02,8.4,10.2,7.4,10,OMEGA_18,OMEGA_02,0,0,0,2.75807963441901e-11,1.75910877949761e-09,1.17239551400417e-13,59.6390506094853,24.5597831727696,59.6390506094852,24.5597831727697,1.98637941460307e-13,1.98637941460306e-13,2.27191940703651e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_03,8.4,10.2,7.4,10.2,OMEGA_18,OMEGA_03,0,0,0,6.6632088847652e-12,3.61790249291167e-10,5.32907051820075e-14,59.7193395526351,24.3638897486283,59.7193395526351,24.3638897486284,1.9890535736023e-13,1.9890535736023e-13,1.0097419586829e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_04,8.4,10.2,7.6,9.8,OMEGA_18,OMEGA_04,0,0,0,7.43738499096515e-12,4.19044193774141e-10,4.61852778244065e-14,61.0348709098627,20.8504950500792,61.0348709098627,20.8504950500792,2.03286956967461e-13,2.03286956967461e-13,0,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_05,8.4,10.2,7.6,10,OMEGA_18,OMEGA_05,0,0,0,4.45319727190588e-11,2.86221161671188e-09,1.06581410364015e-13,61.297547617939,20.0651423208021,61.2975476179389,20.0651423208019,2.04161846155478e-13,2.04161846155478e-13,2.27191940703651e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_06,8.4,10.2,7.6,10.2,OMEGA_18,OMEGA_06,0,0,0,1.08379538884336e-11,6.5822303159015e-10,3.19744231092045e-14,61.3852494892993,19.7951953575442,61.3852494892993,19.7951953575442,2.04453952066139e-13,2.04453952066139e-13,2.52435489670724e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_07,8.4,10.2,7.8,9.8,OMEGA_18,OMEGA_07,0,0,0,4.37849199854281e-12,2.26258172327178e-10,4.9737991503207e-14,62.3477236640275,16.5154464326678,62.3477236640275,16.5154464326679,2.0765963503431e-13,2.0765963503431e-13,2.52435489670724e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_08,8.4,10.2,7.8,10,OMEGA_18,OMEGA_08,0,0,0,2.49110024097345e-11,1.58796550805391e-09,2.8421709430404e-14,62.6296710089079,15.4118005319606,62.6296710089079,15.4118005319606,2.08598708336365e-13,2.08598708336365e-13,1.0097419586829e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_09,8.4,10.2,7.8,10.2,OMEGA_18,OMEGA_09,0,0,0,3.84201270705049e-12,2.26258172327178e-10,4.9737991503207e-14,62.7233964158309,15.0257832387195,62.723396415831,15.0257832387195,2.0891087665064e-13,2.0891087665064e-13,1.76704842769507e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_10,8.4,10.2,8,9.8,OMEGA_18,OMEGA_10,0,0,0,2.31956669914199e-11,1.47684577503302e-09,5.15143483426073e-14,63.3073711960618,12.3359389648977,63.3073711960618,12.3359389648977,2.10855903391078e-13,2.10855903391078e-13,5.04870979341448e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_11,8.4,10.2,8,10,OMEGA_18,OMEGA_11,0,0,0,7.29661651098588e-12,3.52874860944267e-10,3.28626015289046e-13,63.6034809889458,10.7049760944624,63.6034809889458,10.704976094462,2.11842147120708e-13,2.11842147120708e-13,5.04870979341448e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_12,8.4,10.2,8,10.2,OMEGA_18,OMEGA_12,0,0,0,1.07264175507388e-11,6.48912877856098e-10,7.28306304154103e-14,63.7018228280167,10.1032870275398,63.7018228280167,10.1032870275399,2.1216969124277e-13,2.1216969124277e-13,1.26217744835362e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_13,8.4,10.2,8.2,9.8,OMEGA_18,OMEGA_13,0,0,0,5.48422233561038e-12,2.6441280709072e-10,5.32907051820075e-14,63.8912920516429,8.82617793042726,63.8912920516429,8.82617793042732,2.12800750526353e-13,2.12800750526353e-13,1.0097419586829e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_14,8.4,10.2,8.2,10,OMEGA_18,OMEGA_14,0,0,0,7.51764718121469e-12,4.14849486344729e-10,2.63788990650937e-13,64.1963413144443,6.23129586575974,64.1963413144443,6.23129586575947,2.13816768671974e-13,2.13816768671974e-13,1.76704842769507e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_15,8.4,10.2,8.2,10.2,OMEGA_18,OMEGA_15,0,0,0,1.24621486923674e-11,7.68191476989709e-10,1.4210854715202e-14,64.2978762376428,5.07757139544417,64.2978762376428,5.07757139544418,2.14154947900589e-13,2.14154947900589e-13,5.04870979341448e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_16,8.4,10.2,8.4,9.8,OMEGA_18,OMEGA_16,0,0,0,8.37723024702694e-12,4.84855370278159e-10,1.77635683940025e-14,64.0860708058268,7.27833356132587,64.0860708058268,7.27833356132589,2.13449494099161e-13,2.13449494099161e-13,5.04870979341448e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_17,8.4,10.2,8.4,10,OMEGA_18,OMEGA_17,0,0,0,2.94073644244244e-11,1.88211726640292e-09,4.2632564145606e-14,64.3947628683219,3.64880740464677,64.3947628683219,3.64880740464679,2.14477645205064e-13,2.14477645205064e-13,1.26217744835362e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_18,8.4,10.2,8.4,10.2,OMEGA_18,OMEGA_18,0,0,0,5.06905913549222e-12,2.26258172327178e-10,4.2632564145606e-14,64.4980512433389,3.14775842699e-15,64.498051243339,3.04019891472982e-15,2.14821664601424e-13,2.14821664601424e-13,1.51461293802434e-28,1,1,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_19,8.4,10.2,8.6,9.8,OMEGA_18,OMEGA_19,0,0,0,4.42316986919002e-12,2.26258172327178e-10,7.8159700933611e-14,63.8873082904132,8.85496906953108,63.8873082904132,8.85496906953116,2.12787481936027e-13,2.12787481936027e-13,7.57306469012171e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_20,8.4,10.2,8.6,10,OMEGA_18,OMEGA_20,0,0,0,5.34293380550596e-11,3.4379334020024e-09,4.13002965160558e-13,64.1943113461245,6.2521754526754,64.1943113461245,6.25217545267498,2.1381000751927e-13,2.1381000751927e-13,7.57306469012171e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_18_21,8.4,10.2,8.6,10.2,OMEGA_18,OMEGA_21,0,0,0,3.76614985296478e-12,2.26258172327178e-10,5.86197757002083e-14,64.2978966666495,5.07731469688642,64.2978966666496,5.07731469688648,2.1415501594285e-13,2.1415501594285e-13,5.04870979341448e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_19_01,8.6,9.8,7.4,9.8,OMEGA_19,OMEGA_01,0,0,0,2.71970290670177e-12,1.54881366742542e-10,4.2632564145606e-14,57.7520826527871,28.7175140064502,57.7520826527871,28.7175140064501,1.92353075643538e-13,1.92353075643538e-13,1.51461293802434e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_19_02,8.6,9.8,7.4,10,OMEGA_19,OMEGA_02,0,0,0,2.74694265502347e-11,1.75910877949761e-09,4.2632564145606e-14,57.68330199859,28.855432785906,57.68330199859,28.855432785906,1.92123990045723e-13,1.92123990045723e-13,1.26217744835362e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_19_03,8.6,9.8,7.4,10.2,OMEGA_19,OMEGA_03,0,0,0,6.18606690449102e-12,3.61790249291167e-10,1.4210854715202e-14,57.4767242769067,29.2647369766237,57.4767242769067,29.2647369766237,1.91435948016761e-13,1.91435948016761e-13,5.04870979341448e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_19_04,8.6,9.8,7.6,9.8,OMEGA_19,OMEGA_04,0,0,0,7.01311389492743e-12,4.19044193774141e-10,4.61852778244065e-14,59.7084082801031,24.3906665571439,59.7084082801031,24.3906665571438,1.98868948908869e-13,1.98868948908869e-13,5.04870979341448e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_19_05,8.6,9.8,7.6,10,OMEGA_19,OMEGA_05,0,0,0,4.44630819364508e-11,2.86221161671188e-09,1.27897692436818e-13,59.6283878985589,24.5856596530339,59.6283878985588,24.5856596530338,1.9860242749878e-13,1.9860242749878e-13,4.2914033244023e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_19_06,8.6,9.8,7.6,10.2,OMEGA_19,OMEGA_06,0,0,0,1.05513181706869e-11,6.5822303159015e-10,8.17124146124115e-14,59.3904507795088,25.1549795058927,59.3904507795088,25.1549795058927,1.97809937694833e-13,1.97809937694833e-13,2.52435489670724e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_19_07,8.6,9.8,7.8,9.8,OMEGA_19,OMEGA_07,0,0,0,3.61113048712346e-12,1.56858175816212e-10,1.4210854715202e-14,61.3780218944335,19.8175949325585,61.3780218944335,19.8175949325585,2.04429879339441e-13,2.04429879339441e-13,5.04870979341448e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_19_08,8.6,9.8,7.8,10,OMEGA_19,OMEGA_08,0,0,0,2.47876402636923e-11,1.58796550805391e-09,7.105427357601e-15,61.2887771835185,20.0919163172226,61.2887771835185,20.0919163172226,2.0413263474079e-13,2.0413263474079e-13,2.52435489670724e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_19_09,8.6,9.8,7.8,10.2,OMEGA_19,OMEGA_09,0,0,0,2.93770878138325e-12,1.54881366742542e-10,5.6843418860808e-14,61.0248430637329,20.8798269281502,61.0248430637329,20.8798269281501,2.03253557530479e-13,2.03253557530479e-13,2.52435489670724e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_19_10,8.6,9.8,8,9.8,OMEGA_19,OMEGA_10,0,0,0,2.30631315192525e-11,1.47684577503302e-09,1.4388490399142e-13,62.7192355183489,15.0431432062518,62.7192355183489,15.0431432062516,2.08897018078077e-13,2.08897018078077e-13,1.26217744835362e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_19_11,8.6,9.8,8,10,OMEGA_19,OMEGA_11,0,0,0,6.86364950632847e-12,3.52874860944267e-10,3.14415160573844e-13,62.6229445391603,15.4391109837237,62.6229445391603,15.4391109837234,2.085763046916e-13,2.085763046916e-13,5.04870979341448e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_19_12,8.6,9.8,8,10.2,OMEGA_19,OMEGA_12,0,0,0,1.04367190331264e-11,6.48912877856098e-10,2.8421709430404e-14,62.3387301144229,16.5493622753965,62.3387301144229,16.5493622753964,2.07629680496778e-13,2.07629680496778e-13,7.57306469012171e-29,2,2,1,0,0,1,1,1,
