trial_id,white_snr_db,profile_id,noise_profile_id,L,replicate_id,tangent_valid,full4d_valid,tangent_loglik,full4d_loglik,likelihood_tolerance,numerical_optimization_incomplete_flag,complete_likelihood_subset_flag,tangent_joint_RMSE_deg,full4d_joint_RMSE_deg,paired_delta_deg,paired_outcome,optimizer_status,score_call_count,SVD_call_count,runtime_sec
MC1_K2_N2_L8_SP0_P3_R07,0,P3,STAGE5_TOEPLITZ_CORRELATED,8,7,1,1,-223.018422717177,-222.961872271948,3.16928240404731e-12,0,1,0.216244106702751,0.219545153234157,-0.00330104653140584,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4242,8484,5.0416101
MC1_K2_N2_L8_SP0_P3_R08,0,P3,STAGE5_TOEPLITZ_CORRELATED,8,8,1,1,-245.049570216399,-244.701466244099,3.48236384036794e-12,0,1,0.275,0.0825172452825858,0.192482754717414,TANGENT_LOSS,FULL4D_CML_CONVERGED,3861,7722,5.0776996
MC1_K2_N2_L8_SP0_P3_R09,0,P3,STAGE5_TOEPLITZ_CORRELATED,8,9,1,1,-248.0492547595,-246.944480817922,3.52499192160138e-12,0,1,0.0920914587643915,0.242538463698503,-0.150447004934111,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4452,8904,5.8914525
MC1_K2_N2_L8_SP0_P3_R10,0,P3,STAGE5_TOEPLITZ_CORRELATED,8,10,1,1,-249.267568701411,-249.267568701411,3.54230520402739e-12,0,1,0.608789783094296,0.608789783094296,3.33066907387547e-16,TIE,FULL4D_CML_STATIONARY,888,1776,1.0397852
MC1_K2_N2_L8_SP0_P4_R01,0,P4,STAGE5_TOEPLITZ_CORRELATED,8,1,1,1,-233.269000862179,-233.202470365499,3.31495188081276e-12,0,1,0.579225798214255,0.580208158800895,-0.000982360586640141,TANGENT_WIN,FULL4D_CML_CONVERGED,1449,2898,1.7583699
MC1_K2_N2_L8_SP0_P4_R02,0,P4,STAGE5_TOEPLITZ_CORRELATED,8,2,1,1,-232.143271381655,-231.409777919833,3.29895430271641e-12,0,1,0.127538963325729,0.184822570683275,-0.0572836073575461,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4369,8738,5.17211
MC1_K2_N2_L8_SP0_P4_R03,0,P4,STAGE5_TOEPLITZ_CORRELATED,8,3,1,1,-233.683224474761,-233.672439726982,3.32083835239077e-12,0,1,0.145505598722747,0.154360713102593,-0.00885511437984604,TANGENT_WIN,FULL4D_CML_CONVERGED,3959,7918,4.790503
MC1_K2_N2_L8_SP0_P4_R04,0,P4,STAGE5_TOEPLITZ_CORRELATED,8,4,1,1,-217.307161779131,-217.22765778364,3.08812050461613e-12,0,1,0.110477545476784,0.114552596272203,-0.00407505079541887,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4621,9242,5.5778676
MC1_K2_N2_L8_SP0_P4_R05,0,P4,STAGE5_TOEPLITZ_CORRELATED,8,5,1,1,-223.628818501977,-222.899868582235,3.17795664986387e-12,0,1,0.266191405526679,0.4793928794344,-0.213201473907721,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4577,9154,5.6239667
MC1_K2_N2_L8_SP0_P4_R06,0,P4,STAGE5_TOEPLITZ_CORRELATED,8,6,1,1,-239.666529488744,-239.665999121587,3.40586623066122e-12,0,1,0.502567003621215,0.502502994288737,6.40093324780766e-05,TANGENT_LOSS,FULL4D_CML_STATIONARY,1688,3376,1.4723054
MC1_K2_N2_L8_SP0_P4_R07,0,P4,STAGE5_TOEPLITZ_CORRELATED,8,7,1,1,-234.949139104424,-234.703809459282,3.33882808127476e-12,0,1,0.0755295712104419,0.257690760678993,-0.182161189468551,TANGENT_WIN,FULL4D_CML_CONVERGED,4386,8772,3.8463741
MC1_K2_N2_L8_SP0_P4_R08,0,P4,STAGE5_TOEPLITZ_CORRELATED,8,8,1,1,-243.663235148414,-243.610696888556,3.46266283413021e-12,0,1,0.200231959945168,0.19834847354731,0.00188348639785846,TANGENT_LOSS,FULL4D_CML_CONVERGED,2260,4520,1.9927221
MC1_K2_N2_L8_SP0_P4_R09,0,P4,STAGE5_TOEPLITZ_CORRELATED,8,9,1,1,-207.006417782727,-206.8575916345,2.94173812822474e-12,0,1,0.502567003621215,0.511599388845939,-0.00903238522472427,TANGENT_WIN,FULL4D_CML_STATIONARY,861,1722,0.8635153
MC1_K2_N2_L8_SP0_P4_R10,0,P4,STAGE5_TOEPLITZ_CORRELATED,8,10,1,1,-211.291387337319,-210.985622618589,3.00263120802411e-12,0,1,0.0565238662154329,0.159010053468768,-0.102486187253335,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4497,8994,3.9545795
MC1_K2_N2_L8_SP10_P1_R01,10,P1,STAGE5_TOEPLITZ_CORRELATED,8,1,1,1,-224.613645632295,-224.320525016402,3.19195188513241e-12,0,1,0.0810954465710164,0.129697035220733,-0.0486015886497166,TANGENT_WIN,FULL4D_CML_CONVERGED,4281,8562,3.5730061
MC1_K2_N2_L8_SP10_P1_R02,10,P1,STAGE5_TOEPLITZ_CORRELATED,8,2,1,1,-235.610319428556,-235.407714212803,3.34822401880155e-12,0,1,0.0535204848125986,0.0741358014079121,-0.0206153165953135,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4934,9868,4.1412299
MC1_K2_N2_L8_SP10_P1_R03,10,P1,STAGE5_TOEPLITZ_CORRELATED,8,3,1,1,-260.64420846909,-260.388750468778,3.70397697891306e-12,0,1,0.371008337180735,0.361725330112207,0.00928300706852825,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,4691,9382,3.9060055
MC1_K2_N2_L8_SP10_P1_R04,10,P1,STAGE5_TOEPLITZ_CORRELATED,8,4,1,1,-246.550285515988,-246.447258312524,3.50369028745928e-12,0,1,0.114323440029842,0.109907262892153,0.00441617713768928,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5098,10196,4.2938749
MC1_K2_N2_L8_SP10_P1_R05,10,P1,STAGE5_TOEPLITZ_CORRELATED,8,5,1,1,-238.967972711952,-238.5357346819,3.39593914179591e-12,0,1,0.371008337180735,0.358552006134264,0.0124563310464709,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5489,10978,4.8159502
MC1_K2_N2_L8_SP10_P1_R06,10,P1,STAGE5_TOEPLITZ_CORRELATED,8,6,1,1,-229.595391110179,-229.273994571865,3.26274674634674e-12,0,1,0.122230814920606,0.120116155788677,0.00211465913192901,TANGENT_LOSS,FULL4D_CML_CONVERGED,4485,8970,3.7254932
MC1_K2_N2_L8_SP10_P1_R07,10,P1,STAGE5_TOEPLITZ_CORRELATED,8,7,1,1,-210.321040125508,-209.61565367519,2.98884174477377e-12,0,1,0.149827186843238,0.169896182427231,-0.0200689955839931,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5230,10460,4.5885429
MC1_K2_N2_L8_SP10_P1_R08,10,P1,STAGE5_TOEPLITZ_CORRELATED,8,8,1,1,-206.620538764383,-206.296505113196,2.93625445755741e-12,0,1,0.155206453157948,0.212423433271906,-0.0572169801139583,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5139,10278,7.1262723
MC1_K2_N2_L8_SP10_P1_R09,10,P1,STAGE5_TOEPLITZ_CORRELATED,8,9,1,1,-248.939261168607,-248.775093448262,3.5376396733768e-12,0,1,0.0378153401496834,0.102105484274652,-0.0642901441249684,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4993,9986,6.1547019
MC1_K2_N2_L8_SP10_P1_R10,10,P1,STAGE5_TOEPLITZ_CORRELATED,8,10,1,1,-230.210496235233,-229.962481322055,3.27148791591345e-12,0,1,0.141681308325435,0.148706283487574,-0.00702497516213929,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5232,10464,6.1773196
MC1_K2_N2_L8_SP10_P2_R01,10,P2,STAGE5_TOEPLITZ_CORRELATED,8,1,1,1,-245.64635894588,-244.70062762805,3.49084471829826e-12,0,1,0.499999999999999,0.514339721672333,-0.0143397216723339,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4085,8170,4.7532082
MC1_K2_N2_L8_SP10_P2_R02,10,P2,STAGE5_TOEPLITZ_CORRELATED,8,2,1,1,-233.266344887019,-232.987574529703,3.31491413713563e-12,0,1,0.229433191626031,0.200462527356306,0.0289706642697248,TANGENT_LOSS,FULL4D_CML_CONVERGED,4004,8008,5.9717189
MC1_K2_N2_L8_SP10_P2_R03,10,P2,STAGE5_TOEPLITZ_CORRELATED,8,3,1,1,-238.144322098671,-237.658963576926,3.38423436259448e-12,0,1,0.118369523828272,0.484792206425722,-0.36642268259745,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5405,10810,6.5357503
MC1_K2_N2_L8_SP10_P2_R04,10,P2,STAGE5_TOEPLITZ_CORRELATED,8,4,1,1,-231.0831857044,-230.058741662604,3.28388957917127e-12,0,1,0.264575131106459,0.401574929993907,-0.136999798887448,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,2587,5174,3.2393398
MC1_K2_N2_L8_SP10_P2_R05,10,P2,STAGE5_TOEPLITZ_CORRELATED,8,5,1,1,-229.506220375214,-228.739291198693,3.2614795539873e-12,0,1,0.142073625922403,0.203433763428283,-0.0613601375058803,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5446,10892,4.7163554
MC1_K2_N2_L8_SP10_P2_R06,10,P2,STAGE5_TOEPLITZ_CORRELATED,8,6,1,1,-237.02962972115,-236.812136372013,3.36839363116539e-12,0,1,0.300000000000001,0.293858010998952,0.00614198900104929,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5239,10478,4.3223045
MC1_K2_N2_L8_SP10_P2_R07,10,P2,STAGE5_TOEPLITZ_CORRELATED,8,7,1,1,-241.900363828268,-241.012999736834,3.43761092591802e-12,0,1,0.120302358442409,0.221438949440396,-0.101136590997987,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5047,10094,4.2830797
MC1_K2_N2_L8_SP10_P2_R08,10,P2,STAGE5_TOEPLITZ_CORRELATED,8,8,1,1,-228.929311972517,-228.386316535909,3.25328119249259e-12,0,1,0.183844829043167,0.181232027403193,0.00261280163997435,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,3768,7536,3.1267037
MC1_K2_N2_L8_SP10_P2_R09,10,P2,STAGE5_TOEPLITZ_CORRELATED,8,9,1,1,-250.275044427942,-249.9580851832,3.55662229520621e-12,0,1,0.264575131106459,0.255757629496493,0.00881750160996597,TANGENT_LOSS,FULL4D_CML_STATIONARY,2310,4620,2.0426607
MC1_K2_N2_L8_SP10_P2_R10,10,P2,STAGE5_TOEPLITZ_CORRELATED,8,10,1,1,-252.951529458134,-252.31029418121,3.59465743511768e-12,0,1,0.117194119091438,0.271268317795372,-0.154074198703934,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5225,10450,5.8495264
MC1_K2_N2_L8_SP10_P3_R01,10,P3,STAGE5_TOEPLITZ_CORRELATED,8,1,1,1,-259.086451917632,-258.481713588383,3.68183992687864e-12,0,1,0.0699512919097315,0.215675002548766,-0.145723710639034,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4749,9498,5.6845012
MC1_K2_N2_L8_SP10_P3_R02,10,P3,STAGE5_TOEPLITZ_CORRELATED,8,2,1,1,-232.772065071612,-232.450369936136,3.30788999849022e-12,0,1,0.0619099822723772,0.0419242885008133,0.0199856937715639,TANGENT_LOSS,FULL4D_CML_CONVERGED,5141,10282,6.5078368
MC1_K2_N2_L8_SP10_P3_R03,10,P3,STAGE5_TOEPLITZ_CORRELATED,8,3,1,1,-214.067242145209,-211.417777727018,3.04207847740953e-12,0,1,0.301039864469806,0.237900365346784,0.0631394991230216,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5271,10542,6.2671388
MC1_K2_N2_L8_SP10_P3_R04,10,P3,STAGE5_TOEPLITZ_CORRELATED,8,4,1,1,-208.198733806966,-207.061690900691,2.95868195801981e-12,0,1,0.0866923716797217,0.307897866315951,-0.221205494636229,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4762,9524,5.5141251
MC1_K2_N2_L8_SP10_P3_R05,10,P3,STAGE5_TOEPLITZ_CORRELATED,8,5,1,1,-245.383461241633,-245.048307004472,3.48710871721825e-12,0,1,0.0487840148675806,0.167247373782157,-0.118463358914577,TANGENT_WIN,FULL4D_CML_CONVERGED,3720,7440,4.5558513
MC1_K2_N2_L8_SP10_P3_R06,10,P3,STAGE5_TOEPLITZ_CORRELATED,8,6,1,1,-236.589187781383,-236.236917860335,3.36213457474888e-12,0,1,0.0783074140369915,0.253786527995572,-0.175479113958581,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5038,10076,5.8567713
MC1_K2_N2_L8_SP10_P3_R07,10,P3,STAGE5_TOEPLITZ_CORRELATED,8,7,1,1,-223.35837387059,-223.296356760995,3.17411340049873e-12,0,1,0.096339838111812,0.202029287394314,-0.105689449282502,TANGENT_WIN,FULL4D_CML_CONVERGED,4958,9916,5.8385924
MC1_K2_N2_L8_SP10_P3_R08,10,P3,STAGE5_TOEPLITZ_CORRELATED,8,8,1,1,-245.202628618645,-244.781769311569,3.4845389310852e-12,0,1,0.0578985753328579,0.163366857026768,-0.10546828169391,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,3997,7994,4.9597954
MC1_K2_N2_L8_SP10_P3_R09,10,P3,STAGE5_TOEPLITZ_CORRELATED,8,9,1,1,-248.211067411453,-246.506447783096,3.52729141768937e-12,0,1,0.301039864469807,0.247612892445333,0.0534269720244742,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5270,10540,7.2445077
MC1_K2_N2_L8_SP10_P3_R10,10,P3,STAGE5_TOEPLITZ_CORRELATED,8,10,1,1,-246.98737677315,-246.916122025751,3.50990172781209e-12,0,1,0.50062460986252,0.47277085267923,0.0278537571832902,TANGENT_LOSS,FULL4D_CML_STATIONARY,816,1632,0.9773813
MC1_K2_N2_L8_SP10_P4_R01,10,P4,STAGE5_TOEPLITZ_CORRELATED,8,1,1,1,-233.727221314156,-233.383738208901,3.32146358508334e-12,0,1,0.276976043643739,0.386681019740178,-0.109704976096439,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4100,8200,4.8393638
MC1_K2_N2_L8_SP10_P4_R02,10,P4,STAGE5_TOEPLITZ_CORRELATED,8,2,1,1,-232.251919504699,-232.079438966193,3.30049828540807e-12,0,1,0.109037388702141,0.128522184278396,-0.0194847955762553,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5224,10448,6.1896001
MC1_K2_N2_L8_SP10_P4_R03,10,P4,STAGE5_TOEPLITZ_CORRELATED,8,3,1,1,-234.315525482836,-234.317281033429,3.3298238901528e-12,1,0,0.080987612293856,0.0901934649358658,-0.00920585264200983,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4983,9966,5.8835379
MC1_K2_N2_L8_SP10_P4_R04,10,P4,STAGE5_TOEPLITZ_CORRELATED,8,4,1,1,-217.765688340407,-217.328804354178,3.09463655896148e-12,0,1,0.058643117162515,0.168855765976521,-0.110212648814006,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4934,9868,5.917597
MC1_K2_N2_L8_SP10_P4_R05,10,P4,STAGE5_TOEPLITZ_CORRELATED,8,5,1,1,-226.197247329821,-223.29624835903,3.2144562187827e-12,0,1,0.0856710440648232,0.2588117455341,-0.173140701469277,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5345,10690,4.8057933
MC1_K2_N2_L8_SP10_P4_R06,10,P4,STAGE5_TOEPLITZ_CORRELATED,8,6,1,1,-242.15613512044,-240.314084698522,3.4412456545914e-12,0,1,0.276976043643739,0.41673821198252,-0.139762168338781,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4920,9840,4.3134807
MC1_K2_N2_L8_SP10_P4_R07,10,P4,STAGE5_TOEPLITZ_CORRELATED,8,7,1,1,-236.788774142259,-235.881221179427,3.36497086752642e-12,0,1,0.0660244255392305,0.502992604854742,-0.436968179315512,TANGENT_WIN,FULL4D_CML_STATIONARY,5118,10236,4.4466119
MC1_K2_N2_L8_SP10_P4_R08,10,P4,STAGE5_TOEPLITZ_CORRELATED,8,8,1,1,-245.234649594159,-245.076104136879,3.48499397651607e-12,0,1,0.141440607641234,0.178370858359369,-0.0369302507181346,TANGENT_WIN,FULL4D_CML_CONVERGED,4747,9494,4.2199315
MC1_K2_N2_L8_SP10_P4_R09,10,P4,STAGE5_TOEPLITZ_CORRELATED,8,9,1,1,-207.736002773632,-205.266269823983,2.95210615453288e-12,0,1,0.276976043643739,0.372265263677814,-0.0952892200340753,TANGENT_WIN,FULL4D_CML_CONVERGED,4156,8312,3.7992107
MC1_K2_N2_L8_SP10_P4_R10,10,P4,STAGE5_TOEPLITZ_CORRELATED,8,10,1,1,-211.907372689833,-211.445400294402,3.01138488637538e-12,0,1,0.0547421016192404,0.146638971784036,-0.091896870164796,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5259,10518,4.730187
MC1_K2_N2_L8_SP14_P1_R01,14,P1,STAGE5_TOEPLITZ_CORRELATED,8,1,1,1,-224.469460322761,-224.411223413359,3.18990288864656e-12,0,1,0.0929881982616312,0.0959601017043598,-0.00297190344272859,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5040,10080,4.2191388
MC1_K2_N2_L8_SP14_P1_R02,14,P1,STAGE5_TOEPLITZ_CORRELATED,8,2,1,1,-235.570114706716,-235.458973049719,3.34765267534061e-12,0,1,0.0320251922111811,0.0432845013613497,-0.0112593091501686,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4954,9908,4.1765127
MC1_K2_N2_L8_SP14_P1_R03,14,P1,STAGE5_TOEPLITZ_CORRELATED,8,3,1,1,-261.386058332224,-260.897381505214,3.71451929953855e-12,0,1,0.242611602552744,0.247671469957506,-0.00505986740476161,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5204,10408,4.2961844
MC1_K2_N2_L8_SP14_P1_R04,14,P1,STAGE5_TOEPLITZ_CORRELATED,8,4,1,1,-246.571874886886,-246.40547412443,3.5039970908725e-12,0,1,0.0767844912952631,0.0984192981130805,-0.0216348068178174,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4972,9944,4.2512955
MC1_K2_N2_L8_SP14_P1_R05,14,P1,STAGE5_TOEPLITZ_CORRELATED,8,5,1,1,-239.348247656687,-239.328264057214,3.40134317378737e-12,0,1,0.110224816338868,0.111156879186311,-0.000932062847443474,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4839,9678,4.022726
MC1_K2_N2_L8_SP14_P1_R06,14,P1,STAGE5_TOEPLITZ_CORRELATED,8,6,1,1,-229.592826113735,-229.099103636233,3.26271029555492e-12,0,1,0.0894897032535334,0.110589296645599,-0.0210995933920659,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5105,10210,4.3021262
MC1_K2_N2_L8_SP14_P1_R07,14,P1,STAGE5_TOEPLITZ_CORRELATED,8,7,1,1,-210.048681874934,-209.684386617884,2.98497130124437e-12,0,1,0.149573033893938,0.157490833106265,-0.00791779921232655,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5235,10470,4.9796621
MC1_K2_N2_L8_SP14_P1_R08,14,P1,STAGE5_TOEPLITZ_CORRELATED,8,8,1,1,-206.348725035616,-206.307184410128,2.93239175214831e-12,0,1,0.151919717068653,0.16118537886043,-0.00926566179177693,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4955,9910,6.0105972
MC1_K2_N2_L8_SP14_P1_R09,14,P1,STAGE5_TOEPLITZ_CORRELATED,8,9,1,1,-249.007901369955,-248.838981902057,3.53861510930578e-12,0,1,0.0185911183504911,0.0874025822007963,-0.0688114638503052,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4886,9772,6.0591926
MC1_K2_N2_L8_SP14_P1_R10,14,P1,STAGE5_TOEPLITZ_CORRELATED,8,10,1,1,-230.155943979463,-229.91797389076,3.27071268173232e-12,0,1,0.141681308325435,0.138398490889757,0.00328281743567824,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5236,10472,6.1464592
MC1_K2_N2_L8_SP14_P2_R01,14,P2,STAGE5_TOEPLITZ_CORRELATED,8,1,1,1,-245.781550410407,-245.451108050419,3.49276590455939e-12,0,1,0.133496356369049,0.189609772423235,-0.0561134160541858,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4381,8762,5.6145915
MC1_K2_N2_L8_SP14_P2_R02,14,P2,STAGE5_TOEPLITZ_CORRELATED,8,2,1,1,-233.375325336928,-233.077260505105,3.31646284247608e-12,0,1,0.181126232277061,0.22070281674603,-0.0395765844689688,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,3818,7636,5.3311958
MC1_K2_N2_L8_SP14_P2_R03,14,P2,STAGE5_TOEPLITZ_CORRELATED,8,3,1,1,-238.145308675318,-237.784287206974,3.38424838269188e-12,0,1,0.223606797749979,0.218960415449368,0.00464638230061118,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,3661,7322,4.3710986
MC1_K2_N2_L8_SP14_P2_R04,14,P2,STAGE5_TOEPLITZ_CORRELATED,8,4,1,1,-231.126149943478,-230.544243359645,3.28450013773076e-12,0,1,0.299999999999999,0.336866026421937,-0.0368660264219379,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,1403,2806,1.6424125
MC1_K2_N2_L8_SP14_P2_R05,14,P2,STAGE5_TOEPLITZ_CORRELATED,8,5,1,1,-229.469685285724,-229.103376815883,3.26096035913855e-12,0,1,0.130715296532022,0.527659333554057,-0.396944037022036,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4947,9894,4.1632814
MC1_K2_N2_L8_SP14_P2_R06,14,P2,STAGE5_TOEPLITZ_CORRELATED,8,6,1,1,-237.42601370933,-236.969967688937,3.37402658643285e-12,0,1,0.264575131106459,0.240924469145912,0.0236506619605469,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,3550,7100,3.0142404
MC1_K2_N2_L8_SP14_P2_R07,14,P2,STAGE5_TOEPLITZ_CORRELATED,8,7,1,1,-241.886315161982,-240.510171512505,3.43741128236249e-12,0,1,0.0877211612172012,0.255765157589686,-0.168043996372485,TANGENT_WIN,FULL4D_CML_STATIONARY,4751,9502,3.9630669
MC1_K2_N2_L8_SP14_P2_R08,14,P2,STAGE5_TOEPLITZ_CORRELATED,8,8,1,1,-233.875136036148,-233.750286148176,3.3235655797078e-12,0,1,0.102906154859023,0.13539009177604,-0.0324839369170172,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5242,10484,4.4438001
MC1_K2_N2_L8_SP14_P2_R09,14,P2,STAGE5_TOEPLITZ_CORRELATED,8,9,1,1,-250.99207525994,-250.066028203221,3.56681191618605e-12,0,1,0.264575131106459,0.250229995474671,0.0143451356317881,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,4572,9144,3.9426426
MC1_K2_N2_L8_SP14_P2_R10,14,P2,STAGE5_TOEPLITZ_CORRELATED,8,10,1,1,-253.566762970789,-252.650187689499,3.60340042918195e-12,0,1,0.116106612950757,0.269719213290014,-0.153612600339257,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,3513,7026,4.2064418
MC1_K2_N2_L8_SP14_P3_R01,14,P3,STAGE5_TOEPLITZ_CORRELATED,8,1,1,1,-259.223319127062,-258.697610273266,3.68378492690712e-12,0,1,0.0552057471156871,0.177975744004428,-0.122769996888741,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4955,9910,6.0055393
MC1_K2_N2_L8_SP14_P3_R02,14,P3,STAGE5_TOEPLITZ_CORRELATED,8,2,1,1,-232.662645839624,-232.458445524136,3.30633505768139e-12,0,1,0.0575191476128225,0.0349466683304558,0.0225724792823667,TANGENT_LOSS,FULL4D_CML_STATIONARY,4870,9740,5.6609068
MC1_K2_N2_L8_SP14_P3_R03,14,P3,STAGE5_TOEPLITZ_CORRELATED,8,3,1,1,-213.865207556864,-211.195129066744,3.03920739322712e-12,0,1,0.0755139630293347,0.243119413604886,-0.167605450575552,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5061,10122,6.0909964
MC1_K2_N2_L8_SP14_P3_R04,14,P3,STAGE5_TOEPLITZ_CORRELATED,8,4,1,1,-208.46985265905,-207.45979993807,2.96253478863733e-12,0,1,0.0796852728009329,0.30932783381971,-0.229642561018777,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4728,9456,5.5467429
MC1_K2_N2_L8_SP14_P3_R05,14,P3,STAGE5_TOEPLITZ_CORRELATED,8,5,1,1,-245.310442755634,-244.815010432737,3.48607106212219e-12,0,1,0.0360445347696258,0.164818507559206,-0.12877397278958,TANGENT_WIN,FULL4D_CML_CONVERGED,4289,8578,5.1183808
MC1_K2_N2_L8_SP14_P3_R06,14,P3,STAGE5_TOEPLITZ_CORRELATED,8,6,1,1,-236.56491561045,-236.540187238934,3.36178964645413e-12,0,1,0.0760727791887314,0.172604462446401,-0.0965316832576698,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4975,9950,5.9338536
MC1_K2_N2_L8_SP14_P3_R07,14,P3,STAGE5_TOEPLITZ_CORRELATED,8,7,1,1,-223.47947331449,-223.4496604949,3.17583432710208e-12,0,1,0.0550802801991258,0.120715947487491,-0.065635667288365,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5002,10004,5.8954822
MC1_K2_N2_L8_SP14_P3_R08,14,P3,STAGE5_TOEPLITZ_CORRELATED,8,8,1,1,-245.311364513374,-244.572348412101,3.48608416108752e-12,0,1,0.0334930609823931,0.161238016314465,-0.127744955332072,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4202,8404,5.0356033
MC1_K2_N2_L8_SP14_P3_R09,14,P3,STAGE5_TOEPLITZ_CORRELATED,8,9,1,1,-248.990761098027,-247.063473576166,3.53837153139163e-12,0,1,0.0749727738838619,0.245867251802467,-0.170894477918605,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5238,10476,6.9674612
MC1_K2_N2_L8_SP14_P3_R10,14,P3,STAGE5_TOEPLITZ_CORRELATED,8,10,1,1,-250.198985115175,-246.189191740033,3.55554142736274e-12,0,1,0.103077640640442,0.38463780562539,-0.281560164984948,TANGENT_WIN,FULL4D_CML_CONVERGED,1558,3116,1.8353811
MC1_K2_N2_L8_SP14_P4_R01,14,P4,STAGE5_TOEPLITZ_CORRELATED,8,1,1,1,-234.068584385971,-233.616860687505,3.32631464610203e-12,0,1,0.0966550740314695,0.285316581735616,-0.188661507704146,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4777,9554,5.6679671
MC1_K2_N2_L8_SP14_P4_R02,14,P4,STAGE5_TOEPLITZ_CORRELATED,8,2,1,1,-232.902022683806,-232.777306402429,3.30973680723625e-12,0,1,0.109718244430371,0.131493740445378,-0.0217754960150068,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5178,10356,6.0992716
MC1_K2_N2_L8_SP14_P4_R03,14,P4,STAGE5_TOEPLITZ_CORRELATED,8,3,1,1,-234.658433712869,-234.587870099791,3.33469690919044e-12,0,1,0.0732558124709814,0.155573180054011,-0.0823173675830299,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4912,9824,6.5395321
