scenario,data_split,trial_id,method,start_id,domain_hash,iteration,score,rss,max_angle_update_deg,relative_score_change,function_converged,angle_converged,monotonicity_violation_flag,statistical_calibration_status,phase_factor
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,2,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,8754.60047754603,0.000378276798073784,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,3,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,8754.4967790176,0.000578596716877655,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,3,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,8754.4967790176,0.000578596716877655,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,8490.97018001603,263.527177598287,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,8754.46890779189,0.0284498224209528,1.2,0.0310328174742652,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,8754.4967790176,0.000578596716877655,0.199999999999999,3.18365694111592e-06,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,8754.4967790176,0.000578596716877655,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,8754.4967790176,0.000578596716877655,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,8754.4967790176,0.000578596716877655,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,4,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,8754.70995753438,0.000385832536267117,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,4,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,8754.70995753438,0.000385832536267117,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,4,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,8490.97947525609,263.730868110826,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,4,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,8754.68181817296,0.0285251939512818,1.2,0.0310567636731829,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,4,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,8754.70995753438,0.000385832536267117,0.199999999999999,3.21420720929035e-06,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,4,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,8754.70995753438,0.000385832536267117,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,4,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,8754.70995753438,0.000385832536267117,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,4,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,8754.70995753438,0.000385832536267117,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,5,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,8754.83926713845,0.000531598810994183,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,5,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,8754.83926713845,0.000531598810994183,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,5,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,8491.43772985029,263.402068886971,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,5,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,8754.81036773165,0.0294310056106042,1.2,0.0310162597030555,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,5,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,8754.83926713845,0.000531598810994183,0.199999999999999,3.30097461689484e-06,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,5,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,8754.83926713845,0.000531598810994183,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,5,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,8754.83926713845,0.000531598810994183,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,5,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,8754.83926713845,0.000531598810994183,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,1,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,23747.2327923593,0.000576146616367623,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,1,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,23747.2327923593,0.000576146616367623,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,1,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,23578.8504931911,168.382875314812,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,1,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,23717.1929950669,30.0403734389365,0.6,0.0058672284264165,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,1,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,23744.9187009472,2.3146675586795,0.199999999999999,0.00116901295553921,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,1,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,23744.9187009472,2.3146675586795,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,1,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,23747.2327923593,0.000576146616367623,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,1,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,23747.2327923593,0.000576146616367623,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,2,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,23747.02745235,0.000514746050612302,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,2,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,23747.02745235,0.000514746050612302,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,2,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,23578.621020841,168.406946255076,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,2,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,23716.964029533,30.0639375630017,0.6,0.00586730702231458,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,2,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,23744.7067538069,2.32121328918583,0.199999999999999,0.00116974180334674,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,2,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,23744.7067538069,2.32121328918583,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,2,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,23747.02745235,0.000514746050612302,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,2,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,23747.02745235,0.000514746050612302,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,3,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,23746.7899536617,0.000449347298854263,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,3,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,23746.7899536617,0.000449347298854263,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,23578.3487337576,168.441669251348,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,23716.6839361643,30.1064668446197,0.6,0.00586704370050608,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,23744.4672358727,2.32316713624823,0.199999999999999,0.00117146645724811,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,23744.4672358727,2.32316713624823,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,23746.7899536617,0.000449347298854263,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,23746.7899536617,0.000449347298854263,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,4,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,23747.5253938205,0.000359381945600035,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,4,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,23747.5253938205,0.000359381945600035,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,4,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,23579.1216441362,168.404109066229,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,4,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,23717.4270911103,30.0986620920849,0.6,0.00586558944228266,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,4,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,23745.1971419197,2.32861128269724,0.199999999999999,0.00117087113634667,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,4,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,23745.1971419197,2.32861128269724,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,4,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,23747.5253938205,0.000359381945600035,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,4,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,23747.5253938205,0.000359381945600035,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,5,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,23746.9835845499,0.000357663935574237,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,5,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,23746.9835845499,0.000357663935574237,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,5,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,23578.4773300538,168.506612160036,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,5,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,23716.892124508,30.0918177058811,0.6,0.00587038732470341,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,5,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,23744.6576929448,2.3262492690701,0.199999999999999,0.00117070855199106,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,5,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,23744.6576929448,2.3262492690701,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,5,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,23746.9835845499,0.000357663935574237,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_coherent_same_elevation,STRESS_HOLDOUT,5,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,23746.9835845499,0.000357663935574237,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,1,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,21910.7697295607,0.00037099077962921,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,1,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,21910.7697295607,0.00037099077962921,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,1,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,21518.8955865023,391.87451404917,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,1,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,21876.9587066596,33.8113938918905,0.4,0.0166394747684855,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,1,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,21910.7697295607,0.00037099077962921,0.200000000000001,0.00154550837502008,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,1,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,21910.7697295607,0.00037099077962921,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,1,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,20744.4755871844,1166.29451336713,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,1,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,21910.7697295607,0.00037099077962921,0.6,0.0562219149611512,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,1,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,21910.7697295607,0.00037099077962921,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,2,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,21911.476659823,0.000310957791953115,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,2,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,21911.476659823,0.000310957791953115,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,2,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,21519.6232562209,391.8537145599,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,2,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,21877.6797801759,33.7971906049825,0.4,0.0166386055969363,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,2,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,21911.476659823,0.000310957791953115,0.200000000000001,0.00154481096655483,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,2,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,21911.476659823,0.000310957791953115,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,2,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,20745.5385324,1165.93843838083,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,2,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,21911.476659823,0.000310957791953115,0.6,0.0562018732655264,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,2,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,21911.476659823,0.000310957791953115,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,3,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,21912.5014293494,0.000444969857198885,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,3,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,21912.5014293494,0.000444969857198885,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,21520.4672848652,392.034589454019,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,21878.7281305538,33.7737437654177,0.4,0.0166474473321755,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,21912.5014293494,0.000444969857198885,0.200000000000001,0.00154365914663914,0,0,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,21912.5014293494,0.000444969857198885,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,20746.0088745941,1166.49299972519,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
