scenario,data_split,trial_id,group_index,oracle_Kq,condition_source,eta_condition_deg,upstream_group_support_status,conditional_estimate_status,az_hat_deg,score,rss,rank_Gphi,group_noise_scale,group_recovery_relative_error,num_score_eval,num_svd,runtime_sec,fixed_measurement_hash,domain_hash,statistical_calibration_status,pass_flag,phase_factor
stress_core_coherent_weak_l4,STRESS_HOLDOUT,96,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10132.5385308931,0.0729985637826758,2,0.03125,0.000635076056939753,21,42,0.004818,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,97,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.4478824491,0.0731536479615897,2,0.03125,0.000655888641336159,21,42,0.0055056,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,98,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.8495585174,0.0725352766676224,2,0.03125,0.000613679119170683,21,42,0.0041085,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,99,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.8177502868,0.0743816176327528,2,0.03125,0.000616724961526374,21,42,0.0051309,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,100,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10135.1412748181,0.0739623295830825,2,0.03125,0.000643500528792593,21,42,0.0055651,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,101,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.3366556478,0.0739820250328194,2,0.03125,0.000634224471939499,21,42,0.0056462,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,102,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.6656442483,0.0742627086674474,2,0.03125,0.000615895283220051,21,42,0.0155493,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,103,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10132.1703828841,0.0746843270771933,2,0.03125,0.000659413458617822,21,42,0.0053359,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,104,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.3343559842,0.0740222905933479,2,0.03125,0.000635963232025319,21,42,0.0042804,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,105,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10132.8040768789,0.0737306679693575,2,0.03125,0.000639673283887034,21,42,0.0052337,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,106,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.3431370321,0.0724015080140816,2,0.03125,0.000645433083150976,21,42,0.0048672,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,107,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.4830177743,0.0738702245562308,2,0.03125,0.000622359783436847,21,42,0.0057042,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,108,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10134.4872239557,0.07274631474138,2,0.03125,0.000666315171009649,21,42,0.0045172,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,109,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10132.9099307434,0.0757128348104743,2,0.03125,0.000599332702136253,21,42,0.0042482,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,110,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.590612893,0.0746541569096735,2,0.03125,0.000613137754449976,21,42,0.0056194,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,111,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.6708549302,0.0720286270152428,2,0.03125,0.000676576866826524,21,42,0.0061095,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,112,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.4655480497,0.0723754325044865,2,0.03125,0.000636942648645623,21,42,0.0056354,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,113,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.8027465166,0.0748392948135006,2,0.03125,0.000620871427471971,21,42,0.0049589,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,114,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10134.4611060171,0.0710657377530879,2,0.03125,0.000652810694719538,21,42,0.0051125,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,115,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.5245037607,0.0763730713115365,2,0.03125,0.000673406816530075,21,42,0.0042721,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,116,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10132.2753025345,0.0735018710511213,2,0.03125,0.000609017105305179,21,42,0.0060418,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,117,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.312987547,0.0750243944639806,2,0.03125,0.000660992245575001,21,42,0.0054343,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,118,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.0206740824,0.0767860764844954,2,0.03125,0.000650708631482761,21,42,0.006338,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,119,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10132.8108802577,0.0760746554751677,2,0.03125,0.00065067695371203,21,42,0.0059996,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,120,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10134.4599008337,0.0728710762050468,2,0.03125,0.000649701825097038,21,42,0.0058571,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,121,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10134.0153049731,0.0738788094658958,2,0.03125,0.000648780099073665,21,42,0.0059845,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,122,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10134.06084249,0.0706944439152721,2,0.03125,0.000654180286239911,21,42,0.0052885,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,123,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.605493384,0.0804012174121453,2,0.03125,0.000671333555008636,21,42,0.0053813,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,124,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.3479045293,0.0725513379602489,2,0.03125,0.000624090953997741,21,42,0.0048113,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,125,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10132.527056589,0.07248455509216,2,0.03125,0.000631470747507925,21,42,0.0054608,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,126,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10134.7386759701,0.0759004367591842,2,0.03125,0.000673886916303289,21,42,0.0056724,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,127,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.9118639697,0.073655585421875,2,0.03125,0.000661996453675265,21,42,0.0077722,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,128,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10134.5577290051,0.0731216151289118,2,0.03125,0.000643709476162227,21,42,0.0055764,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,129,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.9438067517,0.0741695960859943,2,0.03125,0.000593301025090999,21,42,0.0058923,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,130,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10134.0643137977,0.0735170533735072,2,0.03125,0.000633562525959152,21,42,0.0060731,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,131,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.4739783945,0.0749747924546682,2,0.03125,0.000635266698356165,21,42,0.0065331,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,132,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10134.7524010072,0.073358813951927,2,0.03125,0.000649681285077393,21,42,0.0057852,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,133,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.6958031726,0.0735525556174252,2,0.03125,0.000612128369082298,21,42,0.0053431,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,134,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10132.4993309459,0.0760176574312936,2,0.03125,0.000623989315372768,21,42,0.0061161,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,135,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10134.0741993898,0.0712161536957865,2,0.03125,0.000662440103628438,21,42,0.0057867,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,136,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.4198850391,0.0741124766736903,2,0.03125,0.000619477710270535,21,42,0.0044442,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,137,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.2112935612,0.076479907209432,2,0.03125,0.000629963390238094,21,42,0.0054734,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,138,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10134.0608092614,0.0731682303885464,2,0.03125,0.00063496186826162,21,42,0.0052318,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,139,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.7190738049,0.0749256219587551,2,0.03125,0.000613586214866156,21,42,0.0051899,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,140,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.9516308737,0.0752778886344458,2,0.03125,0.000656186211847494,21,42,0.0050438,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,141,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.7800828897,0.0714669388689799,2,0.03125,0.000626802567541177,21,42,0.0057902,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,142,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.7211781516,0.0737218644808308,2,0.03125,0.000638200771724068,21,42,0.0057964,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,143,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.8086714877,0.0723493387886265,2,0.03125,0.000649243925797117,21,42,0.0046562,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,144,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.4567957038,0.0748530053024297,2,0.03125,0.000624848920957102,21,42,0.0072383,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,145,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.5734794607,0.0720887485458661,2,0.03125,0.000607141784976665,21,42,0.0043996,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,146,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.9970035192,0.0738857820397243,2,0.03125,0.000633476720725364,21,42,0.0051141,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,147,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.2133961732,0.0762367714050924,2,0.03125,0.000626692488154001,21,42,0.0057575,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,148,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.3981749141,0.0747804534148599,2,0.03125,0.00066195411488698,21,42,0.0042513,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
