az_center_grid,el_center_grid,score_grid,score_grid_norm,truth_center_az,truth_center_el,fixed_est_center_az,fixed_est_center_el,c05_est_center_az,c05_est_center_el
-0.566,10.651,125427.749552626,0.498490290876625,0,10.31,0.02,10.36,-0.012,10.312
-0.566,10.711,124194.349808394,0.491706741288069,0,10.31,0.02,10.36,-0.012,10.312
-0.566,10.771,122745.94094826,0.483740667536907,0,10.31,0.02,10.36,-0.012,10.312
-0.566,10.831,121139.05193108,0.474902972067677,0,10.31,0.02,10.36,-0.012,10.312
-0.566,10.891,119426.06173055,0.465481732907915,0,10.31,0.02,10.36,-0.012,10.312
-0.566,10.951,117653.340553128,0.455731980591236,0,10.31,0.02,10.36,-0.012,10.312
-0.566,11.011,115860.361476549,0.445870812276507,0,10.31,0.02,10.36,-0.012,10.312
-0.566,11.071,114079.570079817,0.436076674728568,0,10.31,0.02,10.36,-0.012,10.312
-0.526,9.511,91663.7582772539,0.312792417826886,0,10.31,0.02,10.36,-0.012,10.312
-0.526,9.571,95860.4071074905,0.33587347940387,0,10.31,0.02,10.36,-0.012,10.312
-0.526,9.631,99889.4060274703,0.358032486727914,0,10.31,0.02,10.36,-0.012,10.312
-0.526,9.691,103781.188574397,0.379436820577021,0,10.31,0.02,10.36,-0.012,10.312
-0.526,9.751,107558.934840601,0.400213968658661,0,10.31,0.02,10.36,-0.012,10.312
-0.526,9.811,111234.807774183,0.420430825718011,0,10.31,0.02,10.36,-0.012,10.312
-0.526,9.871,114807.227243537,0.440078701222126,0,10.31,0.02,10.36,-0.012,10.312
-0.526,9.931,118259.353992268,0.459064981295153,0,10.31,0.02,10.36,-0.012,10.312
-0.526,9.991,121559.010271703,0.477212692206725,0,10.31,0.02,10.36,-0.012,10.312
-0.526,10.051,124660.265153959,0.494269219402313,0,10.31,0.02,10.36,-0.012,10.312
-0.526,10.111,127506.808806541,0.509924865605882,0,10.31,0.02,10.36,-0.012,10.312
-0.526,10.171,130037.008244079,0.52384065684367,0,10.31,0.02,10.36,-0.012,10.312
-0.526,10.231,132190.20447631,0.535682975997317,0,10.31,0.02,10.36,-0.012,10.312
-0.526,10.291,133913.464441699,0.545160697623135,0,10.31,0.02,10.36,-0.012,10.312
-0.526,10.351,135167.76806938,0.552059216045302,0,10.31,0.02,10.36,-0.012,10.312
-0.526,10.411,135932.60806914,0.556265743645088,0,10.31,0.02,10.36,-0.012,10.312
-0.526,10.471,136208.251453114,0.55778174895698,0,10.31,0.02,10.36,-0.012,10.312
-0.526,10.531,136015.392790225,0.556721049609984,0,10.31,0.02,10.36,-0.012,10.312
-0.526,10.591,135392.467296031,0.553295034646388,0,10.31,0.02,10.36,-0.012,10.312
-0.526,10.651,134391.316091684,0.547788823969687,0,10.31,0.02,10.36,-0.012,10.312
-0.526,10.711,133072.093713519,0.540533260262573,0,10.31,0.02,10.36,-0.012,10.312
-0.526,10.771,131498.264147459,0.531877387780658,0,10.31,0.02,10.36,-0.012,10.312
-0.526,10.831,129732.314670956,0.522164879000953,0,10.31,0.02,10.36,-0.012,10.312
-0.526,10.891,127832.530594669,0.511716296090748,0,10.31,0.02,10.36,-0.012,10.312
-0.526,10.951,125850.909988886,0.500817622154831,0,10.31,0.02,10.36,-0.012,10.312
-0.526,11.011,123832.108290659,0.489714456702249,0,10.31,0.02,10.36,-0.012,10.312
-0.526,11.071,121813.200855806,0.478610709710998,0,10.31,0.02,10.36,-0.012,10.312
-0.486,9.511,94266.3863132989,0.327106557606495,0,10.31,0.02,10.36,-0.012,10.312
-0.486,9.571,99050.9654645642,0.353421164922371,0,10.31,0.02,10.36,-0.012,10.312
-0.486,9.631,103673.144725469,0.378842592460491,0,10.31,0.02,10.36,-0.012,10.312
-0.486,9.691,108158.413202938,0.403511027229652,0,10.31,0.02,10.36,-0.012,10.312
-0.486,9.751,112524.94890323,0.427526446068226,0,10.31,0.02,10.36,-0.012,10.312
-0.486,9.811,116779.472587025,0.450925812348029,0,10.31,0.02,10.36,-0.012,10.312
-0.486,9.871,120914.30140065,0.473666871302009,0,10.31,0.02,10.36,-0.012,10.312
-0.486,9.931,124905.817646137,0.495619728444553,0,10.31,0.02,10.36,-0.012,10.312
-0.486,9.991,128714.589843339,0.516567515398498,0,10.31,0.02,10.36,-0.012,10.312
-0.486,10.051,132287.346397282,0.536217244827132,0,10.31,0.02,10.36,-0.012,10.312
-0.486,10.111,135560.85917858,0.554221169657296,0,10.31,0.02,10.36,-0.012,10.312
-0.486,10.171,138467.532007326,0.570207519065675,0,10.31,0.02,10.36,-0.012,10.312
-0.486,10.231,140942.147307028,0.58381760426038,0,10.31,0.02,10.36,-0.012,10.312
-0.486,10.291,142928.898236425,0.594744494356389,0,10.31,0.02,10.36,-0.012,10.312
-0.486,10.351,144387.647463997,0.602767438879261,0,10.31,0.02,10.36,-0.012,10.312
