scenario_name,center_az,trial_id,repeat_id,direct_runtime_total_sec,cached_runtime_total_sec,runtime_reduction_ratio,direct_num_pairs,cached_num_pairs,same_estimate_flag,same_policy_flag,cache_miss_count
strong_coherent,15,9,2,0.1240913,0.0503063,0.594602522497548,9729,9729,1,1,0
strong_coherent,15,10,2,0.1170866,0.0536499,0.54179299766156,9729,9729,1,1,0
hard_phase,15,1,2,0.1497892,0.046428,0.690044409076222,9729,9729,1,1,0
hard_phase,15,2,2,0.1155399,0.0487544,0.578029754223433,9729,9729,1,1,0
hard_phase,15,3,2,0.1282614,0.054402,0.575850567668839,9729,9729,1,1,0
hard_phase,15,4,2,0.1288273,0.0596636,0.536871455040973,9729,9729,1,1,0
hard_phase,15,5,2,0.1169557,0.0419968,0.640917030978396,9729,9729,1,1,0
hard_phase,15,6,2,0.1305176,0.0495477,0.620375336353105,9729,9729,1,1,0
hard_phase,15,7,2,0.1082035,0.0458168,0.576568225611926,9729,9729,1,1,0
hard_phase,15,8,2,0.1141039,0.0468413,0.58948554782089,9729,9729,1,1,0
hard_phase,15,9,2,0.1127283,0.0498499,0.55778717500397,9729,9729,1,1,0
hard_phase,15,10,2,0.1253883,0.0465175,0.629012435769525,9729,9729,1,1,0
weak_secondary,15,1,2,0.1980335,0.1053477,0.468030913961527,23133,23133,1,1,0
weak_secondary,15,2,2,0.1236659,0.0530221,0.571247207192929,9729,9729,1,1,0
weak_secondary,15,3,2,0.2083206,0.107204,0.485389346996889,23133,23133,1,1,0
weak_secondary,15,4,2,0.1414077,0.0523535,0.629769100268232,9729,9729,1,1,0
weak_secondary,15,5,2,0.1992612,0.1077723,0.459140565248026,23133,23133,1,1,0
weak_secondary,15,6,2,0.1303493,0.0456789,0.649565436868476,9729,9729,1,1,0
weak_secondary,15,7,2,0.2076208,0.0903992,0.564594684154959,23133,23133,1,1,0
weak_secondary,15,8,2,0.1244619,0.0487739,0.608121842909356,9729,9729,1,1,0
weak_secondary,15,9,2,0.1950167,0.0911724,0.532489268867743,23133,23133,1,1,0
weak_secondary,15,10,2,0.18431,0.0463869,0.748321306494493,9729,9729,1,1,0
